,Ref,Team,Wins,Losses,Win %
11194,Dave Brisebois,Arizona Coyotes,0,0,
11195,Dave Brisebois,Vegas Golden Knights,0,0,
11196,none,Buffalo Sabres,0,0,
11197,none,New York Rangers,0,0,
11198,none,Pittsburgh Penguins,0,0,
11199,none,Tampa Bay Lightning,0,0,
11200,none,Chicago Blackhawks,0,0,
11201,none,Detroit Red Wings,0,0,
11202,none,Calgary Flames,0,0,
11203,none,Winnipeg Jets (1979),0,0,
11204,none,Anaheim Ducks,0,0,
11205,none,Edmonton Oilers,0,0,
11206,none,Dallas Stars,0,0,
11207,none,Vancouver Canucks,0,0,
11208,none,San Jose Sharks,0,0,
11209,none,St. Louis Blues,0,0,
11210,none,Los Angeles Kings,0,0,
11211,none,Toronto Maple Leafs,0,0,
11212,none,Hartford Whalers,0,0,
11213,none,Washington Capitals,0,0,
11214,none,Florida Panthers,0,0,
11215,none,New York Islanders,0,1,0.0
11216,none,Montréal Canadiens,0,0,
11217,none,Philadelphia Flyers,0,0,
11218,none,Quebec Nordiques,0,0,
11219,none,Boston Bruins,0,0,
11220,none,New Jersey Devils,0,0,
11221,none,Ottawa Senators,0,0,
11222,none,Colorado Avalanche,0,0,
11223,none,Phoenix Coyotes,0,0,
11224,none,Carolina Hurricanes,0,0,
11225,none,Nashville Predators,0,0,
11226,none,Atlanta Thrashers,1,0,1.0
11227,none,Minnesota Wild,0,0,
11228,none,Columbus Blue Jackets,0,0,
11229,none,Winnipeg Jets,0,0,
11230,none,Arizona Coyotes,0,0,
11231,none,Vegas Golden Knights,0,0,
11232,Francois Gagnon,Buffalo Sabres,0,0,
11233,Francois Gagnon,New York Rangers,0,0,
11234,Francois Gagnon,Pittsburgh Penguins,0,0,
11235,Francois Gagnon,Tampa Bay Lightning,1,0,1.0
11236,Francois Gagnon,Chicago Blackhawks,0,0,
11237,Francois Gagnon,Detroit Red Wings,0,0,
11238,Francois Gagnon,Calgary Flames,0,0,
11239,Francois Gagnon,Winnipeg Jets (1979),0,0,
11240,Francois Gagnon,Anaheim Ducks,0,0,
11241,Francois Gagnon,Edmonton Oilers,0,0,
11242,Francois Gagnon,Dallas Stars,0,0,
11243,Francois Gagnon,Vancouver Canucks,1,0,1.0
11244,Francois Gagnon,San Jose Sharks,0,0,
11245,Francois Gagnon,St. Louis Blues,0,0,
11246,Francois Gagnon,Los Angeles Kings,0,0,
11247,Francois Gagnon,Toronto Maple Leafs,0,0,
11248,Francois Gagnon,Hartford Whalers,0,0,
11249,Francois Gagnon,Washington Capitals,0,0,
11250,Francois Gagnon,Florida Panthers,0,0,
11251,Francois Gagnon,New York Islanders,0,0,
11252,Francois Gagnon,Montréal Canadiens,0,1,0.0
11253,Francois Gagnon,Philadelphia Flyers,0,0,
11254,Francois Gagnon,Quebec Nordiques,0,0,
11255,Francois Gagnon,Boston Bruins,0,0,
11256,Francois Gagnon,New Jersey Devils,0,0,
11257,Francois Gagnon,Ottawa Senators,0,1,0.0
11258,Francois Gagnon,Colorado Avalanche,0,0,
11259,Francois Gagnon,Phoenix Coyotes,0,0,
11260,Francois Gagnon,Carolina Hurricanes,0,0,
11261,Francois Gagnon,Nashville Predators,0,0,
11262,Francois Gagnon,Atlanta Thrashers,0,0,
11263,Francois Gagnon,Minnesota Wild,0,0,
11264,Francois Gagnon,Columbus Blue Jackets,0,0,
11265,Francois Gagnon,Winnipeg Jets,0,0,
11266,Francois Gagnon,Arizona Coyotes,0,0,
11267,Francois Gagnon,Vegas Golden Knights,0,0,
11268,Troy Sartison,Buffalo Sabres,1,0,1.0
11269,Troy Sartison,New York Rangers,0,0,
11270,Troy Sartison,Pittsburgh Penguins,0,0,
11271,Troy Sartison,Tampa Bay Lightning,0,1,0.0
11272,Troy Sartison,Chicago Blackhawks,0,0,
11273,Troy Sartison,Detroit Red Wings,0,0,
11274,Troy Sartison,Calgary Flames,1,0,1.0
11275,Troy Sartison,Winnipeg Jets (1979),0,0,
11276,Troy Sartison,Anaheim Ducks,0,0,
11277,Troy Sartison,Edmonton Oilers,0,0,
11278,Troy Sartison,Dallas Stars,0,0,
11279,Troy Sartison,Vancouver Canucks,0,0,
11280,Troy Sartison,San Jose Sharks,0,0,
11281,Troy Sartison,St. Louis Blues,0,0,
11282,Troy Sartison,Los Angeles Kings,0,1,0.0
11283,Troy Sartison,Toronto Maple Leafs,0,0,
11284,Troy Sartison,Hartford Whalers,0,0,
11285,Troy Sartison,Washington Capitals,0,0,
11286,Troy Sartison,Florida Panthers,0,0,
11287,Troy Sartison,New York Islanders,0,0,
11288,Troy Sartison,Montréal Canadiens,0,0,
11289,Troy Sartison,Philadelphia Flyers,1,0,1.0
11290,Troy Sartison,Quebec Nordiques,0,0,
11291,Troy Sartison,Boston Bruins,0,0,
11292,Troy Sartison,New Jersey Devils,0,0,
11293,Troy Sartison,Ottawa Senators,1,0,1.0
11294,Troy Sartison,Colorado Avalanche,0,1,0.0
11295,Troy Sartison,Phoenix Coyotes,0,1,0.0
11296,Troy Sartison,Carolina Hurricanes,0,0,
11297,Troy Sartison,Nashville Predators,0,0,
11298,Troy Sartison,Atlanta Thrashers,0,0,
11299,Troy Sartison,Minnesota Wild,0,0,
11300,Troy Sartison,Columbus Blue Jackets,0,0,
11301,Troy Sartison,Winnipeg Jets,0,0,
11302,Troy Sartison,Arizona Coyotes,0,0,
11303,Troy Sartison,Vegas Golden Knights,0,0,
11304,David Brisebois,Buffalo Sabres,3,2,0.6
11305,David Brisebois,New York Rangers,0,0,
11306,David Brisebois,Pittsburgh Penguins,0,0,
11307,David Brisebois,Tampa Bay Lightning,0,0,
11308,David Brisebois,Chicago Blackhawks,0,0,
11309,David Brisebois,Detroit Red Wings,0,0,
11310,David Brisebois,Calgary Flames,0,0,
11311,David Brisebois,Winnipeg Jets (1979),0,0,
11312,David Brisebois,Anaheim Ducks,0,1,0.0
11313,David Brisebois,Edmonton Oilers,0,0,
11314,David Brisebois,Dallas Stars,0,0,
11315,David Brisebois,Vancouver Canucks,0,0,
11316,David Brisebois,San Jose Sharks,0,0,
11317,David Brisebois,St. Louis Blues,0,0,
11318,David Brisebois,Los Angeles Kings,1,1,0.5
11319,David Brisebois,Toronto Maple Leafs,0,0,
11320,David Brisebois,Hartford Whalers,0,0,
11321,David Brisebois,Washington Capitals,0,0,
11322,David Brisebois,Florida Panthers,0,0,
11323,David Brisebois,New York Islanders,0,0,
11324,David Brisebois,Montréal Canadiens,3,0,1.0
11325,David Brisebois,Philadelphia Flyers,0,0,
11326,David Brisebois,Quebec Nordiques,0,0,
11327,David Brisebois,Boston Bruins,0,0,
11328,David Brisebois,New Jersey Devils,0,0,
11329,David Brisebois,Ottawa Senators,0,1,0.0
11330,David Brisebois,Colorado Avalanche,0,0,
11331,David Brisebois,Phoenix Coyotes,0,0,
11332,David Brisebois,Carolina Hurricanes,0,1,0.0
11333,David Brisebois,Nashville Predators,0,0,
11334,David Brisebois,Atlanta Thrashers,0,1,0.0
11335,David Brisebois,Minnesota Wild,0,0,
11336,David Brisebois,Columbus Blue Jackets,0,0,
11337,David Brisebois,Winnipeg Jets,0,0,
11338,David Brisebois,Arizona Coyotes,0,0,
11339,David Brisebois,Vegas Golden Knights,0,0,
11340,Bernard DeGrace,Buffalo Sabres,0,0,
11341,Bernard DeGrace,New York Rangers,0,0,
11342,Bernard DeGrace,Pittsburgh Penguins,0,0,
11343,Bernard DeGrace,Tampa Bay Lightning,0,1,0.0
11344,Bernard DeGrace,Chicago Blackhawks,0,0,
11345,Bernard DeGrace,Detroit Red Wings,0,0,
11346,Bernard DeGrace,Calgary Flames,0,0,
11347,Bernard DeGrace,Winnipeg Jets (1979),0,0,
11348,Bernard DeGrace,Anaheim Ducks,0,0,
11349,Bernard DeGrace,Edmonton Oilers,0,0,
11350,Bernard DeGrace,Dallas Stars,0,0,
11351,Bernard DeGrace,Vancouver Canucks,0,0,
11352,Bernard DeGrace,San Jose Sharks,0,0,
11353,Bernard DeGrace,St. Louis Blues,0,0,
11354,Bernard DeGrace,Los Angeles Kings,0,0,
11355,Bernard DeGrace,Toronto Maple Leafs,0,0,
11356,Bernard DeGrace,Hartford Whalers,0,0,
11357,Bernard DeGrace,Washington Capitals,0,0,
11358,Bernard DeGrace,Florida Panthers,0,0,
11359,Bernard DeGrace,New York Islanders,1,0,1.0
11360,Bernard DeGrace,Montréal Canadiens,0,0,
11361,Bernard DeGrace,Philadelphia Flyers,0,0,
11362,Bernard DeGrace,Quebec Nordiques,0,0,
11363,Bernard DeGrace,Boston Bruins,0,0,
11364,Bernard DeGrace,New Jersey Devils,0,0,
11365,Bernard DeGrace,Ottawa Senators,0,0,
11366,Bernard DeGrace,Colorado Avalanche,0,0,
11367,Bernard DeGrace,Phoenix Coyotes,0,0,
11368,Bernard DeGrace,Carolina Hurricanes,0,0,
11369,Bernard DeGrace,Nashville Predators,0,0,
11370,Bernard DeGrace,Atlanta Thrashers,0,0,
11371,Bernard DeGrace,Minnesota Wild,0,0,
11372,Bernard DeGrace,Columbus Blue Jackets,0,0,
11373,Bernard DeGrace,Winnipeg Jets,0,0,
11374,Bernard DeGrace,Arizona Coyotes,0,0,
11375,Bernard DeGrace,Vegas Golden Knights,0,0,
11376,Tony Sericolo,Buffalo Sabres,0,0,
11377,Tony Sericolo,New York Rangers,0,0,
11378,Tony Sericolo,Pittsburgh Penguins,0,0,
11379,Tony Sericolo,Tampa Bay Lightning,0,0,
11380,Tony Sericolo,Chicago Blackhawks,0,0,
11381,Tony Sericolo,Detroit Red Wings,0,0,
11382,Tony Sericolo,Calgary Flames,0,0,
11383,Tony Sericolo,Winnipeg Jets (1979),0,0,
11384,Tony Sericolo,Anaheim Ducks,0,0,
11385,Tony Sericolo,Edmonton Oilers,0,0,
11386,Tony Sericolo,Dallas Stars,0,0,
11387,Tony Sericolo,Vancouver Canucks,0,0,
11388,Tony Sericolo,San Jose Sharks,0,0,
11389,Tony Sericolo,St. Louis Blues,0,0,
11390,Tony Sericolo,Los Angeles Kings,0,0,
11391,Tony Sericolo,Toronto Maple Leafs,0,0,
11392,Tony Sericolo,Hartford Whalers,0,0,
11393,Tony Sericolo,Washington Capitals,0,0,
11394,Tony Sericolo,Florida Panthers,0,0,
11395,Tony Sericolo,New York Islanders,0,0,
11396,Tony Sericolo,Montréal Canadiens,0,0,
11397,Tony Sericolo,Philadelphia Flyers,0,0,
11398,Tony Sericolo,Quebec Nordiques,0,0,
11399,Tony Sericolo,Boston Bruins,0,0,
11400,Tony Sericolo,New Jersey Devils,0,0,
11401,Tony Sericolo,Ottawa Senators,0,0,
11402,Tony Sericolo,Colorado Avalanche,0,0,
11403,Tony Sericolo,Phoenix Coyotes,0,0,
11404,Tony Sericolo,Carolina Hurricanes,0,0,
11405,Tony Sericolo,Nashville Predators,0,0,
11406,Tony Sericolo,Atlanta Thrashers,0,0,
11407,Tony Sericolo,Minnesota Wild,0,0,
11408,Tony Sericolo,Columbus Blue Jackets,0,0,
11409,Tony Sericolo,Winnipeg Jets,0,0,
11410,Tony Sericolo,Arizona Coyotes,0,0,
11411,Tony Sericolo,Vegas Golden Knights,0,0,
11412,Dan O'Rourke,Buffalo Sabres,35,23,0.603448275862069
11413,Dan O'Rourke,New York Rangers,33,27,0.55
11414,Dan O'Rourke,Pittsburgh Penguins,32,28,0.5333333333333333
11415,Dan O'Rourke,Tampa Bay Lightning,39,28,0.582089552238806
11416,Dan O'Rourke,Chicago Blackhawks,25,31,0.44642857142857145
11417,Dan O'Rourke,Detroit Red Wings,29,22,0.5686274509803921
11418,Dan O'Rourke,Calgary Flames,24,21,0.5333333333333333
11419,Dan O'Rourke,Winnipeg Jets (1979),0,0,
11420,Dan O'Rourke,Anaheim Ducks,33,29,0.532258064516129
11421,Dan O'Rourke,Edmonton Oilers,20,32,0.38461538461538464
11422,Dan O'Rourke,Dallas Stars,32,26,0.5517241379310345
11423,Dan O'Rourke,Vancouver Canucks,30,23,0.5660377358490566
11424,Dan O'Rourke,San Jose Sharks,34,25,0.576271186440678
11425,Dan O'Rourke,St. Louis Blues,27,24,0.5294117647058824
11426,Dan O'Rourke,Los Angeles Kings,31,23,0.5740740740740741
11427,Dan O'Rourke,Toronto Maple Leafs,16,32,0.3333333333333333
11428,Dan O'Rourke,Hartford Whalers,0,0,
11429,Dan O'Rourke,Washington Capitals,41,25,0.6212121212121212
11430,Dan O'Rourke,Florida Panthers,29,31,0.48333333333333334
11431,Dan O'Rourke,New York Islanders,23,32,0.41818181818181815
11432,Dan O'Rourke,Montréal Canadiens,26,23,0.5306122448979592
11433,Dan O'Rourke,Philadelphia Flyers,25,28,0.4716981132075472
11434,Dan O'Rourke,Quebec Nordiques,0,0,
11435,Dan O'Rourke,Boston Bruins,26,34,0.43333333333333335
11436,Dan O'Rourke,New Jersey Devils,27,34,0.4426229508196721
11437,Dan O'Rourke,Ottawa Senators,20,22,0.47619047619047616
11438,Dan O'Rourke,Colorado Avalanche,24,33,0.42105263157894735
11439,Dan O'Rourke,Phoenix Coyotes,22,17,0.5641025641025641
11440,Dan O'Rourke,Carolina Hurricanes,29,35,0.453125
11441,Dan O'Rourke,Nashville Predators,34,23,0.5964912280701754
11442,Dan O'Rourke,Atlanta Thrashers,17,27,0.38636363636363635
11443,Dan O'Rourke,Minnesota Wild,22,31,0.41509433962264153
11444,Dan O'Rourke,Columbus Blue Jackets,20,27,0.425531914893617
11445,Dan O'Rourke,Winnipeg Jets,14,18,0.4375
11446,Dan O'Rourke,Arizona Coyotes,4,10,0.2857142857142857
11447,Dan O'Rourke,Vegas Golden Knights,2,1,0.6666666666666666
11448,LEGGO,Buffalo Sabres,0,0,
11449,LEGGO,New York Rangers,0,0,
11450,LEGGO,Pittsburgh Penguins,1,1,0.5
11451,LEGGO,Tampa Bay Lightning,0,0,
11452,LEGGO,Chicago Blackhawks,0,0,
11453,LEGGO,Detroit Red Wings,0,0,
11454,LEGGO,Calgary Flames,0,0,
11455,LEGGO,Winnipeg Jets (1979),0,0,
11456,LEGGO,Anaheim Ducks,0,0,
11457,LEGGO,Edmonton Oilers,0,0,
11458,LEGGO,Dallas Stars,0,0,
11459,LEGGO,Vancouver Canucks,0,1,0.0
11460,LEGGO,San Jose Sharks,0,0,
11461,LEGGO,St. Louis Blues,0,0,
11462,LEGGO,Los Angeles Kings,1,0,1.0
11463,LEGGO,Toronto Maple Leafs,0,0,
11464,LEGGO,Hartford Whalers,0,0,
11465,LEGGO,Washington Capitals,0,0,
11466,LEGGO,Florida Panthers,0,0,
11467,LEGGO,New York Islanders,0,0,
11468,LEGGO,Montréal Canadiens,0,0,
11469,LEGGO,Philadelphia Flyers,0,0,
11470,LEGGO,Quebec Nordiques,0,0,
11471,LEGGO,Boston Bruins,0,0,
11472,LEGGO,New Jersey Devils,0,0,
11473,LEGGO,Ottawa Senators,0,0,
11474,LEGGO,Colorado Avalanche,0,0,
11475,LEGGO,Phoenix Coyotes,0,0,
11476,LEGGO,Carolina Hurricanes,0,0,
11477,LEGGO,Nashville Predators,1,1,0.5
11478,LEGGO,Atlanta Thrashers,0,0,
11479,LEGGO,Minnesota Wild,0,0,
11480,LEGGO,Columbus Blue Jackets,0,0,
11481,LEGGO,Winnipeg Jets,0,0,
11482,LEGGO,Arizona Coyotes,0,0,
11483,LEGGO,Vegas Golden Knights,0,0,
11484,Kevin Pollock,Buffalo Sabres,35,55,0.3888888888888889
11485,Kevin Pollock,New York Rangers,32,33,0.49230769230769234
11486,Kevin Pollock,Pittsburgh Penguins,42,34,0.5526315789473685
11487,Kevin Pollock,Tampa Bay Lightning,38,39,0.4935064935064935
11488,Kevin Pollock,Chicago Blackhawks,22,38,0.36666666666666664
11489,Kevin Pollock,Detroit Red Wings,42,28,0.6
11490,Kevin Pollock,Calgary Flames,39,39,0.5
11491,Kevin Pollock,Winnipeg Jets (1979),0,0,
11492,Kevin Pollock,Anaheim Ducks,30,30,0.5
11493,Kevin Pollock,Edmonton Oilers,27,32,0.4576271186440678
11494,Kevin Pollock,Dallas Stars,42,36,0.5384615384615384
11495,Kevin Pollock,Vancouver Canucks,40,30,0.5714285714285714
11496,Kevin Pollock,San Jose Sharks,29,30,0.4915254237288136
11497,Kevin Pollock,St. Louis Blues,36,39,0.48
11498,Kevin Pollock,Los Angeles Kings,33,28,0.5409836065573771
11499,Kevin Pollock,Toronto Maple Leafs,39,48,0.4482758620689655
11500,Kevin Pollock,Hartford Whalers,0,0,
11501,Kevin Pollock,Washington Capitals,33,32,0.5076923076923077
11502,Kevin Pollock,Florida Panthers,34,40,0.4594594594594595
11503,Kevin Pollock,New York Islanders,34,34,0.5
11504,Kevin Pollock,Montréal Canadiens,46,40,0.5348837209302325
11505,Kevin Pollock,Philadelphia Flyers,45,39,0.5357142857142857
11506,Kevin Pollock,Quebec Nordiques,0,0,
11507,Kevin Pollock,Boston Bruins,48,30,0.6153846153846154
11508,Kevin Pollock,New Jersey Devils,40,41,0.49382716049382713
11509,Kevin Pollock,Ottawa Senators,50,42,0.5434782608695652
11510,Kevin Pollock,Colorado Avalanche,26,44,0.37142857142857144
11511,Kevin Pollock,Phoenix Coyotes,23,8,0.7419354838709677
11512,Kevin Pollock,Carolina Hurricanes,31,37,0.45588235294117646
11513,Kevin Pollock,Nashville Predators,33,25,0.5689655172413793
11514,Kevin Pollock,Atlanta Thrashers,12,17,0.41379310344827586
11515,Kevin Pollock,Minnesota Wild,33,32,0.5076923076923077
11516,Kevin Pollock,Columbus Blue Jackets,27,32,0.4576271186440678
11517,Kevin Pollock,Winnipeg Jets,5,16,0.23809523809523808
11518,Kevin Pollock,Arizona Coyotes,8,8,0.5
11519,Kevin Pollock,Vegas Golden Knights,3,1,0.75
11520,Stephane Auger,Buffalo Sabres,20,20,0.5
11521,Stephane Auger,New York Rangers,19,20,0.48717948717948717
11522,Stephane Auger,Pittsburgh Penguins,22,25,0.46808510638297873
11523,Stephane Auger,Tampa Bay Lightning,17,21,0.4473684210526316
11524,Stephane Auger,Chicago Blackhawks,22,14,0.6111111111111112
11525,Stephane Auger,Detroit Red Wings,18,14,0.5625
11526,Stephane Auger,Calgary Flames,16,18,0.47058823529411764
11527,Stephane Auger,Winnipeg Jets (1979),0,0,
11528,Stephane Auger,Anaheim Ducks,20,18,0.5263157894736842
11529,Stephane Auger,Edmonton Oilers,10,18,0.35714285714285715
11530,Stephane Auger,Dallas Stars,23,20,0.5348837209302325
11531,Stephane Auger,Vancouver Canucks,14,9,0.6086956521739131
11532,Stephane Auger,San Jose Sharks,28,18,0.6086956521739131
11533,Stephane Auger,St. Louis Blues,25,22,0.5319148936170213
11534,Stephane Auger,Los Angeles Kings,15,24,0.38461538461538464
11535,Stephane Auger,Toronto Maple Leafs,23,20,0.5348837209302325
11536,Stephane Auger,Hartford Whalers,0,0,
11537,Stephane Auger,Washington Capitals,18,26,0.4090909090909091
11538,Stephane Auger,Florida Panthers,12,27,0.3076923076923077
11539,Stephane Auger,New York Islanders,24,26,0.48
11540,Stephane Auger,Montréal Canadiens,39,23,0.6290322580645161
11541,Stephane Auger,Philadelphia Flyers,27,21,0.5625
11542,Stephane Auger,Quebec Nordiques,0,0,
11543,Stephane Auger,Boston Bruins,25,28,0.4716981132075472
11544,Stephane Auger,New Jersey Devils,33,17,0.66
11545,Stephane Auger,Ottawa Senators,33,23,0.5892857142857143
11546,Stephane Auger,Colorado Avalanche,21,17,0.5526315789473685
11547,Stephane Auger,Phoenix Coyotes,15,23,0.39473684210526316
11548,Stephane Auger,Carolina Hurricanes,20,23,0.46511627906976744
11549,Stephane Auger,Nashville Predators,28,18,0.6086956521739131
11550,Stephane Auger,Atlanta Thrashers,18,30,0.375
11551,Stephane Auger,Minnesota Wild,17,20,0.4594594594594595
11552,Stephane Auger,Columbus Blue Jackets,13,29,0.30952380952380953
11553,Stephane Auger,Winnipeg Jets,0,3,0.0
11554,Stephane Auger,Arizona Coyotes,0,0,
11555,Stephane Auger,Vegas Golden Knights,0,0,
11556,Chris Lee,Buffalo Sabres,31,32,0.49206349206349204
11557,Chris Lee,New York Rangers,28,31,0.4745762711864407
11558,Chris Lee,Pittsburgh Penguins,40,32,0.5555555555555556
11559,Chris Lee,Tampa Bay Lightning,33,31,0.515625
11560,Chris Lee,Chicago Blackhawks,30,33,0.47619047619047616
11561,Chris Lee,Detroit Red Wings,29,37,0.4393939393939394
11562,Chris Lee,Calgary Flames,31,30,0.5081967213114754
11563,Chris Lee,Winnipeg Jets (1979),0,0,
11564,Chris Lee,Anaheim Ducks,30,30,0.5
11565,Chris Lee,Edmonton Oilers,28,30,0.4827586206896552
11566,Chris Lee,Dallas Stars,30,30,0.5
11567,Chris Lee,Vancouver Canucks,33,26,0.559322033898305
11568,Chris Lee,San Jose Sharks,40,22,0.6451612903225806
11569,Chris Lee,St. Louis Blues,33,31,0.515625
11570,Chris Lee,Los Angeles Kings,34,30,0.53125
11571,Chris Lee,Toronto Maple Leafs,33,31,0.515625
11572,Chris Lee,Hartford Whalers,0,0,
11573,Chris Lee,Washington Capitals,31,26,0.543859649122807
11574,Chris Lee,Florida Panthers,20,31,0.39215686274509803
11575,Chris Lee,New York Islanders,20,42,0.3225806451612903
11576,Chris Lee,Montréal Canadiens,30,41,0.4225352112676056
11577,Chris Lee,Philadelphia Flyers,35,23,0.603448275862069
11578,Chris Lee,Quebec Nordiques,0,0,
11579,Chris Lee,Boston Bruins,41,23,0.640625
11580,Chris Lee,New Jersey Devils,31,26,0.543859649122807
11581,Chris Lee,Ottawa Senators,37,28,0.5692307692307692
11582,Chris Lee,Colorado Avalanche,25,29,0.46296296296296297
11583,Chris Lee,Phoenix Coyotes,23,21,0.5227272727272727
11584,Chris Lee,Carolina Hurricanes,22,38,0.36666666666666664
11585,Chris Lee,Nashville Predators,40,32,0.5555555555555556
11586,Chris Lee,Atlanta Thrashers,16,25,0.3902439024390244
11587,Chris Lee,Minnesota Wild,42,40,0.5121951219512195
11588,Chris Lee,Columbus Blue Jackets,20,30,0.4
11589,Chris Lee,Winnipeg Jets,17,15,0.53125
11590,Chris Lee,Arizona Coyotes,5,11,0.3125
11591,Chris Lee,Vegas Golden Knights,1,2,0.3333333333333333
11592,Ian Walsh,Buffalo Sabres,28,33,0.45901639344262296
11593,Ian Walsh,New York Rangers,33,28,0.5409836065573771
11594,Ian Walsh,Pittsburgh Penguins,39,33,0.5416666666666666
11595,Ian Walsh,Tampa Bay Lightning,34,30,0.53125
11596,Ian Walsh,Chicago Blackhawks,32,24,0.5714285714285714
11597,Ian Walsh,Detroit Red Wings,31,31,0.5
11598,Ian Walsh,Calgary Flames,30,28,0.5172413793103449
11599,Ian Walsh,Winnipeg Jets (1979),0,0,
11600,Ian Walsh,Anaheim Ducks,33,22,0.6
11601,Ian Walsh,Edmonton Oilers,21,33,0.3888888888888889
11602,Ian Walsh,Dallas Stars,23,37,0.38333333333333336
11603,Ian Walsh,Vancouver Canucks,30,30,0.5
11604,Ian Walsh,San Jose Sharks,35,25,0.5833333333333334
11605,Ian Walsh,St. Louis Blues,26,28,0.48148148148148145
11606,Ian Walsh,Los Angeles Kings,28,31,0.4745762711864407
11607,Ian Walsh,Toronto Maple Leafs,19,27,0.41304347826086957
11608,Ian Walsh,Hartford Whalers,0,0,
11609,Ian Walsh,Washington Capitals,36,35,0.5070422535211268
11610,Ian Walsh,Florida Panthers,27,40,0.40298507462686567
11611,Ian Walsh,New York Islanders,34,32,0.5151515151515151
11612,Ian Walsh,Montréal Canadiens,28,27,0.509090909090909
11613,Ian Walsh,Philadelphia Flyers,41,34,0.5466666666666666
11614,Ian Walsh,Quebec Nordiques,0,0,
11615,Ian Walsh,Boston Bruins,31,21,0.5961538461538461
11616,Ian Walsh,New Jersey Devils,29,28,0.5087719298245614
11617,Ian Walsh,Ottawa Senators,42,20,0.6774193548387096
11618,Ian Walsh,Colorado Avalanche,21,37,0.3620689655172414
11619,Ian Walsh,Phoenix Coyotes,18,23,0.43902439024390244
11620,Ian Walsh,Carolina Hurricanes,27,43,0.38571428571428573
11621,Ian Walsh,Nashville Predators,42,26,0.6176470588235294
11622,Ian Walsh,Atlanta Thrashers,16,23,0.41025641025641024
11623,Ian Walsh,Minnesota Wild,30,28,0.5172413793103449
11624,Ian Walsh,Columbus Blue Jackets,30,36,0.45454545454545453
11625,Ian Walsh,Winnipeg Jets,17,16,0.5151515151515151
11626,Ian Walsh,Arizona Coyotes,9,13,0.4090909090909091
11627,Ian Walsh,Vegas Golden Knights,4,2,0.6666666666666666
11628,Mike Hasenfratz,Buffalo Sabres,14,17,0.45161290322580644
11629,Mike Hasenfratz,New York Rangers,16,23,0.41025641025641024
11630,Mike Hasenfratz,Pittsburgh Penguins,22,17,0.5641025641025641
11631,Mike Hasenfratz,Tampa Bay Lightning,23,29,0.4423076923076923
11632,Mike Hasenfratz,Chicago Blackhawks,15,26,0.36585365853658536
11633,Mike Hasenfratz,Detroit Red Wings,25,15,0.625
11634,Mike Hasenfratz,Calgary Flames,16,18,0.47058823529411764
11635,Mike Hasenfratz,Winnipeg Jets (1979),0,0,
11636,Mike Hasenfratz,Anaheim Ducks,15,26,0.36585365853658536
11637,Mike Hasenfratz,Edmonton Oilers,13,21,0.38235294117647056
11638,Mike Hasenfratz,Dallas Stars,28,23,0.5490196078431373
11639,Mike Hasenfratz,Vancouver Canucks,14,16,0.4666666666666667
11640,Mike Hasenfratz,San Jose Sharks,20,17,0.5405405405405406
11641,Mike Hasenfratz,St. Louis Blues,27,14,0.6585365853658537
11642,Mike Hasenfratz,Los Angeles Kings,17,13,0.5666666666666667
11643,Mike Hasenfratz,Toronto Maple Leafs,15,15,0.5
11644,Mike Hasenfratz,Hartford Whalers,0,0,
11645,Mike Hasenfratz,Washington Capitals,18,21,0.46153846153846156
11646,Mike Hasenfratz,Florida Panthers,18,26,0.4090909090909091
11647,Mike Hasenfratz,New York Islanders,22,23,0.4888888888888889
11648,Mike Hasenfratz,Montréal Canadiens,11,16,0.4074074074074074
11649,Mike Hasenfratz,Philadelphia Flyers,15,16,0.4838709677419355
11650,Mike Hasenfratz,Quebec Nordiques,0,0,
11651,Mike Hasenfratz,Boston Bruins,22,17,0.5641025641025641
11652,Mike Hasenfratz,New Jersey Devils,29,12,0.7073170731707317
11653,Mike Hasenfratz,Ottawa Senators,20,12,0.625
11654,Mike Hasenfratz,Colorado Avalanche,24,18,0.5714285714285714
11655,Mike Hasenfratz,Phoenix Coyotes,21,25,0.45652173913043476
11656,Mike Hasenfratz,Carolina Hurricanes,19,25,0.4318181818181818
11657,Mike Hasenfratz,Nashville Predators,39,34,0.5342465753424658
11658,Mike Hasenfratz,Atlanta Thrashers,24,26,0.48
11659,Mike Hasenfratz,Minnesota Wild,24,16,0.6
11660,Mike Hasenfratz,Columbus Blue Jackets,18,30,0.375
11661,Mike Hasenfratz,Winnipeg Jets,5,2,0.7142857142857143
11662,Mike Hasenfratz,Arizona Coyotes,0,0,
11663,Mike Hasenfratz,Vegas Golden Knights,0,0,
11664,Dean Morton,Buffalo Sabres,23,30,0.4339622641509434
11665,Dean Morton,New York Rangers,17,30,0.3617021276595745
11666,Dean Morton,Pittsburgh Penguins,18,30,0.375
11667,Dean Morton,Tampa Bay Lightning,22,25,0.46808510638297873
11668,Dean Morton,Chicago Blackhawks,24,17,0.5853658536585366
11669,Dean Morton,Detroit Red Wings,26,18,0.5909090909090909
11670,Dean Morton,Calgary Flames,17,21,0.4473684210526316
11671,Dean Morton,Winnipeg Jets (1979),0,0,
11672,Dean Morton,Anaheim Ducks,23,20,0.5348837209302325
11673,Dean Morton,Edmonton Oilers,10,31,0.24390243902439024
11674,Dean Morton,Dallas Stars,25,17,0.5952380952380952
11675,Dean Morton,Vancouver Canucks,17,21,0.4473684210526316
