,Ref,Team,Wins,Losses,Win %
8661,Waldom,Philadelphia Flyers,0,0,
8662,Waldom,Quebec Nordiques,0,0,
8663,Waldom,Boston Bruins,0,0,
8664,Waldom,New Jersey Devils,0,0,
8665,Waldom,Ottawa Senators,0,0,
8666,Waldom,Colorado Avalanche,0,0,
8667,Waldom,Phoenix Coyotes,0,0,
8668,Waldom,Carolina Hurricanes,0,0,
8669,Waldom,Nashville Predators,0,0,
8670,Waldom,Atlanta Thrashers,0,0,
8671,Waldom,Minnesota Wild,0,0,
8672,Waldom,Columbus Blue Jackets,0,0,
8673,Waldom,Winnipeg Jets,0,0,
8674,Waldom,Arizona Coyotes,0,0,
8675,Waldom,Vegas Golden Knights,0,0,
8676,Greg Kimmerly,Buffalo Sabres,38,28,0.5757575757575758
8677,Greg Kimmerly,New York Rangers,31,27,0.5344827586206896
8678,Greg Kimmerly,Pittsburgh Penguins,35,31,0.5303030303030303
8679,Greg Kimmerly,Tampa Bay Lightning,31,39,0.44285714285714284
8680,Greg Kimmerly,Chicago Blackhawks,30,34,0.46875
8681,Greg Kimmerly,Detroit Red Wings,38,28,0.5757575757575758
8682,Greg Kimmerly,Calgary Flames,31,42,0.4246575342465753
8683,Greg Kimmerly,Winnipeg Jets (1979),0,0,
8684,Greg Kimmerly,Anaheim Ducks,25,34,0.423728813559322
8685,Greg Kimmerly,Edmonton Oilers,30,37,0.44776119402985076
8686,Greg Kimmerly,Dallas Stars,33,23,0.5892857142857143
8687,Greg Kimmerly,Vancouver Canucks,27,16,0.627906976744186
8688,Greg Kimmerly,San Jose Sharks,41,18,0.6949152542372882
8689,Greg Kimmerly,St. Louis Blues,23,31,0.42592592592592593
8690,Greg Kimmerly,Los Angeles Kings,18,34,0.34615384615384615
8691,Greg Kimmerly,Toronto Maple Leafs,35,37,0.4861111111111111
8692,Greg Kimmerly,Hartford Whalers,0,0,
8693,Greg Kimmerly,Washington Capitals,35,38,0.4794520547945205
8694,Greg Kimmerly,Florida Panthers,19,42,0.3114754098360656
8695,Greg Kimmerly,New York Islanders,34,43,0.44155844155844154
8696,Greg Kimmerly,Montréal Canadiens,32,37,0.463768115942029
8697,Greg Kimmerly,Philadelphia Flyers,27,27,0.5
8698,Greg Kimmerly,Quebec Nordiques,0,0,
8699,Greg Kimmerly,Boston Bruins,28,30,0.4827586206896552
8700,Greg Kimmerly,New Jersey Devils,43,31,0.581081081081081
8701,Greg Kimmerly,Ottawa Senators,54,38,0.5869565217391305
8702,Greg Kimmerly,Colorado Avalanche,34,27,0.5573770491803278
8703,Greg Kimmerly,Phoenix Coyotes,25,24,0.5102040816326531
8704,Greg Kimmerly,Carolina Hurricanes,27,33,0.45
8705,Greg Kimmerly,Nashville Predators,40,22,0.6451612903225806
8706,Greg Kimmerly,Atlanta Thrashers,29,35,0.453125
8707,Greg Kimmerly,Minnesota Wild,33,26,0.559322033898305
8708,Greg Kimmerly,Columbus Blue Jackets,33,41,0.44594594594594594
8709,Greg Kimmerly,Winnipeg Jets,8,12,0.4
8710,Greg Kimmerly,Arizona Coyotes,2,4,0.3333333333333333
8711,Greg Kimmerly,Vegas Golden Knights,0,0,
8712,Mcmgeough,Buffalo Sabres,0,0,
8713,Mcmgeough,New York Rangers,0,0,
8714,Mcmgeough,Pittsburgh Penguins,0,0,
8715,Mcmgeough,Tampa Bay Lightning,0,0,
8716,Mcmgeough,Chicago Blackhawks,0,1,0.0
8717,Mcmgeough,Detroit Red Wings,0,0,
8718,Mcmgeough,Calgary Flames,0,0,
8719,Mcmgeough,Winnipeg Jets (1979),0,0,
8720,Mcmgeough,Anaheim Ducks,0,0,
8721,Mcmgeough,Edmonton Oilers,0,0,
8722,Mcmgeough,Dallas Stars,0,0,
8723,Mcmgeough,Vancouver Canucks,0,0,
8724,Mcmgeough,San Jose Sharks,0,0,
8725,Mcmgeough,St. Louis Blues,0,0,
8726,Mcmgeough,Los Angeles Kings,0,0,
8727,Mcmgeough,Toronto Maple Leafs,0,0,
8728,Mcmgeough,Hartford Whalers,0,0,
8729,Mcmgeough,Washington Capitals,0,0,
8730,Mcmgeough,Florida Panthers,0,0,
8731,Mcmgeough,New York Islanders,0,0,
8732,Mcmgeough,Montréal Canadiens,1,0,1.0
8733,Mcmgeough,Philadelphia Flyers,0,0,
8734,Mcmgeough,Quebec Nordiques,0,0,
8735,Mcmgeough,Boston Bruins,0,0,
8736,Mcmgeough,New Jersey Devils,0,0,
8737,Mcmgeough,Ottawa Senators,0,0,
8738,Mcmgeough,Colorado Avalanche,0,0,
8739,Mcmgeough,Phoenix Coyotes,0,0,
8740,Mcmgeough,Carolina Hurricanes,0,0,
8741,Mcmgeough,Nashville Predators,0,0,
8742,Mcmgeough,Atlanta Thrashers,0,0,
8743,Mcmgeough,Minnesota Wild,0,0,
8744,Mcmgeough,Columbus Blue Jackets,0,0,
8745,Mcmgeough,Winnipeg Jets,0,0,
8746,Mcmgeough,Arizona Coyotes,0,0,
8747,Mcmgeough,Vegas Golden Knights,0,0,
8748,Pierre Campoux,Buffalo Sabres,1,0,1.0
8749,Pierre Campoux,New York Rangers,0,0,
8750,Pierre Campoux,Pittsburgh Penguins,0,0,
8751,Pierre Campoux,Tampa Bay Lightning,0,0,
8752,Pierre Campoux,Chicago Blackhawks,0,0,
8753,Pierre Campoux,Detroit Red Wings,0,0,
8754,Pierre Campoux,Calgary Flames,0,0,
8755,Pierre Campoux,Winnipeg Jets (1979),0,0,
8756,Pierre Campoux,Anaheim Ducks,0,0,
8757,Pierre Campoux,Edmonton Oilers,0,0,
8758,Pierre Campoux,Dallas Stars,0,0,
8759,Pierre Campoux,Vancouver Canucks,0,0,
8760,Pierre Campoux,San Jose Sharks,0,0,
8761,Pierre Campoux,St. Louis Blues,0,0,
8762,Pierre Campoux,Los Angeles Kings,0,0,
8763,Pierre Campoux,Toronto Maple Leafs,0,0,
8764,Pierre Campoux,Hartford Whalers,0,0,
8765,Pierre Campoux,Washington Capitals,0,0,
8766,Pierre Campoux,Florida Panthers,0,0,
8767,Pierre Campoux,New York Islanders,0,0,
8768,Pierre Campoux,Montréal Canadiens,0,1,0.0
8769,Pierre Campoux,Philadelphia Flyers,0,0,
8770,Pierre Campoux,Quebec Nordiques,0,0,
8771,Pierre Campoux,Boston Bruins,0,0,
8772,Pierre Campoux,New Jersey Devils,0,0,
8773,Pierre Campoux,Ottawa Senators,0,0,
8774,Pierre Campoux,Colorado Avalanche,0,0,
8775,Pierre Campoux,Phoenix Coyotes,0,0,
8776,Pierre Campoux,Carolina Hurricanes,0,0,
8777,Pierre Campoux,Nashville Predators,0,0,
8778,Pierre Campoux,Atlanta Thrashers,0,0,
8779,Pierre Campoux,Minnesota Wild,0,0,
8780,Pierre Campoux,Columbus Blue Jackets,0,0,
8781,Pierre Campoux,Winnipeg Jets,0,0,
8782,Pierre Campoux,Arizona Coyotes,0,0,
8783,Pierre Campoux,Vegas Golden Knights,0,0,
8784,Henderson,Buffalo Sabres,0,0,
8785,Henderson,New York Rangers,0,0,
8786,Henderson,Pittsburgh Penguins,0,0,
8787,Henderson,Tampa Bay Lightning,0,1,0.0
8788,Henderson,Chicago Blackhawks,0,0,
8789,Henderson,Detroit Red Wings,0,0,
8790,Henderson,Calgary Flames,0,0,
8791,Henderson,Winnipeg Jets (1979),0,0,
8792,Henderson,Anaheim Ducks,0,1,0.0
8793,Henderson,Edmonton Oilers,0,0,
8794,Henderson,Dallas Stars,0,0,
8795,Henderson,Vancouver Canucks,0,0,
8796,Henderson,San Jose Sharks,1,1,0.5
8797,Henderson,St. Louis Blues,0,0,
8798,Henderson,Los Angeles Kings,0,0,
8799,Henderson,Toronto Maple Leafs,1,0,1.0
8800,Henderson,Hartford Whalers,0,0,
8801,Henderson,Washington Capitals,0,0,
8802,Henderson,Florida Panthers,0,0,
8803,Henderson,New York Islanders,0,0,
8804,Henderson,Montréal Canadiens,0,0,
8805,Henderson,Philadelphia Flyers,0,0,
8806,Henderson,Quebec Nordiques,0,0,
8807,Henderson,Boston Bruins,0,0,
8808,Henderson,New Jersey Devils,0,0,
8809,Henderson,Ottawa Senators,0,0,
8810,Henderson,Colorado Avalanche,2,0,1.0
8811,Henderson,Phoenix Coyotes,0,0,
8812,Henderson,Carolina Hurricanes,0,1,0.0
8813,Henderson,Nashville Predators,0,0,
8814,Henderson,Atlanta Thrashers,0,0,
8815,Henderson,Minnesota Wild,0,0,
8816,Henderson,Columbus Blue Jackets,0,0,
8817,Henderson,Winnipeg Jets,0,0,
8818,Henderson,Arizona Coyotes,0,0,
8819,Henderson,Vegas Golden Knights,0,0,
8820,Dan Maroueilli,Buffalo Sabres,0,0,
8821,Dan Maroueilli,New York Rangers,0,0,
8822,Dan Maroueilli,Pittsburgh Penguins,0,0,
8823,Dan Maroueilli,Tampa Bay Lightning,0,0,
8824,Dan Maroueilli,Chicago Blackhawks,0,0,
8825,Dan Maroueilli,Detroit Red Wings,0,0,
8826,Dan Maroueilli,Calgary Flames,0,0,
8827,Dan Maroueilli,Winnipeg Jets (1979),0,0,
8828,Dan Maroueilli,Anaheim Ducks,0,0,
8829,Dan Maroueilli,Edmonton Oilers,1,0,1.0
8830,Dan Maroueilli,Dallas Stars,0,0,
8831,Dan Maroueilli,Vancouver Canucks,0,1,0.0
8832,Dan Maroueilli,San Jose Sharks,0,0,
8833,Dan Maroueilli,St. Louis Blues,0,0,
8834,Dan Maroueilli,Los Angeles Kings,0,0,
8835,Dan Maroueilli,Toronto Maple Leafs,0,0,
8836,Dan Maroueilli,Hartford Whalers,0,0,
8837,Dan Maroueilli,Washington Capitals,0,0,
8838,Dan Maroueilli,Florida Panthers,0,0,
8839,Dan Maroueilli,New York Islanders,0,0,
8840,Dan Maroueilli,Montréal Canadiens,0,0,
8841,Dan Maroueilli,Philadelphia Flyers,0,0,
8842,Dan Maroueilli,Quebec Nordiques,0,0,
8843,Dan Maroueilli,Boston Bruins,0,0,
8844,Dan Maroueilli,New Jersey Devils,0,0,
8845,Dan Maroueilli,Ottawa Senators,0,0,
8846,Dan Maroueilli,Colorado Avalanche,0,0,
8847,Dan Maroueilli,Phoenix Coyotes,0,0,
8848,Dan Maroueilli,Carolina Hurricanes,0,0,
8849,Dan Maroueilli,Nashville Predators,0,0,
8850,Dan Maroueilli,Atlanta Thrashers,0,0,
8851,Dan Maroueilli,Minnesota Wild,0,0,
8852,Dan Maroueilli,Columbus Blue Jackets,0,0,
8853,Dan Maroueilli,Winnipeg Jets,0,0,
8854,Dan Maroueilli,Arizona Coyotes,0,0,
8855,Dan Maroueilli,Vegas Golden Knights,0,0,
8856,Rod Shick,Buffalo Sabres,0,0,
8857,Rod Shick,New York Rangers,0,0,
8858,Rod Shick,Pittsburgh Penguins,0,0,
8859,Rod Shick,Tampa Bay Lightning,0,0,
8860,Rod Shick,Chicago Blackhawks,0,0,
8861,Rod Shick,Detroit Red Wings,0,0,
8862,Rod Shick,Calgary Flames,0,0,
8863,Rod Shick,Winnipeg Jets (1979),0,0,
8864,Rod Shick,Anaheim Ducks,0,0,
8865,Rod Shick,Edmonton Oilers,0,0,
8866,Rod Shick,Dallas Stars,0,0,
8867,Rod Shick,Vancouver Canucks,1,0,1.0
8868,Rod Shick,San Jose Sharks,0,1,0.0
8869,Rod Shick,St. Louis Blues,0,0,
8870,Rod Shick,Los Angeles Kings,0,0,
8871,Rod Shick,Toronto Maple Leafs,0,0,
8872,Rod Shick,Hartford Whalers,0,0,
8873,Rod Shick,Washington Capitals,0,0,
8874,Rod Shick,Florida Panthers,0,0,
8875,Rod Shick,New York Islanders,0,0,
8876,Rod Shick,Montréal Canadiens,0,0,
8877,Rod Shick,Philadelphia Flyers,0,0,
8878,Rod Shick,Quebec Nordiques,0,0,
8879,Rod Shick,Boston Bruins,0,0,
8880,Rod Shick,New Jersey Devils,0,0,
8881,Rod Shick,Ottawa Senators,0,0,
8882,Rod Shick,Colorado Avalanche,0,0,
8883,Rod Shick,Phoenix Coyotes,0,0,
8884,Rod Shick,Carolina Hurricanes,0,0,
8885,Rod Shick,Nashville Predators,0,0,
8886,Rod Shick,Atlanta Thrashers,0,0,
8887,Rod Shick,Minnesota Wild,0,0,
8888,Rod Shick,Columbus Blue Jackets,0,0,
8889,Rod Shick,Winnipeg Jets,0,0,
8890,Rod Shick,Arizona Coyotes,0,0,
8891,Rod Shick,Vegas Golden Knights,0,0,
8892,Dan Maroueli,Buffalo Sabres,0,0,
8893,Dan Maroueli,New York Rangers,0,0,
8894,Dan Maroueli,Pittsburgh Penguins,0,0,
8895,Dan Maroueli,Tampa Bay Lightning,1,0,1.0
8896,Dan Maroueli,Chicago Blackhawks,0,0,
8897,Dan Maroueli,Detroit Red Wings,0,0,
8898,Dan Maroueli,Calgary Flames,0,0,
8899,Dan Maroueli,Winnipeg Jets (1979),0,0,
8900,Dan Maroueli,Anaheim Ducks,0,0,
8901,Dan Maroueli,Edmonton Oilers,0,0,
8902,Dan Maroueli,Dallas Stars,0,0,
8903,Dan Maroueli,Vancouver Canucks,0,0,
8904,Dan Maroueli,San Jose Sharks,0,0,
8905,Dan Maroueli,St. Louis Blues,0,0,
8906,Dan Maroueli,Los Angeles Kings,0,0,
8907,Dan Maroueli,Toronto Maple Leafs,0,0,
8908,Dan Maroueli,Hartford Whalers,0,0,
8909,Dan Maroueli,Washington Capitals,0,0,
8910,Dan Maroueli,Florida Panthers,0,0,
8911,Dan Maroueli,New York Islanders,0,0,
8912,Dan Maroueli,Montréal Canadiens,0,0,
8913,Dan Maroueli,Philadelphia Flyers,0,0,
8914,Dan Maroueli,Quebec Nordiques,0,0,
8915,Dan Maroueli,Boston Bruins,0,0,
8916,Dan Maroueli,New Jersey Devils,0,0,
8917,Dan Maroueli,Ottawa Senators,0,0,
8918,Dan Maroueli,Colorado Avalanche,0,1,0.0
8919,Dan Maroueli,Phoenix Coyotes,0,0,
8920,Dan Maroueli,Carolina Hurricanes,0,0,
8921,Dan Maroueli,Nashville Predators,0,0,
8922,Dan Maroueli,Atlanta Thrashers,0,0,
8923,Dan Maroueli,Minnesota Wild,0,0,
8924,Dan Maroueli,Columbus Blue Jackets,0,0,
8925,Dan Maroueli,Winnipeg Jets,0,0,
8926,Dan Maroueli,Arizona Coyotes,0,0,
8927,Dan Maroueli,Vegas Golden Knights,0,0,
8928,Brain Murphy,Buffalo Sabres,0,0,
8929,Brain Murphy,New York Rangers,1,0,1.0
8930,Brain Murphy,Pittsburgh Penguins,0,0,
8931,Brain Murphy,Tampa Bay Lightning,0,0,
8932,Brain Murphy,Chicago Blackhawks,0,0,
8933,Brain Murphy,Detroit Red Wings,0,0,
8934,Brain Murphy,Calgary Flames,0,0,
8935,Brain Murphy,Winnipeg Jets (1979),0,0,
8936,Brain Murphy,Anaheim Ducks,0,0,
8937,Brain Murphy,Edmonton Oilers,0,0,
8938,Brain Murphy,Dallas Stars,0,0,
8939,Brain Murphy,Vancouver Canucks,0,0,
8940,Brain Murphy,San Jose Sharks,0,0,
8941,Brain Murphy,St. Louis Blues,0,0,
8942,Brain Murphy,Los Angeles Kings,0,0,
8943,Brain Murphy,Toronto Maple Leafs,0,0,
8944,Brain Murphy,Hartford Whalers,0,0,
8945,Brain Murphy,Washington Capitals,0,1,0.0
8946,Brain Murphy,Florida Panthers,0,0,
8947,Brain Murphy,New York Islanders,0,0,
8948,Brain Murphy,Montréal Canadiens,0,0,
8949,Brain Murphy,Philadelphia Flyers,0,0,
8950,Brain Murphy,Quebec Nordiques,0,0,
8951,Brain Murphy,Boston Bruins,0,0,
8952,Brain Murphy,New Jersey Devils,0,0,
8953,Brain Murphy,Ottawa Senators,0,0,
8954,Brain Murphy,Colorado Avalanche,0,0,
8955,Brain Murphy,Phoenix Coyotes,0,0,
8956,Brain Murphy,Carolina Hurricanes,0,0,
8957,Brain Murphy,Nashville Predators,0,0,
8958,Brain Murphy,Atlanta Thrashers,0,0,
8959,Brain Murphy,Minnesota Wild,0,0,
8960,Brain Murphy,Columbus Blue Jackets,0,0,
8961,Brain Murphy,Winnipeg Jets,0,0,
8962,Brain Murphy,Arizona Coyotes,0,0,
8963,Brain Murphy,Vegas Golden Knights,0,0,
8964,Guy Hebert,Buffalo Sabres,0,0,
8965,Guy Hebert,New York Rangers,0,0,
8966,Guy Hebert,Pittsburgh Penguins,0,0,
8967,Guy Hebert,Tampa Bay Lightning,0,0,
8968,Guy Hebert,Chicago Blackhawks,0,0,
8969,Guy Hebert,Detroit Red Wings,0,0,
8970,Guy Hebert,Calgary Flames,0,0,
8971,Guy Hebert,Winnipeg Jets (1979),0,0,
8972,Guy Hebert,Anaheim Ducks,1,0,1.0
8973,Guy Hebert,Edmonton Oilers,0,0,
8974,Guy Hebert,Dallas Stars,0,0,
8975,Guy Hebert,Vancouver Canucks,0,0,
8976,Guy Hebert,San Jose Sharks,0,0,
8977,Guy Hebert,St. Louis Blues,0,0,
8978,Guy Hebert,Los Angeles Kings,0,0,
8979,Guy Hebert,Toronto Maple Leafs,0,0,
8980,Guy Hebert,Hartford Whalers,0,0,
8981,Guy Hebert,Washington Capitals,0,0,
8982,Guy Hebert,Florida Panthers,0,0,
8983,Guy Hebert,New York Islanders,0,0,
8984,Guy Hebert,Montréal Canadiens,0,0,
8985,Guy Hebert,Philadelphia Flyers,0,0,
8986,Guy Hebert,Quebec Nordiques,0,0,
8987,Guy Hebert,Boston Bruins,0,0,
8988,Guy Hebert,New Jersey Devils,0,1,0.0
8989,Guy Hebert,Ottawa Senators,0,0,
8990,Guy Hebert,Colorado Avalanche,0,0,
8991,Guy Hebert,Phoenix Coyotes,0,0,
8992,Guy Hebert,Carolina Hurricanes,0,0,
8993,Guy Hebert,Nashville Predators,0,0,
8994,Guy Hebert,Atlanta Thrashers,0,0,
8995,Guy Hebert,Minnesota Wild,0,0,
8996,Guy Hebert,Columbus Blue Jackets,0,0,
8997,Guy Hebert,Winnipeg Jets,0,0,
8998,Guy Hebert,Arizona Coyotes,0,0,
8999,Guy Hebert,Vegas Golden Knights,0,0,
9000,Paul Kariya,Buffalo Sabres,0,0,
9001,Paul Kariya,New York Rangers,0,0,
9002,Paul Kariya,Pittsburgh Penguins,0,0,
9003,Paul Kariya,Tampa Bay Lightning,0,0,
9004,Paul Kariya,Chicago Blackhawks,0,0,
9005,Paul Kariya,Detroit Red Wings,0,0,
9006,Paul Kariya,Calgary Flames,0,0,
9007,Paul Kariya,Winnipeg Jets (1979),0,0,
9008,Paul Kariya,Anaheim Ducks,1,0,1.0
9009,Paul Kariya,Edmonton Oilers,0,0,
9010,Paul Kariya,Dallas Stars,0,0,
9011,Paul Kariya,Vancouver Canucks,0,0,
9012,Paul Kariya,San Jose Sharks,0,0,
9013,Paul Kariya,St. Louis Blues,0,0,
9014,Paul Kariya,Los Angeles Kings,0,0,
9015,Paul Kariya,Toronto Maple Leafs,0,0,
9016,Paul Kariya,Hartford Whalers,0,0,
9017,Paul Kariya,Washington Capitals,0,0,
9018,Paul Kariya,Florida Panthers,0,0,
9019,Paul Kariya,New York Islanders,0,0,
9020,Paul Kariya,Montréal Canadiens,0,0,
9021,Paul Kariya,Philadelphia Flyers,0,0,
9022,Paul Kariya,Quebec Nordiques,0,0,
9023,Paul Kariya,Boston Bruins,0,0,
9024,Paul Kariya,New Jersey Devils,0,1,0.0
9025,Paul Kariya,Ottawa Senators,0,0,
9026,Paul Kariya,Colorado Avalanche,0,0,
9027,Paul Kariya,Phoenix Coyotes,0,0,
9028,Paul Kariya,Carolina Hurricanes,0,0,
9029,Paul Kariya,Nashville Predators,0,0,
9030,Paul Kariya,Atlanta Thrashers,0,0,
9031,Paul Kariya,Minnesota Wild,0,0,
9032,Paul Kariya,Columbus Blue Jackets,0,0,
9033,Paul Kariya,Winnipeg Jets,0,0,
9034,Paul Kariya,Arizona Coyotes,0,0,
9035,Paul Kariya,Vegas Golden Knights,0,0,
9036,Don Koharsky,Buffalo Sabres,0,0,
9037,Don Koharsky,New York Rangers,0,0,
9038,Don Koharsky,Pittsburgh Penguins,0,0,
9039,Don Koharsky,Tampa Bay Lightning,0,0,
9040,Don Koharsky,Chicago Blackhawks,0,0,
9041,Don Koharsky,Detroit Red Wings,0,0,
9042,Don Koharsky,Calgary Flames,0,0,
9043,Don Koharsky,Winnipeg Jets (1979),0,0,
9044,Don Koharsky,Anaheim Ducks,0,0,
9045,Don Koharsky,Edmonton Oilers,0,0,
9046,Don Koharsky,Dallas Stars,0,0,
9047,Don Koharsky,Vancouver Canucks,0,0,
9048,Don Koharsky,San Jose Sharks,0,0,
9049,Don Koharsky,St. Louis Blues,1,0,1.0
9050,Don Koharsky,Los Angeles Kings,0,0,
9051,Don Koharsky,Toronto Maple Leafs,0,0,
9052,Don Koharsky,Hartford Whalers,0,0,
9053,Don Koharsky,Washington Capitals,0,0,
9054,Don Koharsky,Florida Panthers,0,0,
9055,Don Koharsky,New York Islanders,0,0,
9056,Don Koharsky,Montréal Canadiens,0,0,
9057,Don Koharsky,Philadelphia Flyers,0,0,
9058,Don Koharsky,Quebec Nordiques,0,0,
9059,Don Koharsky,Boston Bruins,0,0,
9060,Don Koharsky,New Jersey Devils,0,0,
9061,Don Koharsky,Ottawa Senators,0,1,0.0
9062,Don Koharsky,Colorado Avalanche,0,0,
9063,Don Koharsky,Phoenix Coyotes,0,0,
9064,Don Koharsky,Carolina Hurricanes,0,0,
9065,Don Koharsky,Nashville Predators,0,0,
9066,Don Koharsky,Atlanta Thrashers,0,0,
9067,Don Koharsky,Minnesota Wild,0,0,
9068,Don Koharsky,Columbus Blue Jackets,0,0,
9069,Don Koharsky,Winnipeg Jets,0,0,
9070,Don Koharsky,Arizona Coyotes,0,0,
9071,Don Koharsky,Vegas Golden Knights,0,0,
9072,Denis Larue,Buffalo Sabres,0,0,
9073,Denis Larue,New York Rangers,0,0,
9074,Denis Larue,Pittsburgh Penguins,0,0,
9075,Denis Larue,Tampa Bay Lightning,0,0,
9076,Denis Larue,Chicago Blackhawks,0,0,
9077,Denis Larue,Detroit Red Wings,0,0,
9078,Denis Larue,Calgary Flames,0,0,
9079,Denis Larue,Winnipeg Jets (1979),0,0,
9080,Denis Larue,Anaheim Ducks,0,0,
9081,Denis Larue,Edmonton Oilers,0,0,
9082,Denis Larue,Dallas Stars,0,0,
9083,Denis Larue,Vancouver Canucks,0,0,
9084,Denis Larue,San Jose Sharks,0,0,
9085,Denis Larue,St. Louis Blues,0,0,
9086,Denis Larue,Los Angeles Kings,1,0,1.0
9087,Denis Larue,Toronto Maple Leafs,0,0,
9088,Denis Larue,Hartford Whalers,0,2,0.0
9089,Denis Larue,Washington Capitals,0,0,
9090,Denis Larue,Florida Panthers,0,0,
9091,Denis Larue,New York Islanders,0,0,
9092,Denis Larue,Montréal Canadiens,0,0,
9093,Denis Larue,Philadelphia Flyers,0,0,
9094,Denis Larue,Quebec Nordiques,0,0,
9095,Denis Larue,Boston Bruins,0,0,
9096,Denis Larue,New Jersey Devils,1,0,1.0
9097,Denis Larue,Ottawa Senators,0,0,
9098,Denis Larue,Colorado Avalanche,0,0,
9099,Denis Larue,Phoenix Coyotes,0,0,
9100,Denis Larue,Carolina Hurricanes,0,0,
9101,Denis Larue,Nashville Predators,0,0,
9102,Denis Larue,Atlanta Thrashers,0,0,
9103,Denis Larue,Minnesota Wild,0,0,
9104,Denis Larue,Columbus Blue Jackets,0,0,
9105,Denis Larue,Winnipeg Jets,0,0,
9106,Denis Larue,Arizona Coyotes,0,0,
9107,Denis Larue,Vegas Golden Knights,0,0,
9108,Dan O'Halloraan,Buffalo Sabres,0,0,
9109,Dan O'Halloraan,New York Rangers,0,0,
9110,Dan O'Halloraan,Pittsburgh Penguins,0,0,
9111,Dan O'Halloraan,Tampa Bay Lightning,0,0,
9112,Dan O'Halloraan,Chicago Blackhawks,1,0,1.0
9113,Dan O'Halloraan,Detroit Red Wings,0,0,
9114,Dan O'Halloraan,Calgary Flames,0,0,
9115,Dan O'Halloraan,Winnipeg Jets (1979),0,0,
9116,Dan O'Halloraan,Anaheim Ducks,0,0,
9117,Dan O'Halloraan,Edmonton Oilers,0,0,
9118,Dan O'Halloraan,Dallas Stars,0,0,
9119,Dan O'Halloraan,Vancouver Canucks,0,0,
9120,Dan O'Halloraan,San Jose Sharks,0,0,
9121,Dan O'Halloraan,St. Louis Blues,0,0,
9122,Dan O'Halloraan,Los Angeles Kings,0,1,0.0
9123,Dan O'Halloraan,Toronto Maple Leafs,0,0,
9124,Dan O'Halloraan,Hartford Whalers,0,0,
9125,Dan O'Halloraan,Washington Capitals,0,0,
9126,Dan O'Halloraan,Florida Panthers,0,0,
9127,Dan O'Halloraan,New York Islanders,0,0,
9128,Dan O'Halloraan,Montréal Canadiens,0,0,
9129,Dan O'Halloraan,Philadelphia Flyers,0,0,
9130,Dan O'Halloraan,Quebec Nordiques,0,0,
9131,Dan O'Halloraan,Boston Bruins,0,0,
9132,Dan O'Halloraan,New Jersey Devils,0,0,
9133,Dan O'Halloraan,Ottawa Senators,0,0,
9134,Dan O'Halloraan,Colorado Avalanche,0,0,
9135,Dan O'Halloraan,Phoenix Coyotes,0,0,
9136,Dan O'Halloraan,Carolina Hurricanes,0,0,
9137,Dan O'Halloraan,Nashville Predators,0,0,
9138,Dan O'Halloraan,Atlanta Thrashers,0,0,
9139,Dan O'Halloraan,Minnesota Wild,0,0,
9140,Dan O'Halloraan,Columbus Blue Jackets,0,0,
9141,Dan O'Halloraan,Winnipeg Jets,0,0,
9142,Dan O'Halloraan,Arizona Coyotes,0,0,
9143,Dan O'Halloraan,Vegas Golden Knights,0,0,
9144,Bead Lazarowich,Buffalo Sabres,0,0,
9145,Bead Lazarowich,New York Rangers,0,0,
9146,Bead Lazarowich,Pittsburgh Penguins,0,0,
9147,Bead Lazarowich,Tampa Bay Lightning,0,0,
9148,Bead Lazarowich,Chicago Blackhawks,0,0,
9149,Bead Lazarowich,Detroit Red Wings,0,0,
9150,Bead Lazarowich,Calgary Flames,1,0,1.0
9151,Bead Lazarowich,Winnipeg Jets (1979),0,0,
9152,Bead Lazarowich,Anaheim Ducks,0,0,
9153,Bead Lazarowich,Edmonton Oilers,0,0,
9154,Bead Lazarowich,Dallas Stars,0,0,
9155,Bead Lazarowich,Vancouver Canucks,0,0,
9156,Bead Lazarowich,San Jose Sharks,0,0,
9157,Bead Lazarowich,St. Louis Blues,0,0,
9158,Bead Lazarowich,Los Angeles Kings,0,0,
9159,Bead Lazarowich,Toronto Maple Leafs,0,1,0.0
9160,Bead Lazarowich,Hartford Whalers,0,0,
9161,Bead Lazarowich,Washington Capitals,0,0,
9162,Bead Lazarowich,Florida Panthers,0,0,
9163,Bead Lazarowich,New York Islanders,0,0,
9164,Bead Lazarowich,Montréal Canadiens,0,0,
9165,Bead Lazarowich,Philadelphia Flyers,0,0,
9166,Bead Lazarowich,Quebec Nordiques,0,0,
9167,Bead Lazarowich,Boston Bruins,0,0,
9168,Bead Lazarowich,New Jersey Devils,0,0,
9169,Bead Lazarowich,Ottawa Senators,0,0,
9170,Bead Lazarowich,Colorado Avalanche,0,0,
9171,Bead Lazarowich,Phoenix Coyotes,0,0,
9172,Bead Lazarowich,Carolina Hurricanes,0,0,
9173,Bead Lazarowich,Nashville Predators,0,0,
9174,Bead Lazarowich,Atlanta Thrashers,0,0,
9175,Bead Lazarowich,Minnesota Wild,0,0,
9176,Bead Lazarowich,Columbus Blue Jackets,0,0,
9177,Bead Lazarowich,Winnipeg Jets,0,0,
9178,Bead Lazarowich,Arizona Coyotes,0,0,
9179,Bead Lazarowich,Vegas Golden Knights,0,0,
9180,Provost,Buffalo Sabres,0,0,
9181,Provost,New York Rangers,0,0,
9182,Provost,Pittsburgh Penguins,0,0,
9183,Provost,Tampa Bay Lightning,0,0,
