Year,Ref,Score,Team
2014,Tom Kowal,1,Buffalo Sabres
2014,Tom Kowal,3,Columbus Blue Jackets
2014,Jean Hebert,6,New Jersey Devils
2014,Jean Hebert,4,Philadelphia Flyers
2014,Steve Kozari,6,New Jersey Devils
2014,Steve Kozari,4,Philadelphia Flyers
2014,Gord Dwyer,4,Anaheim Ducks
2014,Gord Dwyer,6,Pittsburgh Penguins
2014,Marc Joannette,4,Anaheim Ducks
2014,Marc Joannette,6,Pittsburgh Penguins
2014,Chris Lee,1,Montréal Canadiens
2014,Chris Lee,1,Washington Capitals
2014,Rob Martell,1,Montréal Canadiens
2014,Rob Martell,1,Washington Capitals
2014,Brad Meier,1,Boston Bruins
2014,Brad Meier,2,Detroit Red Wings
2014,Dennis LaRue,1,Boston Bruins
2014,Dennis LaRue,2,Detroit Red Wings
2014,Brian Pochmara,2,Florida Panthers
2014,Brian Pochmara,3,Tampa Bay Lightning
2014,Kevin Pollock,2,Florida Panthers
2014,Kevin Pollock,3,Tampa Bay Lightning
2014,Chris Rooney,3,New York Rangers
2014,Chris Rooney,2,St. Louis Blues
2014,Kyle Rehman,3,New York Rangers
2014,Kyle Rehman,2,St. Louis Blues
2014,Furman Furman,3,Nashville Predators
2014,Furman Furman,2,Ottawa Senators
2014,Kelly Sutherland,3,Nashville Predators
2014,Kelly Sutherland,2,Ottawa Senators
2014,Francois St-Laurent,2,Chicago Blackhawks
2014,Francois St-Laurent,2,Dallas Stars
2014,Graham Skilliter,2,Chicago Blackhawks
2014,Graham Skilliter,2,Dallas Stars
2014,Frederick L'Ecuyer,0,Colorado Avalanche
2014,Frederick L'Ecuyer,5,Minnesota Wild
2014,Greg Kimmerly,0,Colorado Avalanche
2014,Greg Kimmerly,5,Minnesota Wild
2014,Ghislain Hebert,5,Calgary Flames
2014,Ghislain Hebert,2,Edmonton Oilers
2014,Tim Peel,5,Calgary Flames
2014,Tim Peel,2,Edmonton Oilers
2014,Dan O'Halloran,2,Arizona Coyotes
2014,Dan O'Halloran,6,Winnipeg Jets
2014,Dan O'Rourke,2,Arizona Coyotes
2014,Dan O'Rourke,6,Winnipeg Jets
2014,Ian Walsh,3,Carolina Hurricanes
2014,Ian Walsh,5,New York Islanders
2014,Justin St. Pierre ,3,Carolina Hurricanes
2014,Justin St. Pierre ,5,New York Islanders
2014,Dave Jackson,0,Boston Bruins
2014,Dave Jackson,4,Washington Capitals
2014,Gord Dwyer,0,Boston Bruins
2014,Gord Dwyer,4,Washington Capitals
2014,Kelly Sutherland,3,Anaheim Ducks
2014,Kelly Sutherland,2,Detroit Red Wings
2014,Tom Kowal,3,Anaheim Ducks
2014,Tom Kowal,2,Detroit Red Wings
2014,Chris Rooney,2,Ottawa Senators
2014,Chris Rooney,2,Tampa Bay Lightning
2014,Kyle Rehman,2,Ottawa Senators
2014,Kyle Rehman,2,Tampa Bay Lightning
2014,Brian Pochmara,1,Florida Panthers
2014,Brian Pochmara,5,New Jersey Devils
2014,Kevin Pollock,1,Florida Panthers
2014,Kevin Pollock,5,New Jersey Devils
2014,Jean Hebert,3,Carolina Hurricanes
2014,Jean Hebert,4,New York Islanders
2014,Steve Kozari,3,Carolina Hurricanes
2014,Steve Kozari,4,New York Islanders
2014,Chris Lee,3,Montréal Canadiens
2014,Chris Lee,3,Philadelphia Flyers
2014,Rob Martell,3,Montréal Canadiens
2014,Rob Martell,3,Philadelphia Flyers
2014,Frederick L'Ecuyer,5,Columbus Blue Jackets
2014,Frederick L'Ecuyer,2,New York Rangers
2014,Marc Joannette,5,Columbus Blue Jackets
2014,Marc Joannette,2,New York Rangers
2014,Brad Watson,1,Calgary Flames
2014,Brad Watson,4,St. Louis Blues
2014,Greg Kimmerly,1,Calgary Flames
2014,Greg Kimmerly,4,St. Louis Blues
2014,Brad Meier,1,Dallas Stars
2014,Brad Meier,4,Nashville Predators
2014,Justin St. Pierre ,1,Dallas Stars
2014,Justin St. Pierre ,4,Nashville Predators
2014,Ian Walsh,2,Buffalo Sabres
2014,Ian Walsh,6,Chicago Blackhawks
2014,Trevor Hanson,2,Buffalo Sabres
2014,Trevor Hanson,6,Chicago Blackhawks
2014,Graham Skilliter,0,Colorado Avalanche
2014,Graham Skilliter,3,Minnesota Wild
2014,Tim Peel,0,Colorado Avalanche
2014,Tim Peel,3,Minnesota Wild
2014,Francois St-Laurent,3,Arizona Coyotes
2014,Francois St-Laurent,2,Los Angeles Kings
2014,Wes McCauley,3,Arizona Coyotes
2014,Wes McCauley,2,Los Angeles Kings
2014,Ghislain Hebert,4,Edmonton Oilers
2014,Ghislain Hebert,4,Vancouver Canucks
2014,Mike Leggo,4,Edmonton Oilers
2014,Mike Leggo,4,Vancouver Canucks
2014,Dan O'Halloran,3,San Jose Sharks
2014,Dan O'Halloran,0,Winnipeg Jets
2014,Dan O'Rourke,3,San Jose Sharks
2014,Dan O'Rourke,0,Winnipeg Jets
2014,Chris Lee,3,New York Rangers
2014,Chris Lee,6,Toronto Maple Leafs
2014,Gord Dwyer,3,New York Rangers
2014,Gord Dwyer,6,Toronto Maple Leafs
2014,Francois St-Laurent,4,Los Angeles Kings
2014,Francois St-Laurent,1,Winnipeg Jets
2014,Wes McCauley,4,Los Angeles Kings
2014,Wes McCauley,1,Winnipeg Jets
2014,Rob Martell,1,Boston Bruins
2014,Rob Martell,2,Colorado Avalanche
2014,Steve Kozari,1,Boston Bruins
2014,Steve Kozari,2,Colorado Avalanche
2014,Dave Jackson,5,Anaheim Ducks
2014,Dave Jackson,1,Buffalo Sabres
2014,Jean Hebert,5,Anaheim Ducks
2014,Jean Hebert,1,Buffalo Sabres
2014,Chris Rooney,0,Florida Panthers
2014,Chris Rooney,1,Ottawa Senators
2014,Ian Walsh,0,Florida Panthers
2014,Ian Walsh,1,Ottawa Senators
2014,Dave Jackson,6,New York Islanders
2014,Dave Jackson,3,New York Rangers
2014,Greg Kimmerly,6,New York Islanders
2014,Greg Kimmerly,3,New York Rangers
2014,Gord Dwyer,3,Anaheim Ducks
2014,Gord Dwyer,3,Philadelphia Flyers
2014,Paul Devorski,3,Anaheim Ducks
2014,Paul Devorski,3,Philadelphia Flyers
2014,Francis Charron,5,San Jose Sharks
2014,Francis Charron,5,Washington Capitals
2014,Marc Joannette,5,San Jose Sharks
2014,Marc Joannette,5,Washington Capitals
2014,Jean Hebert,3,Buffalo Sabres
2014,Jean Hebert,3,Carolina Hurricanes
2014,Rob Martell,3,Buffalo Sabres
2014,Rob Martell,3,Carolina Hurricanes
2014,Chris Lee,2,Columbus Blue Jackets
2014,Chris Lee,4,Dallas Stars
2014,Darcy Burchell,2,Columbus Blue Jackets
2014,Darcy Burchell,4,Dallas Stars
2014,Justin St. Pierre ,2,Colorado Avalanche
2014,Justin St. Pierre ,3,Toronto Maple Leafs
2014,Kelly Sutherland,2,Colorado Avalanche
2014,Kelly Sutherland,3,Toronto Maple Leafs
2014,Chris Rooney,2,New Jersey Devils
2014,Chris Rooney,1,Tampa Bay Lightning
2014,Ian Walsh,2,New Jersey Devils
2014,Ian Walsh,1,Tampa Bay Lightning
2014,Frederick L'Ecuyer,2,Calgary Flames
2014,Frederick L'Ecuyer,2,Nashville Predators
2014,Wes McCauley,2,Calgary Flames
2014,Wes McCauley,2,Nashville Predators
2014,Brad Watson,1,Edmonton Oilers
2014,Brad Watson,6,Los Angeles Kings
2014,Mike Leggo,1,Edmonton Oilers
2014,Mike Leggo,6,Los Angeles Kings
2014,Kevin Pollock,2,Boston Bruins
2014,Kevin Pollock,2,Detroit Red Wings
2014,Thomas John Luxmore,2,Boston Bruins
2014,Thomas John Luxmore,2,Detroit Red Wings
2014,Dan O'Halloran,2,Calgary Flames
2014,Dan O'Halloran,1,Chicago Blackhawks
2014,Frederick L'Ecuyer,2,Calgary Flames
2014,Frederick L'Ecuyer,1,Chicago Blackhawks
2014,Eric Furlatt,7,Arizona Coyotes
2014,Eric Furlatt,4,Edmonton Oilers
2014,Tom Chmielewski,7,Arizona Coyotes
2014,Tom Chmielewski,4,Edmonton Oilers
2014,Paul Devorski,3,New York Islanders
2014,Paul Devorski,3,San Jose Sharks
2014,Rob Martell,3,New York Islanders
2014,Rob Martell,3,San Jose Sharks
2014,Ghislain Hebert,3,Dallas Stars
2014,Ghislain Hebert,2,Pittsburgh Penguins
2014,Greg Kimmerly,3,Dallas Stars
2014,Greg Kimmerly,2,Pittsburgh Penguins
2014,Darcy Burchell,2,New Jersey Devils
2014,Darcy Burchell,6,Washington Capitals
2014,Kelly Sutherland,2,New Jersey Devils
2014,Kelly Sutherland,6,Washington Capitals
2014,Graham Skilliter,4,Boston Bruins
2014,Graham Skilliter,6,Montréal Canadiens
2014,Tim Peel,4,Boston Bruins
2014,Tim Peel,6,Montréal Canadiens
2014,Dan O'Rourke,3,Colorado Avalanche
2014,Dan O'Rourke,5,Ottawa Senators
2014,Jon McIsaac,3,Colorado Avalanche
2014,Jon McIsaac,5,Ottawa Senators
2014,Eric Furlatt,0,Los Angeles Kings
2014,Eric Furlatt,0,St. Louis Blues
2014,Tom Chmielewski,0,Los Angeles Kings
2014,Tom Chmielewski,0,St. Louis Blues
2014,Dan O'Halloran,0,Buffalo Sabres
2014,Dan O'Halloran,1,Florida Panthers
2014,Ghislain Hebert,0,Buffalo Sabres
2014,Ghislain Hebert,1,Florida Panthers
2014,Furman Furman,1,Carolina Hurricanes
2014,Furman Furman,1,New York Rangers
2014,Mike Leggo,1,Carolina Hurricanes
2014,Mike Leggo,1,New York Rangers
2014,Brian Pochmara,2,Calgary Flames
2014,Brian Pochmara,3,Columbus Blue Jackets
2014,Francois St-Laurent,2,Calgary Flames
2014,Francois St-Laurent,3,Columbus Blue Jackets
2014,Graham Skilliter,4,Detroit Red Wings
2014,Graham Skilliter,1,Toronto Maple Leafs
2014,Tim Peel,4,Detroit Red Wings
2014,Tim Peel,1,Toronto Maple Leafs
2014,Brad Watson,2,Nashville Predators
2014,Brad Watson,0,Winnipeg Jets
2014,Chris Lee,2,Nashville Predators
2014,Chris Lee,0,Winnipeg Jets
2014,Kyle Rehman,0,Edmonton Oilers
2014,Kyle Rehman,2,Vancouver Canucks
2014,Steve Kozari,0,Edmonton Oilers
2014,Steve Kozari,2,Vancouver Canucks
2014,Dennis LaRue,2,Anaheim Ducks
2014,Dennis LaRue,1,Minnesota Wild
2014,Eric Furlatt,2,Anaheim Ducks
2014,Eric Furlatt,1,Minnesota Wild
2014,Dan O'Rourke,4,Boston Bruins
2014,Dan O'Rourke,0,Buffalo Sabres
2014,Greg Kimmerly,4,Boston Bruins
2014,Greg Kimmerly,0,Buffalo Sabres
2014,Francis Charron,2,Colorado Avalanche
2014,Francis Charron,3,Montréal Canadiens
2014,Kevin Pollock,2,Colorado Avalanche
2014,Kevin Pollock,3,Montréal Canadiens
2014,Graham Skilliter,2,Columbus Blue Jackets
2014,Graham Skilliter,3,Ottawa Senators
2014,Marc Joannette,2,Columbus Blue Jackets
2014,Marc Joannette,3,Ottawa Senators
2014,Chris Rooney,1,Detroit Red Wings
2014,Chris Rooney,0,Toronto Maple Leafs
2014,Frederick L'Ecuyer,1,Detroit Red Wings
2014,Frederick L'Ecuyer,0,Toronto Maple Leafs
2014,Justin St. Pierre ,2,New Jersey Devils
2014,Justin St. Pierre ,4,San Jose Sharks
2014,Kelly Sutherland,2,New Jersey Devils
2014,Kelly Sutherland,4,San Jose Sharks
2014,Brian Pochmara,1,New York Islanders
2014,Brian Pochmara,3,Pittsburgh Penguins
2014,Dan O'Halloran,1,New York Islanders
2014,Dan O'Halloran,3,Pittsburgh Penguins
2014,Francois St-Laurent,1,Florida Panthers
2014,Francois St-Laurent,1,Washington Capitals
2014,Mike Leggo,1,Florida Panthers
2014,Mike Leggo,1,Washington Capitals
2014,Gord Dwyer,5,Dallas Stars
2014,Gord Dwyer,6,Philadelphia Flyers
2014,Paul Devorski,5,Dallas Stars
2014,Paul Devorski,6,Philadelphia Flyers
2014,Brad Watson,2,Chicago Blackhawks
2014,Brad Watson,1,Nashville Predators
2014,Jean Hebert,2,Chicago Blackhawks
2014,Jean Hebert,1,Nashville Predators
2014,Dennis LaRue,1,Arizona Coyotes
2014,Dennis LaRue,6,St. Louis Blues
2014,Tom Kowal,1,Arizona Coyotes
2014,Tom Kowal,6,St. Louis Blues
2014,Kyle Rehman,4,Tampa Bay Lightning
2014,Kyle Rehman,2,Vancouver Canucks
2014,Steve Kozari,4,Tampa Bay Lightning
2014,Steve Kozari,2,Vancouver Canucks
2014,Brad Meier,2,Los Angeles Kings
2014,Brad Meier,1,Minnesota Wild
2014,Eric Furlatt,2,Los Angeles Kings
2014,Eric Furlatt,1,Minnesota Wild
2014,Ghislain Hebert,4,New York Rangers
2014,Ghislain Hebert,0,San Jose Sharks
2014,Mike Leggo,4,New York Rangers
2014,Mike Leggo,0,San Jose Sharks
2014,Darcy Burchell,4,Calgary Flames
2014,Darcy Burchell,1,Winnipeg Jets
2014,Dave Jackson,4,Calgary Flames
2014,Dave Jackson,1,Winnipeg Jets
2014,Ian Walsh,3,Anaheim Ducks
2014,Ian Walsh,0,St. Louis Blues
2014,Tom Kowal,3,Anaheim Ducks
2014,Tom Kowal,0,St. Louis Blues
2014,Dave Jackson,3,Edmonton Oilers
2014,Dave Jackson,2,Tampa Bay Lightning
2014,Steve Kozari,3,Edmonton Oilers
2014,Steve Kozari,2,Tampa Bay Lightning
2014,Chris Rooney,5,Boston Bruins
2014,Chris Rooney,3,San Jose Sharks
2014,Paul Devorski,5,Boston Bruins
2014,Paul Devorski,3,San Jose Sharks
2014,Brian Pochmara,3,New Jersey Devils
2014,Brian Pochmara,4,New York Rangers
2014,Francois St-Laurent,3,New Jersey Devils
2014,Francois St-Laurent,4,New York Rangers
2014,Jon McIsaac,2,New York Islanders
2014,Jon McIsaac,5,Toronto Maple Leafs
2014,Wes McCauley,2,New York Islanders
2014,Wes McCauley,5,Toronto Maple Leafs
2014,Greg Kimmerly,1,Detroit Red Wings
2014,Greg Kimmerly,2,Montréal Canadiens
2014,Marc Joannette,1,Detroit Red Wings
2014,Marc Joannette,2,Montréal Canadiens
2014,Dan O'Rourke,3,Arizona Coyotes
2014,Dan O'Rourke,3,Nashville Predators
2014,Francis Charron,3,Arizona Coyotes
2014,Francis Charron,3,Nashville Predators
2014,Gord Dwyer,1,Carolina Hurricanes
2014,Gord Dwyer,3,Winnipeg Jets
2014,Kyle Rehman,1,Carolina Hurricanes
2014,Kyle Rehman,3,Winnipeg Jets
2014,Kelly Sutherland,4,Chicago Blackhawks
2014,Kelly Sutherland,0,Philadelphia Flyers
2014,Kevin Pollock,4,Chicago Blackhawks
2014,Kevin Pollock,0,Philadelphia Flyers
2014,Rob Martell,6,Dallas Stars
2014,Rob Martell,3,Vancouver Canucks
2014,Tim Peel,6,Dallas Stars
2014,Tim Peel,3,Vancouver Canucks
2014,Brad Meier,3,Colorado Avalanche
2014,Brad Meier,4,Florida Panthers
2014,Ian Walsh,3,Colorado Avalanche
2014,Ian Walsh,4,Florida Panthers
2014,Chris Lee,1,Calgary Flames
2014,Chris Lee,2,Tampa Bay Lightning
2014,Graham Skilliter,1,Calgary Flames
2014,Graham Skilliter,2,Tampa Bay Lightning
2014,Francois St-Laurent,3,Ottawa Senators
2014,Francois St-Laurent,5,Toronto Maple Leafs
2014,Jean Hebert,3,Ottawa Senators
2014,Jean Hebert,5,Toronto Maple Leafs
2014,Mark Lemelin,5,Philadelphia Flyers
2014,Mark Lemelin,3,Pittsburgh Penguins
2014,Wes McCauley,5,Philadelphia Flyers
2014,Wes McCauley,3,Pittsburgh Penguins
2014,Chris Lee,3,Edmonton Oilers
2014,Chris Lee,2,Washington Capitals
2014,Dave Jackson,3,Edmonton Oilers
2014,Dave Jackson,2,Washington Capitals
2014,Brad Meier,4,Anaheim Ducks
2014,Brad Meier,1,Buffalo Sabres
2014,Justin St. Pierre ,4,Anaheim Ducks
2014,Justin St. Pierre ,1,Buffalo Sabres
2014,Dan O'Halloran,2,Boston Bruins
2014,Dan O'Halloran,3,New York Islanders
2014,Francois St-Laurent,2,Boston Bruins
2014,Francois St-Laurent,3,New York Islanders
2014,Brian Pochmara,4,Detroit Red Wings
2014,Brian Pochmara,3,Pittsburgh Penguins
2014,Jean Hebert,4,Detroit Red Wings
2014,Jean Hebert,3,Pittsburgh Penguins
2014,Dan O'Rourke,1,St. Louis Blues
2014,Dan O'Rourke,4,Vancouver Canucks
2014,Rob Martell,1,St. Louis Blues
2014,Rob Martell,4,Vancouver Canucks
2014,Jon McIsaac,2,Chicago Blackhawks
2014,Jon McIsaac,3,Nashville Predators
2014,Marc Joannette,2,Chicago Blackhawks
2014,Marc Joannette,3,Nashville Predators
2014,Francis Charron,0,Arizona Coyotes
2014,Francis Charron,2,Minnesota Wild
2014,Kevin Pollock,0,Arizona Coyotes
2014,Kevin Pollock,2,Minnesota Wild
2014,Gord Dwyer,5,Calgary Flames
2014,Gord Dwyer,0,Carolina Hurricanes
2014,Kelly Sutherland,5,Calgary Flames
2014,Kelly Sutherland,0,Carolina Hurricanes
2014,Dennis LaRue,0,Buffalo Sabres
2014,Dennis LaRue,2,Los Angeles Kings
2014,Justin St. Pierre ,0,Buffalo Sabres
2014,Justin St. Pierre ,2,Los Angeles Kings
2014,Brad Watson,5,Columbus Blue Jackets
2014,Brad Watson,4,San Jose Sharks
2014,Ian Walsh,5,Columbus Blue Jackets
2014,Ian Walsh,4,San Jose Sharks
2014,Frederick L'Ecuyer,2,Dallas Stars
2014,Frederick L'Ecuyer,2,New Jersey Devils
2014,Wes McCauley,2,Dallas Stars
2014,Wes McCauley,2,New Jersey Devils
2014,Dave Jackson,4,Tampa Bay Lightning
2014,Dave Jackson,2,Winnipeg Jets
2014,Paul Devorski,4,Tampa Bay Lightning
2014,Paul Devorski,2,Winnipeg Jets
2014,Kevin Pollock,7,Colorado Avalanche
2014,Kevin Pollock,3,Vancouver Canucks
2014,Tom Chmielewski,7,Colorado Avalanche
2014,Tom Chmielewski,3,Vancouver Canucks
2014,Brad Meier,3,Carolina Hurricanes
2014,Brad Meier,6,Edmonton Oilers
2014,Tom Kowal,3,Carolina Hurricanes
2014,Tom Kowal,6,Edmonton Oilers
2014,Brad Watson,4,Anaheim Ducks
2014,Brad Watson,1,Columbus Blue Jackets
2014,Kyle Rehman,4,Anaheim Ducks
2014,Kyle Rehman,1,Columbus Blue Jackets
2014,Dennis LaRue,2,Buffalo Sabres
2014,Dennis LaRue,1,San Jose Sharks
2014,Tim Peel,2,Buffalo Sabres
2014,Tim Peel,1,San Jose Sharks
2014,Brian Pochmara,4,Boston Bruins
2014,Brian Pochmara,1,Toronto Maple Leafs
2014,Chris Rooney,4,Boston Bruins
2014,Chris Rooney,1,Toronto Maple Leafs
2014,Dan O'Halloran,3,Montréal Canadiens
2014,Dan O'Halloran,1,New York Rangers
2014,Ghislain Hebert,3,Montréal Canadiens
2014,Ghislain Hebert,1,New York Rangers
2014,Gord Dwyer,3,New Jersey Devils
2014,Gord Dwyer,2,Ottawa Senators
2014,Wes McCauley,3,New Jersey Devils
2014,Wes McCauley,2,Ottawa Senators
2014,Frederick L'Ecuyer,5,Dallas Stars
2014,Frederick L'Ecuyer,7,New York Islanders
2014,Greg Kimmerly,5,Dallas Stars
2014,Greg Kimmerly,7,New York Islanders
2014,Dan O'Rourke,2,Detroit Red Wings
2014,Dan O'Rourke,4,Philadelphia Flyers
2014,Francis Charron,2,Detroit Red Wings
2014,Francis Charron,4,Philadelphia Flyers
2014,Jean Hebert,2,Chicago Blackhawks
2014,Jean Hebert,3,St. Louis Blues
2014,Marc Joannette,2,Chicago Blackhawks
2014,Marc Joannette,3,St. Louis Blues
2014,Francois St-Laurent,0,Nashville Predators
2014,Francois St-Laurent,3,Pittsburgh Penguins
2014,Rob Martell,0,Nashville Predators
2014,Rob Martell,3,Pittsburgh Penguins
2014,Chris Lee,7,Minnesota Wild
2014,Chris Lee,2,Tampa Bay Lightning
2014,Tom Chmielewski,7,Minnesota Wild
2014,Tom Chmielewski,2,Tampa Bay Lightning
2014,Justin St. Pierre ,2,Arizona Coyotes
2014,Justin St. Pierre ,1,Florida Panthers
2014,Mike Leggo,2,Arizona Coyotes
2014,Mike Leggo,1,Florida Panthers
2014,Kelly Sutherland,1,Calgary Flames
2014,Kelly Sutherland,3,Washington Capitals
2014,Paul Devorski,1,Calgary Flames
2014,Paul Devorski,3,Washington Capitals
2014,Graham Skilliter,1,Colorado Avalanche
2014,Graham Skilliter,2,Winnipeg Jets
2014,Tom Kowal,1,Colorado Avalanche
2014,Tom Kowal,2,Winnipeg Jets
2014,Dennis LaRue,2,Columbus Blue Jackets
2014,Dennis LaRue,5,Los Angeles Kings
2014,Kevin Pollock,2,Columbus Blue Jackets
2014,Kevin Pollock,5,Los Angeles Kings
2014,Eric Furlatt,2,Chicago Blackhawks
2014,Eric Furlatt,1,Ottawa Senators
2014,Steve Kozari,2,Chicago Blackhawks
2014,Steve Kozari,1,Ottawa Senators
2014,Tim Peel,1,Anaheim Ducks
2014,Tim Peel,4,San Jose Sharks
2014,Trevor Hanson,1,Anaheim Ducks
2014,Trevor Hanson,4,San Jose Sharks
2014,Brad Watson,4,Vancouver Canucks
2014,Brad Watson,2,Washington Capitals
2014,Ian Walsh,4,Vancouver Canucks
2014,Ian Walsh,2,Washington Capitals
2014,Frederick L'Ecuyer,4,Minnesota Wild
2014,Frederick L'Ecuyer,5,New York Rangers
2014,Gord Dwyer,4,Minnesota Wild
2014,Gord Dwyer,5,New York Rangers
2014,Brad Watson,3,Edmonton Oilers
2014,Brad Watson,0,Montréal Canadiens
2014,Graham Skilliter,3,Edmonton Oilers
2014,Graham Skilliter,0,Montréal Canadiens
2014,Furman Furman,3,Boston Bruins
2014,Furman Furman,4,Minnesota Wild
2014,Wes McCauley,3,Boston Bruins
2014,Wes McCauley,4,Minnesota Wild
2014,Kelly Sutherland,3,New York Islanders
2014,Kelly Sutherland,4,Winnipeg Jets
2014,Steve Kozari,3,New York Islanders
2014,Steve Kozari,4,Winnipeg Jets
2014,Dan O'Halloran,2,Los Angeles Kings
2014,Dan O'Halloran,3,Philadelphia Flyers
2014,Thomas John Luxmore,2,Los Angeles Kings
2014,Thomas John Luxmore,3,Philadelphia Flyers
2014,Dan O'Rourke,3,New Jersey Devils
2014,Dan O'Rourke,8,Pittsburgh Penguins
2014,Mike Leggo,3,New Jersey Devils
2014,Mike Leggo,8,Pittsburgh Penguins
2014,Justin St. Pierre ,2,Columbus Blue Jackets
2014,Justin St. Pierre ,5,Ottawa Senators
2014,Paul Devorski,2,Columbus Blue Jackets
2014,Paul Devorski,5,Ottawa Senators
2014,Gord Dwyer,0,Buffalo Sabres
2014,Gord Dwyer,4,Toronto Maple Leafs
2014,Marc Joannette,0,Buffalo Sabres
2014,Marc Joannette,4,Toronto Maple Leafs
2014,Jean Hebert,3,Arizona Coyotes
2014,Jean Hebert,7,Tampa Bay Lightning
2014,Rob Martell,3,Arizona Coyotes
2014,Rob Martell,7,Tampa Bay Lightning
2014,Chris Lee,1,Anaheim Ducks
2014,Chris Lee,0,Chicago Blackhawks
2014,Greg Kimmerly,1,Anaheim Ducks
2014,Greg Kimmerly,0,Chicago Blackhawks
2014,Francois St-Laurent,3,Dallas Stars
2014,Francois St-Laurent,4,St. Louis Blues
2014,Trevor Hanson,3,Dallas Stars
2014,Trevor Hanson,4,St. Louis Blues
2014,Dave Jackson,2,Colorado Avalanche
2014,Dave Jackson,2,San Jose Sharks
2014,Kyle Rehman,2,Colorado Avalanche
2014,Kyle Rehman,2,San Jose Sharks
2014,Brad Meier,1,Calgary Flames
2014,Brad Meier,1,Montréal Canadiens
2014,Tom Kowal,1,Calgary Flames
2014,Tom Kowal,1,Montréal Canadiens
2014,Brian Pochmara,1,Carolina Hurricanes
2014,Brian Pochmara,4,Vancouver Canucks
2014,Dennis LaRue,1,Carolina Hurricanes
2014,Dennis LaRue,4,Vancouver Canucks
2014,Ghislain Hebert,4,Detroit Red Wings
2014,Ghislain Hebert,2,Washington Capitals
2014,Mike Leggo,4,Detroit Red Wings
2014,Mike Leggo,2,Washington Capitals
2014,Brian Pochmara,1,Edmonton Oilers
2014,Brian Pochmara,4,Nashville Predators
2014,Ian Walsh,1,Edmonton Oilers
2014,Ian Walsh,4,Nashville Predators
2014,Frederick L'Ecuyer,3,Boston Bruins
2014,Frederick L'Ecuyer,2,Buffalo Sabres
2014,Kevin Pollock,3,Boston Bruins
2014,Kevin Pollock,2,Buffalo Sabres
2014,Francis Charron,1,New Jersey Devils
2014,Francis Charron,1,Winnipeg Jets
2014,Marc Joannette,1,New Jersey Devils
2014,Marc Joannette,1,Winnipeg Jets
2014,Greg Kimmerly,0,Los Angeles Kings
2014,Greg Kimmerly,3,Pittsburgh Penguins
2014,Steve Kozari,0,Los Angeles Kings
2014,Steve Kozari,3,Pittsburgh Penguins
2014,Dan O'Rourke,4,Chicago Blackhawks
2014,Dan O'Rourke,4,Ottawa Senators
2014,Graham Skilliter,4,Chicago Blackhawks
2014,Graham Skilliter,4,Ottawa Senators
2014,Dan O'Halloran,3,Philadelphia Flyers
2014,Dan O'Halloran,4,Tampa Bay Lightning
2014,Tim Peel,3,Philadelphia Flyers
2014,Tim Peel,4,Tampa Bay Lightning
2014,Mark Lemelin,1,Arizona Coyotes
2014,Mark Lemelin,2,Florida Panthers
2014,Wes McCauley,1,Arizona Coyotes
2014,Wes McCauley,2,Florida Panthers
2014,Justin St. Pierre ,0,Anaheim Ducks
2014,Justin St. Pierre ,2,St. Louis Blues
2014,Paul Devorski,0,Anaheim Ducks
2014,Paul Devorski,2,St. Louis Blues
2014,Brad Meier,3,Minnesota Wild
2014,Brad Meier,3,San Jose Sharks
2014,Kyle Rehman,3,Minnesota Wild
2014,Kyle Rehman,3,San Jose Sharks
2014,Rob Martell,5,Colorado Avalanche
2014,Rob Martell,0,New York Islanders
2014,Tom Kowal,5,Colorado Avalanche
2014,Tom Kowal,0,New York Islanders
2014,Brian Pochmara,2,Montréal Canadiens
2014,Brian Pochmara,3,Vancouver Canucks
2014,Ian Walsh,2,Montréal Canadiens
2014,Ian Walsh,3,Vancouver Canucks
2014,Chris Lee,1,Columbus Blue Jackets
2014,Chris Lee,4,Toronto Maple Leafs
2014,Ghislain Hebert,1,Columbus Blue Jackets
2014,Ghislain Hebert,4,Toronto Maple Leafs
2014,Kyle Rehman,5,Detroit Red Wings
2014,Kyle Rehman,2,Los Angeles Kings
2014,Paul Devorski,5,Detroit Red Wings
2014,Paul Devorski,2,Los Angeles Kings
2014,Kelly Sutherland,2,Anaheim Ducks
2014,Kelly Sutherland,1,Dallas Stars
2014,Mike Leggo,2,Anaheim Ducks
2014,Mike Leggo,1,Dallas Stars
2014,Dennis LaRue,4,Calgary Flames
2014,Dennis LaRue,3,Nashville Predators
2014,Ian Walsh,4,Calgary Flames
2014,Ian Walsh,3,Nashville Predators
