Year,Ref,Score,Team
2002,Blaine Angus,0,New York Islanders
2002,Mike Hasenfratz,2,Nashville Predators
2002,Mike Hasenfratz,0,New York Islanders
2002,Brad Meier,1,Colorado Avalanche
2002,Brad Meier,2,Vancouver Canucks
2002,Kerry Fraser,1,Colorado Avalanche
2002,Kerry Fraser,2,Vancouver Canucks
2002,Dean Warren,2,Calgary Flames
2002,Dean Warren,4,Los Angeles Kings
2002,Shane Heyer,2,Calgary Flames
2002,Shane Heyer,4,Los Angeles Kings
2002,Dave Jackson,1,New York Rangers
2002,Dave Jackson,0,Pittsburgh Penguins
2002,Paul Stewart,1,New York Rangers
2002,Paul Stewart,0,Pittsburgh Penguins
2002,Paul Devorski,3,Carolina Hurricanes
2002,Paul Devorski,1,Washington Capitals
2002,Terry Gregson,3,Carolina Hurricanes
2002,Terry Gregson,1,Washington Capitals
2002,Dan O'Halloran,2,Atlanta Thrashers
2002,Dan O'Halloran,2,Tampa Bay Lightning
2002,Dean Morton,2,Atlanta Thrashers
2002,Dean Morton,2,Tampa Bay Lightning
2002,Bill McCreary,6,Boston Bruins
2002,Bill McCreary,5,Florida Panthers
2002,Chris Rooney,6,Boston Bruins
2002,Chris Rooney,5,Florida Panthers
2002,Kevin Pollock,2,Minnesota Wild
2002,Kevin Pollock,3,Phoenix Coyotes
2002,Mark Faucette,2,Minnesota Wild
2002,Mark Faucette,3,Phoenix Coyotes
2002,Brad Watson,2,Chicago Blackhawks
2002,Brad Watson,4,San Jose Sharks
2002,Dennis LaRue,2,Chicago Blackhawks
2002,Dennis LaRue,4,San Jose Sharks
2002,Stephane Auger,4,Anaheim Ducks
2002,Stephane Auger,2,Dallas Stars
2002,Tim Peel,4,Anaheim Ducks
2002,Tim Peel,2,Dallas Stars
2002,Marc Joannette,2,Edmonton Oilers
2002,Marc Joannette,3,Montréal Canadiens
2002,Stephen Walkom,2,Edmonton Oilers
2002,Stephen Walkom,3,Montréal Canadiens
2002,Brad Meier,2,Los Angeles Kings
2002,Brad Meier,3,New York Islanders
2002,Mike Leggo,2,Los Angeles Kings
2002,Mike Leggo,3,New York Islanders
2002,Craig Spada,5,Buffalo Sabres
2002,Craig Spada,4,New York Rangers
2002,Eric Furlatt,5,Buffalo Sabres
2002,Eric Furlatt,4,New York Rangers
2002,Kelly Sutherland,1,Ottawa Senators
2002,Kelly Sutherland,2,Toronto Maple Leafs
2002,Michael McGeough,1,Ottawa Senators
2002,Michael McGeough,2,Toronto Maple Leafs
2002,Dave Jackson,2,Carolina Hurricanes
2002,Dave Jackson,2,Philadelphia Flyers
2002,Don Van Massenhoven,2,Carolina Hurricanes
2002,Don Van Massenhoven,2,Philadelphia Flyers
2002,Dean Morton,2,Atlanta Thrashers
2002,Dean Morton,6,Detroit Red Wings
2002,Mark Faucette,2,Atlanta Thrashers
2002,Mark Faucette,6,Detroit Red Wings
2002,Scott Zelkin,7,Chicago Blackhawks
2002,Scott Zelkin,1,Columbus Blue Jackets
2002,Terry Gregson,7,Chicago Blackhawks
2002,Terry Gregson,1,Columbus Blue Jackets
2002,Greg Kimmerly,1,New Jersey Devils
2002,Greg Kimmerly,4,Pittsburgh Penguins
2002,Paul Stewart,1,New Jersey Devils
2002,Paul Stewart,4,Pittsburgh Penguins
2002,Bill McCreary,2,Boston Bruins
2002,Bill McCreary,5,Tampa Bay Lightning
2002,Chris Rooney,2,Boston Bruins
2002,Chris Rooney,5,Tampa Bay Lightning
2002,Don Koharski,1,Florida Panthers
2002,Don Koharski,2,Washington Capitals
2002,Mike Hasenfratz,1,Florida Panthers
2002,Mike Hasenfratz,2,Washington Capitals
2002,Blaine Angus,5,Phoenix Coyotes
2002,Blaine Angus,3,St. Louis Blues
2002,Tim Peel,5,Phoenix Coyotes
2002,Tim Peel,3,St. Louis Blues
2002,Brad Watson,1,Anaheim Ducks
2002,Brad Watson,2,Nashville Predators
2002,Dan O'Halloran,1,Anaheim Ducks
2002,Dan O'Halloran,2,Nashville Predators
2002,Dan Marouelli,3,Colorado Avalanche
2002,Dan Marouelli,2,Minnesota Wild
2002,Dennis LaRue,3,Colorado Avalanche
2002,Dennis LaRue,2,Minnesota Wild
2002,Dean Warren,2,Calgary Flames
2002,Dean Warren,2,Vancouver Canucks
2002,Kerry Fraser,2,Calgary Flames
2002,Kerry Fraser,2,Vancouver Canucks
2002,Rob Martell,3,Dallas Stars
2002,Rob Martell,1,San Jose Sharks
2002,Stephane Auger,3,Dallas Stars
2002,Stephane Auger,1,San Jose Sharks
2002,Brad Watson,4,Atlanta Thrashers
2002,Brad Watson,3,Buffalo Sabres
2002,Dan O'Rourke,4,Atlanta Thrashers
2002,Dan O'Rourke,3,Buffalo Sabres
2002,Blaine Angus,3,Calgary Flames
2002,Blaine Angus,5,St. Louis Blues
2002,Tim Peel,3,Calgary Flames
2002,Tim Peel,5,St. Louis Blues
2002,Michael McGeough,2,New York Rangers
2002,Michael McGeough,3,Ottawa Senators
2002,Stephen Walkom,2,New York Rangers
2002,Stephen Walkom,3,Ottawa Senators
2002,Bill McCreary,3,Tampa Bay Lightning
2002,Bill McCreary,1,Washington Capitals
2002,Chris Rooney,3,Tampa Bay Lightning
2002,Chris Rooney,1,Washington Capitals
2002,Dan O'Halloran,1,Boston Bruins
2002,Dan O'Halloran,5,Nashville Predators
2002,Mike Hasenfratz,1,Boston Bruins
2002,Mike Hasenfratz,5,Nashville Predators
2002,Brad Meier,4,Chicago Blackhawks
2002,Brad Meier,5,Colorado Avalanche
2002,Mark Faucette,4,Chicago Blackhawks
2002,Mark Faucette,5,Colorado Avalanche
2002,Kerry Fraser,3,Los Angeles Kings
2002,Kerry Fraser,2,San Jose Sharks
2002,Mike Leggo,3,Los Angeles Kings
2002,Mike Leggo,2,San Jose Sharks
2002,Eric Furlatt,2,Anaheim Ducks
2002,Eric Furlatt,2,New York Islanders
2002,Rob Shick,2,Anaheim Ducks
2002,Rob Shick,2,New York Islanders
2002,Brad Watson,2,New Jersey Devils
2002,Brad Watson,2,Philadelphia Flyers
2002,Don Koharski,2,New Jersey Devils
2002,Don Koharski,2,Philadelphia Flyers
2002,Greg Kimmerly,3,Carolina Hurricanes
2002,Greg Kimmerly,4,Toronto Maple Leafs
2002,Stephen Walkom,3,Carolina Hurricanes
2002,Stephen Walkom,4,Toronto Maple Leafs
2002,Michael McGeough,3,Florida Panthers
2002,Michael McGeough,0,Montréal Canadiens
2002,Shane Heyer,3,Florida Panthers
2002,Shane Heyer,0,Montréal Canadiens
2002,Craig Spada,3,Edmonton Oilers
2002,Craig Spada,4,Pittsburgh Penguins
2002,Paul Devorski,3,Edmonton Oilers
2002,Paul Devorski,4,Pittsburgh Penguins
2002,Don Van Massenhoven,3,Detroit Red Wings
2002,Don Van Massenhoven,4,Vancouver Canucks
2002,Kevin Pollock,3,Detroit Red Wings
2002,Kevin Pollock,4,Vancouver Canucks
2002,Eric Furlatt,2,Columbus Blue Jackets
2002,Eric Furlatt,5,Phoenix Coyotes
2002,Rob Martell,2,Columbus Blue Jackets
2002,Rob Martell,5,Phoenix Coyotes
2002,Blaine Angus,2,Buffalo Sabres
2002,Blaine Angus,1,Montréal Canadiens
2002,Greg Kimmerly,2,Buffalo Sabres
2002,Greg Kimmerly,1,Montréal Canadiens
2002,Don Koharski,1,Boston Bruins
2002,Don Koharski,1,Carolina Hurricanes
2002,Kevin Pollock,1,Boston Bruins
2002,Kevin Pollock,1,Carolina Hurricanes
2002,Dan O'Halloran,0,Atlanta Thrashers
2002,Dan O'Halloran,2,Tampa Bay Lightning
2002,Dean Warren,0,Atlanta Thrashers
2002,Dean Warren,2,Tampa Bay Lightning
2002,Dave Jackson,3,New Jersey Devils
2002,Dave Jackson,5,Ottawa Senators
2002,Shane Heyer,3,New Jersey Devils
2002,Shane Heyer,5,Ottawa Senators
2002,Dennis LaRue,2,Minnesota Wild
2002,Dennis LaRue,4,New York Rangers
2002,Terry Gregson,2,Minnesota Wild
2002,Terry Gregson,4,New York Rangers
2002,Rob Martell,1,Calgary Flames
2002,Rob Martell,1,Dallas Stars
2002,Rob Shick,1,Calgary Flames
2002,Rob Shick,1,Dallas Stars
2002,Mike Leggo,2,Anaheim Ducks
2002,Mike Leggo,0,Columbus Blue Jackets
2002,Tim Peel,2,Anaheim Ducks
2002,Tim Peel,0,Columbus Blue Jackets
2002,Eric Furlatt,3,New York Islanders
2002,Eric Furlatt,0,San Jose Sharks
2002,Kerry Fraser,3,New York Islanders
2002,Kerry Fraser,0,San Jose Sharks
2002,Don Van Massenhoven,4,Florida Panthers
2002,Don Van Massenhoven,3,Ottawa Senators
2002,Jay Sharrers,4,Florida Panthers
2002,Jay Sharrers,3,Ottawa Senators
2002,Chris Rooney,6,Toronto Maple Leafs
2002,Chris Rooney,2,Washington Capitals
2002,Don Koharski,6,Toronto Maple Leafs
2002,Don Koharski,2,Washington Capitals
2002,Greg Kimmerly,6,Detroit Red Wings
2002,Greg Kimmerly,2,Edmonton Oilers
2002,Terry Gregson,6,Detroit Red Wings
2002,Terry Gregson,2,Edmonton Oilers
2002,Brad Meier,0,Los Angeles Kings
2002,Brad Meier,5,Philadelphia Flyers
2002,Marc Joannette,0,Los Angeles Kings
2002,Marc Joannette,5,Philadelphia Flyers
2002,Chris Lee,5,Colorado Avalanche
2002,Chris Lee,2,Pittsburgh Penguins
2002,Michael McGeough,5,Colorado Avalanche
2002,Michael McGeough,2,Pittsburgh Penguins
2002,Paul Stewart,2,St. Louis Blues
2002,Paul Stewart,4,Vancouver Canucks
2002,Stephen Walkom,2,St. Louis Blues
2002,Stephen Walkom,4,Vancouver Canucks
2002,Kelly Sutherland,1,Calgary Flames
2002,Kelly Sutherland,4,Nashville Predators
2002,Scott Zelkin,1,Calgary Flames
2002,Scott Zelkin,4,Nashville Predators
2002,Brad Watson,1,Chicago Blackhawks
2002,Brad Watson,2,Phoenix Coyotes
2002,Dennis LaRue,1,Chicago Blackhawks
2002,Dennis LaRue,2,Phoenix Coyotes
2002,Dan Marouelli,1,Buffalo Sabres
2002,Dan Marouelli,4,Los Angeles Kings
2002,Jay Sharrers,1,Buffalo Sabres
2002,Jay Sharrers,4,Los Angeles Kings
2002,Dave Jackson,1,Colorado Avalanche
2002,Dave Jackson,4,New York Islanders
2002,Marc Joannette,1,Colorado Avalanche
2002,Marc Joannette,4,New York Islanders
2002,Don Van Massenhoven,2,Carolina Hurricanes
2002,Don Van Massenhoven,2,Tampa Bay Lightning
2002,Kevin Pollock,2,Carolina Hurricanes
2002,Kevin Pollock,2,Tampa Bay Lightning
2002,Bill McCreary,2,Boston Bruins
2002,Bill McCreary,3,New Jersey Devils
2002,Brad Meier,2,Boston Bruins
2002,Brad Meier,3,New Jersey Devils
2002,Dean Warren,2,Dallas Stars
2002,Dean Warren,2,Phoenix Coyotes
2002,Mark Faucette,2,Dallas Stars
2002,Mark Faucette,2,Phoenix Coyotes
2002,Rob Shick,2,Anaheim Ducks
2002,Rob Shick,6,New York Rangers
2002,Tim Peel,2,Anaheim Ducks
2002,Tim Peel,6,New York Rangers
2002,Eric Furlatt,0,Columbus Blue Jackets
2002,Eric Furlatt,6,San Jose Sharks
2002,Rob Martell,0,Columbus Blue Jackets
2002,Rob Martell,6,San Jose Sharks
2002,Kelly Sutherland,2,Pittsburgh Penguins
2002,Kelly Sutherland,1,St. Louis Blues
2002,Stephen Walkom,2,Pittsburgh Penguins
2002,Stephen Walkom,1,St. Louis Blues
2002,Blaine Angus,3,Montréal Canadiens
2002,Blaine Angus,5,Toronto Maple Leafs
2002,Paul Devorski,3,Montréal Canadiens
2002,Paul Devorski,5,Toronto Maple Leafs
2002,Dennis LaRue,0,Nashville Predators
2002,Dennis LaRue,4,Ottawa Senators
2002,Shane Heyer,0,Nashville Predators
2002,Shane Heyer,4,Ottawa Senators
2002,Bill McCreary,4,Florida Panthers
2002,Bill McCreary,2,Philadelphia Flyers
2002,Dave Jackson,4,Florida Panthers
2002,Dave Jackson,2,Philadelphia Flyers
2002,Ian Walsh,5,Detroit Red Wings
2002,Ian Walsh,1,Washington Capitals
2002,Michael McGeough,5,Detroit Red Wings
2002,Michael McGeough,1,Washington Capitals
2002,Kerry Fraser,2,Edmonton Oilers
2002,Kerry Fraser,3,Vancouver Canucks
2002,Stephane Auger,2,Edmonton Oilers
2002,Stephane Auger,3,Vancouver Canucks
2002,Chris Lee,4,Boston Bruins
2002,Chris Lee,4,New York Islanders
2002,Dan Marouelli,4,Boston Bruins
2002,Dan Marouelli,4,New York Islanders
2002,Don Van Massenhoven,4,Anaheim Ducks
2002,Don Van Massenhoven,0,Carolina Hurricanes
2002,Kelly Sutherland,4,Anaheim Ducks
2002,Kelly Sutherland,0,Carolina Hurricanes
2002,Jay Sharrers,3,Minnesota Wild
2002,Jay Sharrers,1,St. Louis Blues
2002,Stephen Walkom,3,Minnesota Wild
2002,Stephen Walkom,1,St. Louis Blues
2002,Dan O'Halloran,4,New Jersey Devils
2002,Dan O'Halloran,3,Pittsburgh Penguins
2002,Scott Zelkin,4,New Jersey Devils
2002,Scott Zelkin,3,Pittsburgh Penguins
2002,Brad Watson,4,Colorado Avalanche
2002,Brad Watson,1,New York Rangers
2002,Terry Gregson,4,Colorado Avalanche
2002,Terry Gregson,1,New York Rangers
2002,Dean Warren,4,Buffalo Sabres
2002,Dean Warren,1,Tampa Bay Lightning
2002,Mark Faucette,4,Buffalo Sabres
2002,Mark Faucette,1,Tampa Bay Lightning
2002,Eric Furlatt,4,Calgary Flames
2002,Eric Furlatt,2,Phoenix Coyotes
2002,Rob Shick,4,Calgary Flames
2002,Rob Shick,2,Phoenix Coyotes
2002,Dennis LaRue,5,Nashville Predators
2002,Dennis LaRue,2,Toronto Maple Leafs
2002,Shane Heyer,5,Nashville Predators
2002,Shane Heyer,2,Toronto Maple Leafs
2002,Paul Devorski,0,Chicago Blackhawks
2002,Paul Devorski,3,Dallas Stars
2002,Rob Martell,0,Chicago Blackhawks
2002,Rob Martell,3,Dallas Stars
2002,Kerry Fraser,3,Atlanta Thrashers
2002,Kerry Fraser,3,Edmonton Oilers
2002,Stephane Auger,3,Atlanta Thrashers
2002,Stephane Auger,3,Edmonton Oilers
2002,Greg Kimmerly,2,Columbus Blue Jackets
2002,Greg Kimmerly,7,Vancouver Canucks
2002,Mike Hasenfratz,2,Columbus Blue Jackets
2002,Mike Hasenfratz,7,Vancouver Canucks
2002,Bill McCreary,1,Montréal Canadiens
2002,Bill McCreary,4,Washington Capitals
2002,Dan O'Halloran,1,Montréal Canadiens
2002,Dan O'Halloran,4,Washington Capitals
2002,Chris Rooney,2,Buffalo Sabres
2002,Chris Rooney,2,Florida Panthers
2002,Dean Warren,2,Buffalo Sabres
2002,Dean Warren,2,Florida Panthers
2002,Dennis LaRue,5,Detroit Red Wings
2002,Dennis LaRue,4,Los Angeles Kings
2002,Michael McGeough,5,Detroit Red Wings
2002,Michael McGeough,4,Los Angeles Kings
2002,Brad Watson,2,Calgary Flames
2002,Brad Watson,5,San Jose Sharks
2002,Mike Leggo,2,Calgary Flames
2002,Mike Leggo,5,San Jose Sharks
2002,Dave Jackson,5,Boston Bruins
2002,Dave Jackson,5,Dallas Stars
2002,Don Koharski,5,Boston Bruins
2002,Don Koharski,5,Dallas Stars
2002,Don Van Massenhoven,3,Minnesota Wild
2002,Don Van Massenhoven,0,Ottawa Senators
2002,Kevin Pollock,3,Minnesota Wild
2002,Kevin Pollock,0,Ottawa Senators
2002,Chris Rooney,0,Anaheim Ducks
2002,Chris Rooney,2,Tampa Bay Lightning
2002,Mark Faucette,0,Anaheim Ducks
2002,Mark Faucette,2,Tampa Bay Lightning
2002,Michael McGeough,2,New York Islanders
2002,Michael McGeough,5,Toronto Maple Leafs
2002,Paul Devorski,2,New York Islanders
2002,Paul Devorski,5,Toronto Maple Leafs
2002,Bill McCreary,3,New Jersey Devils
2002,Bill McCreary,3,New York Rangers
2002,Marc Joannette,3,New Jersey Devils
2002,Marc Joannette,3,New York Rangers
2002,Kelly Sutherland,5,Los Angeles Kings
2002,Kelly Sutherland,3,Pittsburgh Penguins
2002,Shane Heyer,5,Los Angeles Kings
2002,Shane Heyer,3,Pittsburgh Penguins
2002,Bob Langdon,0,Columbus Blue Jackets
2002,Bob Langdon,5,Nashville Predators
2002,Scott Zelkin,0,Columbus Blue Jackets
2002,Scott Zelkin,5,Nashville Predators
2002,Dan Marouelli,0,Chicago Blackhawks
2002,Dan Marouelli,2,Philadelphia Flyers
2002,Paul Stewart,0,Chicago Blackhawks
2002,Paul Stewart,2,Philadelphia Flyers
2002,Mike Hasenfratz,4,Colorado Avalanche
2002,Mike Hasenfratz,2,Edmonton Oilers
2002,Stephen Walkom,4,Colorado Avalanche
2002,Stephen Walkom,2,Edmonton Oilers
2002,Greg Kimmerly,0,Atlanta Thrashers
2002,Greg Kimmerly,8,Vancouver Canucks
2002,Terry Gregson,0,Atlanta Thrashers
2002,Terry Gregson,8,Vancouver Canucks
2002,Bob Langdon,2,Buffalo Sabres
2002,Bob Langdon,3,Washington Capitals
2002,Dan O'Halloran,2,Buffalo Sabres
2002,Dan O'Halloran,3,Washington Capitals
2002,Blaine Angus,2,Anaheim Ducks
2002,Blaine Angus,1,Florida Panthers
2002,Rob Martell,2,Anaheim Ducks
2002,Rob Martell,1,Florida Panthers
2002,Mike Leggo,2,Carolina Hurricanes
2002,Mike Leggo,4,Phoenix Coyotes
2002,Paul Stewart,2,Carolina Hurricanes
2002,Paul Stewart,4,Phoenix Coyotes
2002,Dan Marouelli,2,Dallas Stars
2002,Dan Marouelli,3,Ottawa Senators
2002,Kevin Pollock,2,Dallas Stars
2002,Kevin Pollock,3,Ottawa Senators
2002,Mark Faucette,3,New Jersey Devils
2002,Mark Faucette,3,New York Islanders
2002,Shane Heyer,3,New Jersey Devils
2002,Shane Heyer,3,New York Islanders
2002,Paul Devorski,1,Florida Panthers
2002,Paul Devorski,3,Tampa Bay Lightning
2002,Rob Martell,1,Florida Panthers
2002,Rob Martell,3,Tampa Bay Lightning
2002,Scott Zelkin,3,Columbus Blue Jackets
2002,Scott Zelkin,1,Los Angeles Kings
2002,Stephen Walkom,3,Columbus Blue Jackets
2002,Stephen Walkom,1,Los Angeles Kings
2002,Don Van Massenhoven,6,Minnesota Wild
2002,Don Van Massenhoven,3,Montréal Canadiens
2002,Stephane Auger,6,Minnesota Wild
2002,Stephane Auger,3,Montréal Canadiens
2002,Rob Shick,7,Detroit Red Wings
2002,Rob Shick,2,Toronto Maple Leafs
2002,Tim Peel,7,Detroit Red Wings
2002,Tim Peel,2,Toronto Maple Leafs
2002,Dave Jackson,1,Boston Bruins
2002,Dave Jackson,4,New York Rangers
2002,Don Koharski,1,Boston Bruins
2002,Don Koharski,4,New York Rangers
2002,Kerry Fraser,2,Chicago Blackhawks
2002,Kerry Fraser,5,Philadelphia Flyers
2002,Marc Joannette,2,Chicago Blackhawks
2002,Marc Joannette,5,Philadelphia Flyers
2002,Dennis LaRue,1,Edmonton Oilers
2002,Dennis LaRue,4,St. Louis Blues
2002,Kelly Sutherland,1,Edmonton Oilers
2002,Kelly Sutherland,4,St. Louis Blues
2002,Blaine Angus,6,Nashville Predators
2002,Blaine Angus,0,Pittsburgh Penguins
2002,Chris Rooney,6,Nashville Predators
2002,Chris Rooney,0,Pittsburgh Penguins
2002,Greg Kimmerly,4,Atlanta Thrashers
2002,Greg Kimmerly,3,Colorado Avalanche
2002,Mike Leggo,4,Atlanta Thrashers
2002,Mike Leggo,3,Colorado Avalanche
2002,Brad Meier,3,San Jose Sharks
2002,Brad Meier,2,Vancouver Canucks
2002,Terry Gregson,3,San Jose Sharks
2002,Terry Gregson,2,Vancouver Canucks
2002,Dean Warren,5,Buffalo Sabres
2002,Dean Warren,3,Dallas Stars
2002,Eric Furlatt,5,Buffalo Sabres
2002,Eric Furlatt,3,Dallas Stars
2002,Greg Kimmerly,1,Anaheim Ducks
2002,Greg Kimmerly,3,Phoenix Coyotes
2002,Paul Stewart,1,Anaheim Ducks
2002,Paul Stewart,3,Phoenix Coyotes
2002,Dan Marouelli,2,Boston Bruins
2002,Dan Marouelli,3,Philadelphia Flyers
2002,Kevin Pollock,2,Boston Bruins
2002,Kevin Pollock,3,Philadelphia Flyers
2002,Kelly Sutherland,4,Chicago Blackhawks
2002,Kelly Sutherland,5,Nashville Predators
2002,Paul Devorski,4,Chicago Blackhawks
2002,Paul Devorski,5,Nashville Predators
2002,Mike Leggo,4,Colorado Avalanche
2002,Mike Leggo,1,Pittsburgh Penguins
2002,Terry Gregson,4,Colorado Avalanche
2002,Terry Gregson,1,Pittsburgh Penguins
2002,Dennis LaRue,1,Atlanta Thrashers
2002,Dennis LaRue,4,Los Angeles Kings
2002,Michael McGeough,1,Atlanta Thrashers
2002,Michael McGeough,4,Los Angeles Kings
2002,Bill McCreary,1,Carolina Hurricanes
2002,Bill McCreary,4,Toronto Maple Leafs
2002,Chris Lee,1,Carolina Hurricanes
2002,Chris Lee,4,Toronto Maple Leafs
2002,Dave Jackson,1,Montréal Canadiens
2002,Dave Jackson,1,Vancouver Canucks
2002,Shane Heyer,1,Montréal Canadiens
2002,Shane Heyer,1,Vancouver Canucks
2002,Dean Warren,1,Ottawa Senators
2002,Dean Warren,2,Tampa Bay Lightning
2002,Rob Shick,1,Ottawa Senators
2002,Rob Shick,2,Tampa Bay Lightning
2002,Mark Faucette,1,Buffalo Sabres
2002,Mark Faucette,2,New York Islanders
2002,Rob Martell,1,Buffalo Sabres
2002,Rob Martell,2,New York Islanders
2002,Don Koharski,2,Florida Panthers
2002,Don Koharski,5,New York Rangers
2002,Marc Joannette,2,Florida Panthers
2002,Marc Joannette,5,New York Rangers
2002,Chris Rooney,3,Columbus Blue Jackets
2002,Chris Rooney,3,Edmonton Oilers
2002,Dan O'Halloran,3,Columbus Blue Jackets
2002,Dan O'Halloran,3,Edmonton Oilers
2002,Blaine Angus,2,New Jersey Devils
2002,Blaine Angus,1,Washington Capitals
2002,Kerry Fraser,2,New Jersey Devils
2002,Kerry Fraser,1,Washington Capitals
2002,Brad Watson,0,Minnesota Wild
2002,Brad Watson,2,St. Louis Blues
2002,Stephen Walkom,0,Minnesota Wild
2002,Stephen Walkom,2,St. Louis Blues
2002,Brad Meier,4,Calgary Flames
2002,Brad Meier,3,San Jose Sharks
2002,Mike Hasenfratz,4,Calgary Flames
2002,Mike Hasenfratz,3,San Jose Sharks
2002,Dennis LaRue,3,Dallas Stars
2002,Dennis LaRue,1,Pittsburgh Penguins
2002,Greg Kimmerly,3,Dallas Stars
2002,Greg Kimmerly,1,Pittsburgh Penguins
2002,Brad Watson,5,Detroit Red Wings
2002,Brad Watson,2,Phoenix Coyotes
2002,Scott Zelkin,5,Detroit Red Wings
2002,Scott Zelkin,2,Phoenix Coyotes
2002,Dan Marouelli,0,Carolina Hurricanes
2002,Dan Marouelli,2,Washington Capitals
2002,Rob Shick,0,Carolina Hurricanes
2002,Rob Shick,2,Washington Capitals
2002,Eric Furlatt,2,Chicago Blackhawks
2002,Eric Furlatt,3,Colorado Avalanche
2002,Stephen Walkom,2,Chicago Blackhawks
2002,Stephen Walkom,3,Colorado Avalanche
2002,Michael McGeough,1,Anaheim Ducks
2002,Michael McGeough,4,Atlanta Thrashers
2002,Mike Leggo,1,Anaheim Ducks
2002,Mike Leggo,4,Atlanta Thrashers
2002,Don Koharski,4,Boston Bruins
2002,Don Koharski,6,Vancouver Canucks
2002,Mark Faucette,4,Boston Bruins
2002,Mark Faucette,6,Vancouver Canucks
2002,Brad Watson,2,Columbus Blue Jackets
2002,Brad Watson,3,Detroit Red Wings
2002,Paul Stewart,2,Columbus Blue Jackets
2002,Paul Stewart,3,Detroit Red Wings
2002,Brad Meier,2,Florida Panthers
2002,Brad Meier,1,Toronto Maple Leafs
2002,Mike Hasenfratz,2,Florida Panthers
2002,Mike Hasenfratz,1,Toronto Maple Leafs
2002,Blaine Angus,1,New York Islanders
2002,Blaine Angus,1,New York Rangers
2002,Kerry Fraser,1,New York Islanders
2002,Kerry Fraser,1,New York Rangers
2002,Terry Gregson,1,Buffalo Sabres
2002,Terry Gregson,2,Washington Capitals
2002,Tim Peel,1,Buffalo Sabres
2002,Tim Peel,2,Washington Capitals
2002,Brad Meier,4,Ottawa Senators
2002,Brad Meier,1,Toronto Maple Leafs
2002,Marc Joannette,4,Ottawa Senators
2002,Marc Joannette,1,Toronto Maple Leafs
2002,Blaine Angus,1,New York Islanders
2002,Blaine Angus,3,Tampa Bay Lightning
2002,Dan Marouelli,1,New York Islanders
2002,Dan Marouelli,3,Tampa Bay Lightning
2002,Paul Devorski,3,Philadelphia Flyers
2002,Paul Devorski,0,Vancouver Canucks
2002,Rob Shick,3,Philadelphia Flyers
2002,Rob Shick,0,Vancouver Canucks
2002,Scott Zelkin,4,Boston Bruins
2002,Scott Zelkin,2,Carolina Hurricanes
2002,Stephen Walkom,4,Boston Bruins
2002,Stephen Walkom,2,Carolina Hurricanes
2002,Dan O'Halloran,4,Phoenix Coyotes
2002,Dan O'Halloran,1,Pittsburgh Penguins
2002,Tom Kowal,4,Phoenix Coyotes
2002,Tom Kowal,1,Pittsburgh Penguins
2002,Eric Furlatt,1,Nashville Predators
2002,Eric Furlatt,2,St. Louis Blues
2002,Stephane Auger,1,Nashville Predators
2002,Stephane Auger,2,St. Louis Blues
2002,Chris Lee,3,Minnesota Wild
2002,Chris Lee,2,New Jersey Devils
2002,Don Van Massenhoven,3,Minnesota Wild
2002,Don Van Massenhoven,2,New Jersey Devils
2002,Dave Jackson,2,Edmonton Oilers
2002,Dave Jackson,1,San Jose Sharks
2002,Michael McGeough,2,Edmonton Oilers
2002,Michael McGeough,1,San Jose Sharks
2002,Greg Kimmerly,2,Anaheim Ducks
2002,Greg Kimmerly,1,Los Angeles Kings
2002,Mike Leggo,2,Anaheim Ducks
2002,Mike Leggo,1,Los Angeles Kings
2002,Bill McCreary,3,Colorado Avalanche
2002,Bill McCreary,1,Florida Panthers
2002,Dean Warren,3,Colorado Avalanche
2002,Dean Warren,1,Florida Panthers
2002,Terry Gregson,3,Detroit Red Wings
2002,Terry Gregson,2,Tampa Bay Lightning
2002,Tom Kowal,3,Detroit Red Wings
2002,Tom Kowal,2,Tampa Bay Lightning
2002,Chris Lee,5,Calgary Flames
2002,Chris Lee,4,New Jersey Devils
2002,Michael McGeough,5,Calgary Flames
2002,Michael McGeough,4,New Jersey Devils
2002,Kevin Pollock,4,Chicago Blackhawks
2002,Kevin Pollock,7,Dallas Stars
2002,Rob Martell,4,Chicago Blackhawks
2002,Rob Martell,7,Dallas Stars
2002,Greg Kimmerly,3,Anaheim Ducks
2002,Greg Kimmerly,1,Montréal Canadiens
2002,Shane Heyer,3,Anaheim Ducks
2002,Shane Heyer,1,Montréal Canadiens
2002,Dan O'Halloran,4,Buffalo Sabres
2002,Dan O'Halloran,2,Toronto Maple Leafs
2002,Paul Stewart,4,Buffalo Sabres
2002,Paul Stewart,2,Toronto Maple Leafs
2002,Brad Meier,4,Atlanta Thrashers
2002,Brad Meier,4,Washington Capitals
2002,Scott Zelkin,4,Atlanta Thrashers
2002,Scott Zelkin,4,Washington Capitals
2002,Bob Langdon,5,Columbus Blue Jackets
2002,Bob Langdon,4,Vancouver Canucks
2002,Stephane Auger,5,Columbus Blue Jackets
2002,Stephane Auger,4,Vancouver Canucks
2002,Eric Furlatt,4,Carolina Hurricanes
2002,Eric Furlatt,0,Pittsburgh Penguins
2002,Paul Devorski,4,Carolina Hurricanes
2002,Paul Devorski,0,Pittsburgh Penguins
2002,Chris Rooney,4,Boston Bruins
2002,Chris Rooney,1,New York Islanders
2002,Rob Shick,4,Boston Bruins
2002,Rob Shick,1,New York Islanders
2002,Brad Watson,3,Phoenix Coyotes
