code,home_team,home_score,away_team,away_score,official_1,official_2,home_outcome,away_outcome
2014020392,Toronto Maple Leafs,5,Vancouver Canucks,2,Frederick L'Ecuyer,Eric Furlatt,1,0
2014020393,Detroit Red Wings,3,New York Rangers,2,Jean Hebert,Ian Walsh,1,0
2014020394,Tampa Bay Lightning,1,Columbus Blue Jackets,3,Dan O'Rourke,Gord Dwyer,0,1
2014020395,Florida Panthers,3,Buffalo Sabres,2,Paul Devorski,Greg Kimmerly,1,0
2014020396,New Jersey Devils,1,Washington Capitals,4,Marc Joannette,Dean Morton,0,1
2014020397,New York Islanders,4,St. Louis Blues,6,Kelly Sutherland,Tim Peel,0,1
2014020398,Nashville Predators,1,Chicago Blackhawks,3,Dan O'Halloran,Kyle Rehman,0,1
2014020399,Dallas Stars,4,Montréal Canadiens,1,Dave Jackson,Steve Kozari,1,0
2014020400,Arizona Coyotes,2,Boston Bruins,5,Graham Skilliter,Francois St-Laurent,0,1
2014020401,Calgary Flames,2,San Jose Sharks,3,Mike Leggo,Kevin Pollock,0,1
2014020402,Winnipeg Jets,3,Anaheim Ducks,4,Chris Rooney,Brian Pochmara,0,1
2014020403,Carolina Hurricanes,1,Detroit Red Wings,3,Marc Joannette,Kyle Rehman,0,1
2014020404,Ottawa Senators,4,Vancouver Canucks,3,Frederick L'Ecuyer,Ian Walsh,1,0
2014020405,Edmonton Oilers,2,San Jose Sharks,1,Rob Martell,Kevin Pollock,1,0
2014020406,New York Rangers,4,Pittsburgh Penguins,3,Jean Hebert,Eric Furlatt,1,0
2014020407,Carolina Hurricanes,1,New Jersey Devils,2,Dave Jackson,Graham Skilliter,0,1
2014020408,St. Louis Blues,4,Florida Panthers,2,Dan O'Halloran,Dean Morton,1,0
2014020409,Buffalo Sabres,1,Los Angeles Kings,0,Kelly Sutherland,Jean Hebert,1,0
2014020410,New Jersey Devils,2,Chicago Blackhawks,2,Wes McCauley,Tom Kowal,0,0
2014020411,Columbus Blue Jackets,3,Philadelphia Flyers,2,Dave Jackson,Greg Kimmerly,1,0
2014020412,Toronto Maple Leafs,4,Calgary Flames,1,Paul Devorski,Furman Furman,1,0
2014020413,Montréal Canadiens,3,Vancouver Canucks,1,Justin St. Pierre ,Marc Joannette,1,0
2014020414,Tampa Bay Lightning,3,Washington Capitals,5,Graham Skilliter,Francois St-Laurent,0,1
2014020415,Minnesota Wild,5,New York Islanders,4,Brad Watson,Brad Meier,1,0
2014020416,Dallas Stars,2,Winnipeg Jets,5,Tim Peel,Dean Morton,0,1
2014020417,Colorado Avalanche,0,Nashville Predators,3,Mike Leggo,Ian Walsh,0,1
2014020418,San Jose Sharks,5,Edmonton Oilers,2,Francis Charron,Brian Pochmara,1,0
2014020419,Detroit Red Wings,1,Toronto Maple Leafs,1,Chris Lee,Darcy Burchell,0,0
2014020420,Anaheim Ducks,2,Edmonton Oilers,1,Francis Charron,Brian Pochmara,1,0
2014020421,Boston Bruins,2,Chicago Blackhawks,3,Kelly Sutherland,Ghislain Hebert,0,1
2014020422,Buffalo Sabres,4,Calgary Flames,3,Rob Martell,Eric Furlatt,1,0
2014020423,Philadelphia Flyers,4,New Jersey Devils,1,Marc Joannette,Tom Kowal,1,0
2014020424,Washington Capitals,2,Columbus Blue Jackets,3,Paul Devorski,Furman Furman,0,1
2014020425,Ottawa Senators,3,Los Angeles Kings,5,Kevin Pollock,Steve Kozari,0,1
2014020426,Tampa Bay Lightning,2,Carolina Hurricanes,1,Dave Jackson,Thomas John Luxmore,1,0
2014020427,St. Louis Blues,6,New York Islanders,3,Mike Leggo,Chris Lee,1,0
2014020428,Colorado Avalanche,3,Winnipeg Jets,3,Frederick L'Ecuyer,Brad Meier,0,0
2014020429,Arizona Coyotes,1,Nashville Predators,5,Tim Peel,Trevor Hanson,0,1
2014020430,San Jose Sharks,2,Minnesota Wild,1,Gord Dwyer,Ian Walsh,1,0
2014020431,Pittsburgh Penguins,3,Calgary Flames,1,Chris Rooney,Tom Chmielewski,1,0
2014020432,Montréal Canadiens,6,Los Angeles Kings,2,Greg Kimmerly,Steve Kozari,1,0
2014020433,Detroit Red Wings,2,Florida Panthers,2,Dan O'Rourke,Justin St. Pierre ,0,0
2014020434,Edmonton Oilers,2,Anaheim Ducks,4,Dan O'Halloran,Kyle Rehman,0,1
2014020435,Boston Bruins,2,Ottawa Senators,2,Rob Martell,Tom Kowal,0,0
2014020436,Philadelphia Flyers,5,Carolina Hurricanes,1,Ghislain Hebert,Eric Furlatt,1,0
2014020437,Buffalo Sabres,4,Florida Panthers,3,Greg Kimmerly,Chris Lee,1,0
2014020438,Toronto Maple Leafs,4,Detroit Red Wings,1,Dan O'Rourke,Dean Morton,1,0
2014020439,New York Islanders,3,Chicago Blackhawks,2,Wes McCauley,Paul Devorski,1,0
2014020440,Washington Capitals,4,Tampa Bay Lightning,2,Dave Jackson,Justin St. Pierre ,1,0
2014020441,Columbus Blue Jackets,3,Pittsburgh Penguins,3,Chris Rooney,Francis Charron,0,0
2014020442,Winnipeg Jets,1,Anaheim Ducks,4,Kevin Pollock,Brad Meier,0,1
2014020443,Dallas Stars,4,New Jersey Devils,3,Jean Hebert,Tim Peel,1,0
2014020444,Arizona Coyotes,3,Minnesota Wild,3,Mike Leggo,Ian Walsh,0,0
2014020445,Colorado Avalanche,2,St. Louis Blues,3,Brad Watson,Francois St-Laurent,0,1
2014020446,Vancouver Canucks,1,New York Rangers,5,Dan O'Halloran,Graham Skilliter,0,1
2014020447,San Jose Sharks,2,Nashville Predators,0,Frederick L'Ecuyer,Gord Dwyer,1,0
2014020448,Toronto Maple Leafs,3,Los Angeles Kings,3,Ghislain Hebert,Tom Kowal,0,0
2014020449,Chicago Blackhawks,2,Calgary Flames,1,Brian Pochmara,Steve Kozari,1,0
2014020450,Edmonton Oilers,0,New York Rangers,2,Kevin Pollock,Kyle Rehman,0,1
2014020451,New York Islanders,2,New Jersey Devils,2,Dan O'Rourke,Greg Kimmerly,0,0
2014020452,Pittsburgh Penguins,4,Tampa Bay Lightning,2,Kelly Sutherland,Chris Lee,1,0
2014020453,Philadelphia Flyers,1,Tampa Bay Lightning,3,Brad Watson,Dean Morton,0,1
2014020454,Toronto Maple Leafs,6,Anaheim Ducks,2,Greg Kimmerly,Steve Kozari,1,0
2014020455,Montréal Canadiens,4,Carolina Hurricanes,1,Francis Charron,Eric Furlatt,1,0
2014020456,Detroit Red Wings,0,Columbus Blue Jackets,0,Wes McCauley,Kelly Sutherland,0,0
2014020457,Florida Panthers,1,Washington Capitals,1,Tim Peel,Rob Martell,0,0
2014020458,St. Louis Blues,5,Los Angeles Kings,2,Brian Pochmara,Ghislain Hebert,1,0
2014020459,Nashville Predators,2,Boston Bruins,2,Gord Dwyer,Marc Joannette,0,0
2014020460,Winnipeg Jets,5,Buffalo Sabres,1,Ian Walsh,Kyle Rehman,1,0
2014020461,Chicago Blackhawks,5,Minnesota Wild,3,Dan O'Rourke,Dan O'Halloran,1,0
2014020462,Calgary Flames,2,New York Rangers,5,Graham Skilliter,Brad Meier,0,1
2014020463,Arizona Coyotes,2,Edmonton Oilers,1,Chris Rooney,Paul Devorski,1,0
2014020464,New Jersey Devils,0,Ottawa Senators,2,Justin St. Pierre ,Brad Watson,0,1
2014020465,Minnesota Wild,2,Boston Bruins,3,Brian Pochmara,Kyle Rehman,0,1
2014020466,Vancouver Canucks,0,Dallas Stars,2,Tom Kowal,Trevor Hanson,0,1
2014020467,Philadelphia Flyers,1,Florida Panthers,1,Mike Leggo,Thomas John Luxmore,0,0
2014020468,Pittsburgh Penguins,1,Colorado Avalanche,0,Dave Jackson,Ghislain Hebert,1,0
2014020469,Carolina Hurricanes,4,Toronto Maple Leafs,1,Wes McCauley,Frederick L'Ecuyer,1,0
2014020470,Columbus Blue Jackets,4,Washington Capitals,5,Gord Dwyer,Rob Martell,0,1
2014020471,Montréal Canadiens,1,Anaheim Ducks,2,Francois St-Laurent,Darcy Burchell,0,1
2014020472,Los Angeles Kings,6,St. Louis Blues,4,Chris Rooney,Jean Hebert,1,0
2014020473,San Jose Sharks,4,Edmonton Oilers,3,Paul Devorski,Marc Joannette,1,0
2014020474,New Jersey Devils,2,Tampa Bay Lightning,2,Mike Leggo,Ghislain Hebert,0,0
2014020475,Ottawa Senators,6,Anaheim Ducks,2,Dean Morton,Francois St-Laurent,1,0
2014020476,Detroit Red Wings,1,New York Islanders,2,Francis Charron,Brad Watson,0,1
2014020477,Winnipeg Jets,2,Boston Bruins,1,Dan O'Halloran,Tom Chmielewski,1,0
2014020478,Calgary Flames,1,Dallas Stars,2,Brian Pochmara,Ian Walsh,0,1
2014020479,Los Angeles Kings,4,Arizona Coyotes,2,Paul Devorski,Greg Kimmerly,1,0
2014020480,Buffalo Sabres,1,Colorado Avalanche,5,Francis Charron,Dan O'Rourke,0,1
2014020481,Toronto Maple Leafs,4,Philadelphia Flyers,7,Dave Jackson,Eric Furlatt,0,1
2014020482,Montréal Canadiens,4,Ottawa Senators,1,Kelly Sutherland,Francois St-Laurent,1,0
2014020483,New Jersey Devils,0,Washington Capitals,4,Mike Leggo,Gord Dwyer,0,1
2014020484,New York Islanders,3,Tampa Bay Lightning,1,Frederick L'Ecuyer,Kevin Pollock,1,0
2014020485,Pittsburgh Penguins,3,Florida Panthers,1,Steve Kozari,Mark Lemelin,1,0
2014020486,Carolina Hurricanes,2,New York Rangers,2,Brad Watson,Rob Martell,0,0
2014020487,Columbus Blue Jackets,2,Chicago Blackhawks,2,Chris Rooney,Tim Peel,0,0
2014020488,Minnesota Wild,5,Nashville Predators,6,Justin St. Pierre ,Brad Meier,0,1
2014020489,Vancouver Canucks,3,Calgary Flames,2,Jean Hebert,Chris Lee,1,0
2014020490,San Jose Sharks,3,St. Louis Blues,2,Wes McCauley,Marc Joannette,1,0
2014020491,Detroit Red Wings,1,Colorado Avalanche,1,Tim Peel,Graham Skilliter,0,0
2014020492,Edmonton Oilers,5,Dallas Stars,5,Dan O'Halloran,Ian Walsh,0,0
2014020493,Boston Bruins,4,Buffalo Sabres,3,Dave Jackson,Frederick L'Ecuyer,1,0
2014020494,New York Rangers,1,Carolina Hurricanes,0,Dan O'Rourke,Darcy Burchell,1,0
2014020495,Chicago Blackhawks,4,Toronto Maple Leafs,0,Rob Martell,Eric Furlatt,1,0
2014020496,Winnipeg Jets,3,Philadelphia Flyers,4,Tom Kowal,Dean Morton,0,1
2014020497,Washington Capitals,2,Ottawa Senators,1,Justin St. Pierre ,Kevin Pollock,1,0
2014020498,Columbus Blue Jackets,1,Nashville Predators,5,Kelly Sutherland,Graham Skilliter,0,1
2014020499,Florida Panthers,3,Pittsburgh Penguins,3,Brad Watson,Kyle Rehman,0,0
2014020500,Vancouver Canucks,7,Arizona Coyotes,1,Ian Walsh,Brad Meier,1,0
2014020501,Anaheim Ducks,3,San Jose Sharks,2,Jean Hebert,Greg Kimmerly,1,0
2014020502,Los Angeles Kings,3,Calgary Flames,4,Wes McCauley,Marc Joannette,0,1
2014020503,Boston Bruins,5,Nashville Predators,3,Chris Rooney,Ghislain Hebert,1,0
2014020504,New Jersey Devils,1,Carolina Hurricanes,1,Paul Devorski,Kelly Sutherland,0,0
2014020505,New York Islanders,1,Montréal Canadiens,3,Francis Charron,Justin St. Pierre ,0,1
2014020506,New York Rangers,4,Washington Capitals,2,Dan O'Rourke,Eric Furlatt,1,0
2014020507,Minnesota Wild,2,Philadelphia Flyers,5,Tim Peel,Chris Lee,0,1
2014020508,Detroit Red Wings,6,Buffalo Sabres,3,Dan O'Halloran,Brian Pochmara,1,0
2014020509,Tampa Bay Lightning,4,Pittsburgh Penguins,3,Kyle Rehman,Francois St-Laurent,1,0
2014020510,Edmonton Oilers,1,Arizona Coyotes,5,Tom Kowal,Brad Meier,0,1
2014020511,Chicago Blackhawks,1,Winnipeg Jets,5,Graham Skilliter,Steve Kozari,0,1
2014020512,Dallas Stars,0,Toronto Maple Leafs,4,Gord Dwyer,Rob Martell,0,1
2014020513,Colorado Avalanche,5,St. Louis Blues,0,Dave Jackson,Tom Chmielewski,1,0
2014020514,Buffalo Sabres,3,New York Islanders,3,Kevin Pollock,Furman Furman,0,0
2014020515,Ottawa Senators,2,Detroit Red Wings,3,Ghislain Hebert,Eric Furlatt,0,1
2014020516,Tampa Bay Lightning,2,Carolina Hurricanes,1,Jean Hebert,Rob Martell,1,0
2014020517,New York Rangers,3,New Jersey Devils,1,Wes McCauley,Chris Rooney,1,0
2014020518,Pittsburgh Penguins,0,Washington Capitals,3,Frederick L'Ecuyer,Ian Walsh,0,1
2014020519,Columbus Blue Jackets,6,Boston Bruins,2,Justin St. Pierre ,Greg Kimmerly,1,0
2014020520,Minnesota Wild,3,Winnipeg Jets,4,Gord Dwyer,Dean Morton,0,1
2014020521,St. Louis Blues,3,Dallas Stars,4,Francis Charron,Tim Peel,0,1
2014020522,Nashville Predators,4,Philadelphia Flyers,1,Brian Pochmara,Steve Kozari,1,0
2014020523,Arizona Coyotes,1,Anaheim Ducks,1,Dave Jackson,Kyle Rehman,0,0
2014020524,Colorado Avalanche,2,Chicago Blackhawks,5,Brad Watson,Chris Lee,0,1
2014020525,Calgary Flames,4,Edmonton Oilers,1,Graham Skilliter,Brad Meier,1,0
2014020526,Los Angeles Kings,3,San Jose Sharks,1,Mike Leggo,Trevor Hanson,1,0
2014020527,Florida Panthers,6,Toronto Maple Leafs,4,Dan O'Rourke,Jean Hebert,1,0
2014020528,Anaheim Ducks,2,Vancouver Canucks,1,Mike Leggo,Dave Jackson,1,0
2014020529,Boston Bruins,5,Detroit Red Wings,2,Marc Joannette,Ian Walsh,1,0
2014020530,New Jersey Devils,3,Pittsburgh Penguins,1,Dan O'Halloran,Thomas John Luxmore,1,0
2014020531,New York Islanders,4,Washington Capitals,3,Chris Rooney,Greg Kimmerly,1,0
2014020532,Carolina Hurricanes,1,Montréal Canadiens,3,Gord Dwyer,Chris Lee,0,1
2014020533,Ottawa Senators,5,Buffalo Sabres,2,Paul Devorski,Graham Skilliter,1,0
2014020534,Tampa Bay Lightning,3,Toronto Maple Leafs,2,Kelly Sutherland,Tim Peel,1,0
2014020535,St. Louis Blues,3,Colorado Avalanche,0,Brad Meier,Francois St-Laurent,1,0
2014020536,Winnipeg Jets,2,Minnesota Wild,3,Ghislain Hebert,Tom Kowal,0,1
2014020537,Chicago Blackhawks,4,Nashville Predators,4,Justin St. Pierre ,Kevin Pollock,0,0
2014020538,Dallas Stars,3,New York Rangers,2,Brian Pochmara,Kyle Rehman,1,0
2014020539,Calgary Flames,2,Los Angeles Kings,1,Eric Furlatt,Dean Morton,1,0
2014020540,Arizona Coyotes,4,Philadelphia Flyers,2,Rob Martell,Steve Kozari,1,0
2014020541,Florida Panthers,1,Montréal Canadiens,1,Kelly Sutherland,Tim Peel,0,0
2014020542,Nashville Predators,3,St. Louis Blues,2,Dan O'Rourke,Justin St. Pierre ,1,0
2014020543,Edmonton Oilers,2,Los Angeles Kings,2,Eric Furlatt,Dean Morton,0,0
2014020544,San Jose Sharks,1,Vancouver Canucks,3,Dave Jackson,Rob Martell,0,1
2014020545,Winnipeg Jets,2,New York Islanders,5,Jean Hebert,Brian Pochmara,0,1
2014020546,Buffalo Sabres,1,Tampa Bay Lightning,5,Greg Kimmerly,Chris Lee,0,1
2014020547,Boston Bruins,3,Toronto Maple Leafs,3,Mike Leggo,Mark Lemelin,0,0
2014020548,Pittsburgh Penguins,2,Carolina Hurricanes,1,Graham Skilliter,Tom Kowal,1,0
2014020549,Columbus Blue Jackets,3,Minnesota Wild,1,Dan O'Halloran,Frederick L'Ecuyer,1,0
2014020550,Detroit Red Wings,3,New Jersey Devils,1,Gord Dwyer,Brad Meier,1,0
2014020551,Florida Panthers,2,New York Rangers,5,Marc Joannette,Ian Walsh,0,1
2014020552,Anaheim Ducks,0,San Jose Sharks,3,Steve Kozari,Furman Furman,0,1
2014020553,Dallas Stars,6,Arizona Coyotes,0,Ghislain Hebert,Kevin Pollock,1,0
2014020554,Colorado Avalanche,4,Philadelphia Flyers,3,Chris Rooney,Kyle Rehman,1,0
2014020555,Calgary Flames,4,Edmonton Oilers,3,Francis Charron,Eric Furlatt,1,0
2014020556,Washington Capitals,3,Chicago Blackhawks,2,Kelly Sutherland,Francois St-Laurent,1,0
2014020557,Vancouver Canucks,2,Los Angeles Kings,3,Francis Charron,Brad Watson,0,1
2014020558,Buffalo Sabres,0,Florida Panthers,2,Tom Kowal,Brad Meier,0,1
2014020559,New Jersey Devils,2,Montréal Canadiens,4,Dave Jackson,Kyle Rehman,0,1
2014020560,Pittsburgh Penguins,6,Tampa Bay Lightning,3,Mike Leggo,Paul Devorski,1,0
2014020561,Carolina Hurricanes,2,Philadelphia Flyers,1,Marc Joannette,Ian Walsh,1,0
2014020562,Minnesota Wild,3,Toronto Maple Leafs,1,Jean Hebert,Greg Kimmerly,1,0
2014020563,Colorado Avalanche,1,Edmonton Oilers,1,Steve Kozari,Furman Furman,0,0
2014020564,Calgary Flames,1,New York Islanders,2,Dan O'Rourke,Frederick L'Ecuyer,0,1
2014020565,Anaheim Ducks,4,St. Louis Blues,3,Ghislain Hebert,Kevin Pollock,1,0
2014020566,Boston Bruins,2,Ottawa Senators,3,Wes McCauley,Dean Morton,0,1
2014020567,Los Angeles Kings,6,Nashville Predators,7,Dan O'Halloran,Tim Peel,0,1
2014020568,New Jersey Devils,5,Philadelphia Flyers,2,Ian Walsh,Brad Meier,1,0
2014020569,New York Rangers,6,Buffalo Sabres,1,Chris Rooney,Kyle Rehman,1,0
2014020570,Pittsburgh Penguins,1,Montréal Canadiens,4,Mike Leggo,Dave Jackson,0,1
2014020571,Winnipeg Jets,5,Toronto Maple Leafs,1,Graham Skilliter,Chris Lee,1,0
2014020572,Dallas Stars,7,Minnesota Wild,1,Kelly Sutherland,Justin St. Pierre ,1,0
2014020573,Arizona Coyotes,6,Columbus Blue Jackets,3,Ghislain Hebert,Kevin Pollock,1,0
2014020574,Vancouver Canucks,4,Detroit Red Wings,1,Frederick L'Ecuyer,Brad Watson,1,0
2014020575,San Jose Sharks,2,St. Louis Blues,7,Francis Charron,Steve Kozari,0,1
2014020576,Carolina Hurricanes,1,Boston Bruins,1,Paul Devorski,Francois St-Laurent,0,0
2014020577,Washington Capitals,4,Florida Panthers,3,Rob Martell,Dean Morton,1,0
2014020578,Ottawa Senators,2,Tampa Bay Lightning,4,Chris Rooney,Eric Furlatt,0,1
2014020579,Chicago Blackhawks,5,Dallas Stars,4,Marc Joannette,Tom Kowal,1,0
2014020580,Colorado Avalanche,3,Columbus Blue Jackets,4,Jean Hebert,Tim Peel,0,1
2014020581,Anaheim Ducks,3,Nashville Predators,3,Francis Charron,Dan O'Halloran,0,0
2014020582,Edmonton Oilers,5,New York Islanders,2,Dan O'Rourke,Gord Dwyer,1,0
2014020583,Winnipeg Jets,2,San Jose Sharks,3,Brian Pochmara,Frederick L'Ecuyer,0,1
2014020584,New Jersey Devils,4,Buffalo Sabres,1,Rob Martell,Eric Furlatt,1,0
2014020585,Philadelphia Flyers,1,Ottawa Senators,1,Francis Charron,Greg Kimmerly,0,0
2014020586,Montréal Canadiens,2,Tampa Bay Lightning,4,Chris Rooney,Dean Morton,0,1
2014020587,Nashville Predators,3,Carolina Hurricanes,2,Graham Skilliter,Chris Lee,1,0
2014020588,Minnesota Wild,3,San Jose Sharks,4,Dan O'Rourke,Brian Pochmara,0,1
2014020589,Chicago Blackhawks,0,Colorado Avalanche,2,Justin St. Pierre ,Tim Peel,0,1
2014020590,Dallas Stars,2,Columbus Blue Jackets,4,Brad Watson,Tom Chmielewski,0,1
2014020591,Arizona Coyotes,0,St. Louis Blues,6,Mike Leggo,Jean Hebert,0,1
2014020592,Edmonton Oilers,2,Detroit Red Wings,4,Wes McCauley,Gord Dwyer,0,1
2014020593,Vancouver Canucks,3,New York Islanders,2,Dan O'Halloran,Francois St-Laurent,1,0
2014020594,Toronto Maple Leafs,2,Washington Capitals,6,Chris Rooney,Kevin Pollock,0,1
2014020595,Pittsburgh Penguins,2,Boston Bruins,3,Francis Charron,Chris Lee,0,1
2014020596,Calgary Flames,2,Detroit Red Wings,3,Wes McCauley,Trevor Hanson,0,1
2014020597,Anaheim Ducks,1,New York Rangers,4,Kelly Sutherland,Jean Hebert,0,1
2014020598,Boston Bruins,3,New Jersey Devils,0,Greg Kimmerly,Brad Watson,1,0
2014020599,Philadelphia Flyers,3,Washington Capitals,2,Ghislain Hebert,Chris Lee,1,0
2014020600,Carolina Hurricanes,5,Buffalo Sabres,2,Justin St. Pierre ,Tim Peel,1,0
2014020601,St. Louis Blues,7,San Jose Sharks,2,Graham Skilliter,Eric Furlatt,1,0
2014020602,Nashville Predators,3,Dallas Stars,2,Dan O'Rourke,Paul Devorski,1,0
2014020603,Minnesota Wild,2,Chicago Blackhawks,4,Brian Pochmara,Rob Martell,0,1
2014020604,Colorado Avalanche,5,Ottawa Senators,2,Dan O'Halloran,Kyle Rehman,1,0
2014020605,Arizona Coyotes,4,Winnipeg Jets,1,Gord Dwyer,Steve Kozari,1,0
2014020606,Vancouver Canucks,1,Florida Panthers,3,Brad Meier,Francois St-Laurent,0,1
2014020607,Los Angeles Kings,3,New York Rangers,4,Kelly Sutherland,Ian Walsh,0,1
2014020608,New Jersey Devils,2,New York Islanders,3,Ghislain Hebert,Brad Watson,0,1
2014020609,Toronto Maple Leafs,5,Columbus Blue Jackets,2,Marc Joannette,Dean Morton,1,0
2014020610,Tampa Bay Lightning,2,Buffalo Sabres,1,Dan O'Rourke,Frederick L'Ecuyer,1,0
2014020611,Calgary Flames,5,Florida Panthers,6,Mike Leggo,Tom Kowal,0,1
2014020612,Edmonton Oilers,5,Chicago Blackhawks,2,Wes McCauley,Francois St-Laurent,1,0
2014020613,Philadelphia Flyers,1,Boston Bruins,3,Chris Rooney,Thomas John Luxmore,0,1
2014020614,Minnesota Wild,1,Nashville Predators,3,Paul Devorski,Chris Lee,0,1
2014020615,Colorado Avalanche,4,Dallas Stars,3,Justin St. Pierre ,Gord Dwyer,1,0
2014020616,Montréal Canadiens,1,Pittsburgh Penguins,2,Marc Joannette,Eric Furlatt,0,1
2014020617,Washington Capitals,3,Detroit Red Wings,1,Greg Kimmerly,Ghislain Hebert,1,0
2014020618,Columbus Blue Jackets,2,New York Islanders,5,Brian Pochmara,Graham Skilliter,0,1
2014020619,Arizona Coyotes,1,Ottawa Senators,5,Dave Jackson,Ian Walsh,0,1
2014020620,St. Louis Blues,4,Carolina Hurricanes,4,Rob Martell,Steve Kozari,0,0
2014020621,Vancouver Canucks,0,Calgary Flames,1,Mike Leggo,Tom Kowal,0,1
2014020622,Los Angeles Kings,4,Winnipeg Jets,4,Kelly Sutherland,Kyle Rehman,0,0
2014020623,San Jose Sharks,1,New York Rangers,3,Dan O'Halloran,Brad Meier,0,1
2014020624,Edmonton Oilers,2,Florida Panthers,4,Francis Charron,Francois St-Laurent,0,1
2014020625,Chicago Blackhawks,4,Minnesota Wild,1,Rob Martell,Kevin Pollock,1,0
2014020626,Anaheim Ducks,4,Winnipeg Jets,4,Ian Walsh,Brad Meier,0,0
2014020627,Philadelphia Flyers,7,Tampa Bay Lightning,3,Ghislain Hebert,Tom Kowal,1,0
2014020628,Washington Capitals,2,Colorado Avalanche,1,Frederick L'Ecuyer,Steve Kozari,1,0
2014020629,Los Angeles Kings,2,Toronto Maple Leafs,0,Dave Jackson,Marc Joannette,1,0
2014020630,Boston Bruins,4,Tampa Bay Lightning,3,Wes McCauley,Jean Hebert,1,0
2014020631,Buffalo Sabres,1,Detroit Red Wings,3,Justin St. Pierre ,Eric Furlatt,0,1
2014020632,New York Rangers,0,New York Islanders,3,Paul Devorski,Kelly Sutherland,0,1
2014020633,Pittsburgh Penguins,7,Minnesota Wild,2,Tim Peel,Kevin Pollock,1,0
2014020634,Carolina Hurricanes,2,Colorado Avalanche,2,Dan O'Halloran,Rob Martell,0,0
2014020635,St. Louis Blues,4,Edmonton Oilers,2,Greg Kimmerly,Ian Walsh,1,0
2014020636,Nashville Predators,5,Vancouver Canucks,1,Chris Rooney,Gord Dwyer,1,0
2014020637,Winnipeg Jets,8,Florida Panthers,2,Francis Charron,Chris Lee,1,0
2014020638,Dallas Stars,5,Ottawa Senators,4,Brad Meier,Trevor Hanson,1,0
2014020639,Arizona Coyotes,2,San Jose Sharks,3,Dave Jackson,Marc Joannette,0,1
2014020640,Columbus Blue Jackets,2,Montréal Canadiens,3,Frederick L'Ecuyer,Tom Kowal,0,1
2014020641,Washington Capitals,1,Philadelphia Flyers,0,Mike Leggo,Jean Hebert,1,0
2014020642,Anaheim Ducks,4,Toronto Maple Leafs,0,Brad Watson,Kyle Rehman,1,0
2014020643,Los Angeles Kings,3,New Jersey Devils,5,Brian Pochmara,Graham Skilliter,0,1
2014020644,Boston Bruins,3,New York Rangers,0,Justin St. Pierre ,Chris Lee,1,0
2014020645,Buffalo Sabres,0,Minnesota Wild,7,Paul Devorski,Garrett Rank,0,1
2014020646,Philadelphia Flyers,0,Vancouver Canucks,4,Wes McCauley,Greg Kimmerly,0,1
2014020647,Ottawa Senators,4,Montréal Canadiens,1,Francis Charron,Dan O'Rourke,1,0
2014020648,Tampa Bay Lightning,3,Edmonton Oilers,2,Rob Martell,Kevin Pollock,1,0
2014020649,Florida Panthers,2,Colorado Avalanche,4,Chris Rooney,Eric Furlatt,0,1
2014020650,St. Louis Blues,2,Detroit Red Wings,3,Frederick L'Ecuyer,Gord Dwyer,0,1
2014020651,Dallas Stars,1,Winnipeg Jets,2,Marc Joannette,Ian Walsh,0,1
2014020652,Arizona Coyotes,1,Calgary Flames,4,Brian Pochmara,Kyle Rehman,0,1
2014020653,San Jose Sharks,3,Toronto Maple Leafs,1,Brad Watson,Brad Meier,1,0
2014020654,New York Islanders,6,Pittsburgh Penguins,3,Dan O'Rourke,Jean Hebert,1,0
2014020655,Carolina Hurricanes,0,Vancouver Canucks,3,Kelly Sutherland,Eric Furlatt,0,1
2014020656,Columbus Blue Jackets,1,New York Rangers,2,Mike Leggo,Steve Kozari,0,1
2014020657,Nashville Predators,4,Washington Capitals,3,Greg Kimmerly,Ian Walsh,1,0
2014020658,Chicago Blackhawks,2,Winnipeg Jets,4,Ghislain Hebert,Tom Kowal,0,1
2014020659,Anaheim Ducks,5,New Jersey Devils,1,Graham Skilliter,Francois St-Laurent,1,0
2014020660,Boston Bruins,1,Columbus Blue Jackets,3,Francis Charron,Dave Jackson,0,1
2014020661,Buffalo Sabres,3,Philadelphia Flyers,4,Mike Leggo,Steve Kozari,0,1
2014020662,Montréal Canadiens,6,New York Islanders,4,Wes McCauley,Kyle Rehman,1,0
2014020663,Ottawa Senators,2,Carolina Hurricanes,3,Paul Devorski,Kendrick Nicholson,0,1
2014020664,Detroit Red Wings,5,Nashville Predators,2,Chris Lee,Kevin Pollock,1,0
2014020665,Tampa Bay Lightning,2,Colorado Avalanche,2,Frederick L'Ecuyer,Gord Dwyer,0,0
2014020666,Florida Panthers,2,Edmonton Oilers,2,Kelly Sutherland,Justin St. Pierre ,0,0
2014020667,St. Louis Blues,3,Toronto Maple Leafs,0,Dan O'Halloran,Thomas John Luxmore,1,0
2014020668,Dallas Stars,5,Washington Capitals,4,Chris Rooney,Darcy Burchell,1,0
2014020669,Minnesota Wild,3,Arizona Coyotes,1,Ghislain Hebert,Brad Watson,1,0
2014020670,Los Angeles Kings,2,Anaheim Ducks,2,Tim Peel,Rob Martell,0,0
2014020671,San Jose Sharks,3,Calgary Flames,4,Graham Skilliter,Francois St-Laurent,0,1
2014020672,Pittsburgh Penguins,2,New York Rangers,5,Brian Pochmara,Eric Furlatt,0,1
2014020673,Chicago Blackhawks,3,Dallas Stars,6,Francis Charron,Dan O'Halloran,0,1
