Year,Ref,Team,Actual Score
2011,Eric Furlatt,Boston Bruins,1
2011,Eric Furlatt,Washington Capitals,2
2011,Stephen Walkom,Boston Bruins,1
2011,Stephen Walkom,Washington Capitals,2
2011,Eric Furlatt,Florida Panthers,2
2011,Eric Furlatt,New Jersey Devils,3
2011,Francois StLaurent,Florida Panthers,2
2011,Francois StLaurent,New Jersey Devils,3
2011,Brad Meier,Florida Panthers,4
2011,Brad Meier,New Jersey Devils,2
2011,Chris Rooney,Florida Panthers,4
2011,Chris Rooney,New Jersey Devils,2
2011,Steve Kozari,Florida Panthers,4
2011,Steve Kozari,New Jersey Devils,3
2011,Tim Peel,Florida Panthers,4
2011,Tim Peel,New Jersey Devils,3
2011,Ian Walsh,Florida Panthers,0
2011,Ian Walsh,New Jersey Devils,4
2011,Stephen Walkom,Florida Panthers,0
2011,Stephen Walkom,New Jersey Devils,4
2011,Chris Lee,Florida Panthers,3
2011,Chris Lee,New Jersey Devils,0
2011,Wes McCauley,Florida Panthers,3
2011,Wes McCauley,New Jersey Devils,0
2011,Brian Pochmara,Florida Panthers,2
2011,Brian Pochmara,New Jersey Devils,3
2011,Marc Joannette,Florida Panthers,2
2011,Marc Joannette,New Jersey Devils,3
2011,Chris Rooney,Florida Panthers,2
2011,Chris Rooney,New Jersey Devils,3
2011,Dan O'Rourke,Florida Panthers,2
2011,Dan O'Rourke,New Jersey Devils,3
2011,Brad Watson,Philadelphia Flyers,4
2011,Brad Watson,Pittsburgh Penguins,3
2011,Mike Leggo,Philadelphia Flyers,4
2011,Mike Leggo,Pittsburgh Penguins,3
2011,Steve Kozari,Philadelphia Flyers,8
2011,Steve Kozari,Pittsburgh Penguins,5
2011,Tim Peel,Philadelphia Flyers,8
2011,Tim Peel,Pittsburgh Penguins,5
2011,Eric Furlatt,Philadelphia Flyers,8
2011,Eric Furlatt,Pittsburgh Penguins,4
2011,Francois StLaurent,Philadelphia Flyers,8
2011,Francois StLaurent,Pittsburgh Penguins,4
2011,Chris Lee,Philadelphia Flyers,3
2011,Chris Lee,Pittsburgh Penguins,10
2011,Wes McCauley,Philadelphia Flyers,3
2011,Wes McCauley,Pittsburgh Penguins,10
2011,Dan O'Rourke,Philadelphia Flyers,2
2011,Dan O'Rourke,Pittsburgh Penguins,3
2011,Paul Devorski,Philadelphia Flyers,2
2011,Paul Devorski,Pittsburgh Penguins,3
2011,Kelly Sutherland,Philadelphia Flyers,5
2011,Kelly Sutherland,Pittsburgh Penguins,1
2011,Kevin Pollock,Philadelphia Flyers,5
2011,Kevin Pollock,Pittsburgh Penguins,1
2011,Dan O'Rourke,Los Angeles Kings,4
2011,Dan O'Rourke,Vancouver Canucks,2
2011,Paul Devorski,Los Angeles Kings,4
2011,Paul Devorski,Vancouver Canucks,2
2011,Chris Lee,Los Angeles Kings,4
2011,Chris Lee,Vancouver Canucks,2
2011,Wes McCauley,Los Angeles Kings,4
2011,Wes McCauley,Vancouver Canucks,2
2011,Kelly Sutherland,Los Angeles Kings,1
2011,Kelly Sutherland,Vancouver Canucks,0
2011,Kevin Pollock,Los Angeles Kings,1
2011,Kevin Pollock,Vancouver Canucks,0
2011,Dan O'Halloran,Los Angeles Kings,1
2011,Dan O'Halloran,Vancouver Canucks,3
2011,Tom Kowal,Los Angeles Kings,1
2011,Tom Kowal,Vancouver Canucks,3
2011,Brad Meier,Los Angeles Kings,2
2011,Brad Meier,Vancouver Canucks,1
2011,Chris Rooney,Los Angeles Kings,2
2011,Chris Rooney,Vancouver Canucks,1
2011,Kelly Sutherland,San Jose Sharks,3
2011,Kelly Sutherland,St. Louis Blues,2
2011,Kevin Pollock,San Jose Sharks,3
2011,Kevin Pollock,St. Louis Blues,2
2011,Brian Pochmara,San Jose Sharks,0
2011,Brian Pochmara,St. Louis Blues,3
2011,Marc Joannette,San Jose Sharks,0
2011,Marc Joannette,St. Louis Blues,3
2011,Dan O'Rourke,San Jose Sharks,3
2011,Dan O'Rourke,St. Louis Blues,4
2011,Paul Devorski,San Jose Sharks,3
2011,Paul Devorski,St. Louis Blues,4
2011,Brad Meier,San Jose Sharks,1
2011,Brad Meier,St. Louis Blues,2
2011,Chris Rooney,San Jose Sharks,1
2011,Chris Rooney,St. Louis Blues,2
2011,Dan O'Halloran,San Jose Sharks,1
2011,Dan O'Halloran,St. Louis Blues,3
2011,Tom Kowal,San Jose Sharks,1
2011,Tom Kowal,St. Louis Blues,3
2011,Brian Pochmara,Chicago Blackhawks,2
2011,Brian Pochmara,Phoenix Coyotes,3
2011,Marc Joannette,Chicago Blackhawks,2
2011,Marc Joannette,Phoenix Coyotes,3
2011,Dan O'Rourke,Chicago Blackhawks,4
2011,Dan O'Rourke,Phoenix Coyotes,3
2011,Paul Devorski,Chicago Blackhawks,4
2011,Paul Devorski,Phoenix Coyotes,3
2011,Ian Walsh,Chicago Blackhawks,2
2011,Ian Walsh,Phoenix Coyotes,3
2011,Stephen Walkom,Chicago Blackhawks,2
2011,Stephen Walkom,Phoenix Coyotes,3
2011,Kelly Sutherland,Chicago Blackhawks,2
2011,Kelly Sutherland,Phoenix Coyotes,3
2011,Kevin Pollock,Chicago Blackhawks,2
2011,Kevin Pollock,Phoenix Coyotes,3
2011,Brad Watson,Chicago Blackhawks,2
2011,Brad Watson,Phoenix Coyotes,1
2011,Mike Leggo,Chicago Blackhawks,2
2011,Mike Leggo,Phoenix Coyotes,1
2011,Chris Lee,Chicago Blackhawks,0
2011,Chris Lee,Phoenix Coyotes,4
2011,Wes McCauley,Chicago Blackhawks,0
2011,Wes McCauley,Phoenix Coyotes,4
2011,Brad Meier,Detroit Red Wings,2
2011,Brad Meier,Nashville Predators,3
2011,Chris Rooney,Detroit Red Wings,2
2011,Chris Rooney,Nashville Predators,3
2011,Brad Watson,Detroit Red Wings,3
2011,Brad Watson,Nashville Predators,2
2011,Mike Leggo,Detroit Red Wings,3
2011,Mike Leggo,Nashville Predators,2
2011,Steve Kozari,Detroit Red Wings,2
2011,Steve Kozari,Nashville Predators,3
2011,Tim Peel,Detroit Red Wings,2
2011,Tim Peel,Nashville Predators,3
2011,Kelly Sutherland,Detroit Red Wings,1
2011,Kelly Sutherland,Nashville Predators,3
2011,Kevin Pollock,Detroit Red Wings,1
2011,Kevin Pollock,Nashville Predators,3
2011,Eric Furlatt,Detroit Red Wings,1
2011,Eric Furlatt,Nashville Predators,2
2011,Francois StLaurent,Detroit Red Wings,1
2011,Francois StLaurent,Nashville Predators,2
2011,Kevin Pollock,New York Rangers,3
2011,Kevin Pollock,Washington Capitals,1
2011,Steve Kozari,New York Rangers,3
2011,Steve Kozari,Washington Capitals,1
2011,Eric Furlatt,New York Rangers,2
2011,Eric Furlatt,Washington Capitals,3
2011,Stephen Walkom,New York Rangers,2
2011,Stephen Walkom,Washington Capitals,3
2011,Chris Rooney,New York Rangers,2
2011,Chris Rooney,Washington Capitals,1
2011,Dan O'Rourke,New York Rangers,2
2011,Dan O'Rourke,Washington Capitals,1
2011,Brad Watson,New York Rangers,2
2011,Brad Watson,Washington Capitals,3
2011,Marc Joannette,New York Rangers,2
2011,Marc Joannette,Washington Capitals,3
2011,Chris Lee,New York Rangers,3
2011,Chris Lee,Washington Capitals,2
2011,Kelly Sutherland,New York Rangers,3
2011,Kelly Sutherland,Washington Capitals,2
2011,Dan O'Halloran,New York Rangers,1
2011,Dan O'Halloran,Washington Capitals,2
2011,Wes McCauley,New York Rangers,1
2011,Wes McCauley,Washington Capitals,2
2011,Chris Rooney,New York Rangers,2
2011,Chris Rooney,Washington Capitals,1
2011,Dan O'Rourke,New York Rangers,2
2011,Dan O'Rourke,Washington Capitals,1
2011,Dan O'Halloran,New Jersey Devils,3
2011,Dan O'Halloran,Philadelphia Flyers,4
2011,Wes McCauley,New Jersey Devils,3
2011,Wes McCauley,Philadelphia Flyers,4
2011,Chris Lee,New Jersey Devils,4
2011,Chris Lee,Philadelphia Flyers,1
2011,Kelly Sutherland,New Jersey Devils,4
2011,Kelly Sutherland,Philadelphia Flyers,1
2011,Brad Watson,New Jersey Devils,4
2011,Brad Watson,Philadelphia Flyers,3
2011,Marc Joannette,New Jersey Devils,4
2011,Marc Joannette,Philadelphia Flyers,3
2011,Kevin Pollock,New Jersey Devils,4
2011,Kevin Pollock,Philadelphia Flyers,2
2011,Steve Kozari,New Jersey Devils,4
2011,Steve Kozari,Philadelphia Flyers,2
2011,Eric Furlatt,New Jersey Devils,3
2011,Eric Furlatt,Philadelphia Flyers,1
2011,Stephen Walkom,New Jersey Devils,3
2011,Stephen Walkom,Philadelphia Flyers,1
2011,Eric Furlatt,Los Angeles Kings,3
2011,Eric Furlatt,St. Louis Blues,1
2011,Stephen Walkom,Los Angeles Kings,3
2011,Stephen Walkom,St. Louis Blues,1
2011,Chris Rooney,Los Angeles Kings,5
2011,Chris Rooney,St. Louis Blues,2
2011,Dan O'Rourke,Los Angeles Kings,5
2011,Dan O'Rourke,St. Louis Blues,2
2011,Kevin Pollock,Los Angeles Kings,4
2011,Kevin Pollock,St. Louis Blues,2
2011,Steve Kozari,Los Angeles Kings,4
2011,Steve Kozari,St. Louis Blues,2
2011,Dan O'Halloran,Los Angeles Kings,3
2011,Dan O'Halloran,St. Louis Blues,1
2011,Wes McCauley,Los Angeles Kings,3
2011,Wes McCauley,St. Louis Blues,1
2011,Chris Lee,Nashville Predators,3
2011,Chris Lee,Phoenix Coyotes,4
2011,Kelly Sutherland,Nashville Predators,3
2011,Kelly Sutherland,Phoenix Coyotes,4
2011,Brad Watson,Nashville Predators,3
2011,Brad Watson,Phoenix Coyotes,5
2011,Marc Joannette,Nashville Predators,3
2011,Marc Joannette,Phoenix Coyotes,5
2011,Eric Furlatt,Nashville Predators,2
2011,Eric Furlatt,Phoenix Coyotes,0
2011,Stephen Walkom,Nashville Predators,2
2011,Stephen Walkom,Phoenix Coyotes,0
2011,Dan O'Halloran,Nashville Predators,0
2011,Dan O'Halloran,Phoenix Coyotes,1
2011,Wes McCauley,Nashville Predators,0
2011,Wes McCauley,Phoenix Coyotes,1
2011,Chris Rooney,Nashville Predators,1
2011,Chris Rooney,Phoenix Coyotes,2
2011,Dan O'Rourke,Nashville Predators,1
2011,Dan O'Rourke,Phoenix Coyotes,2
2011,Dan O'Halloran,New Jersey Devils,0
2011,Dan O'Halloran,New York Rangers,3
2011,Wes McCauley,New Jersey Devils,0
2011,Wes McCauley,New York Rangers,3
2011,Chris Lee,New Jersey Devils,3
2011,Chris Lee,New York Rangers,2
2011,Kelly Sutherland,New Jersey Devils,3
2011,Kelly Sutherland,New York Rangers,2
2011,Brad Watson,New Jersey Devils,0
2011,Brad Watson,New York Rangers,3
2011,Kevin Pollock,New Jersey Devils,0
2011,Kevin Pollock,New York Rangers,3
2011,Chris Rooney,New Jersey Devils,4
2011,Chris Rooney,New York Rangers,1
2011,Dan O'Rourke,New Jersey Devils,4
2011,Dan O'Rourke,New York Rangers,1
2011,Dan O'Halloran,New Jersey Devils,5
2011,Dan O'Halloran,New York Rangers,3
2011,Wes McCauley,New Jersey Devils,5
2011,Wes McCauley,New York Rangers,3
2011,Brad Watson,New Jersey Devils,3
2011,Brad Watson,New York Rangers,2
2011,Kevin Pollock,New Jersey Devils,3
2011,Kevin Pollock,New York Rangers,2
2011,Brad Watson,Los Angeles Kings,4
2011,Brad Watson,Phoenix Coyotes,2
2011,Kevin Pollock,Los Angeles Kings,4
2011,Kevin Pollock,Phoenix Coyotes,2
2011,Chris Rooney,Los Angeles Kings,4
2011,Chris Rooney,Phoenix Coyotes,0
2011,Dan O'Rourke,Los Angeles Kings,4
2011,Dan O'Rourke,Phoenix Coyotes,0
2011,Dan O'Halloran,Los Angeles Kings,2
2011,Dan O'Halloran,Phoenix Coyotes,1
2011,Wes McCauley,Los Angeles Kings,2
2011,Wes McCauley,Phoenix Coyotes,1
2011,Chris Lee,Los Angeles Kings,0
2011,Chris Lee,Phoenix Coyotes,2
2011,Kelly Sutherland,Los Angeles Kings,0
2011,Kelly Sutherland,Phoenix Coyotes,2
2011,Brad Watson,Los Angeles Kings,4
2011,Brad Watson,Phoenix Coyotes,3
2011,Kevin Pollock,Los Angeles Kings,4
2011,Kevin Pollock,Phoenix Coyotes,3
2011,Brad Watson,Los Angeles Kings,2
2011,Brad Watson,New Jersey Devils,1
2011,Dan O'Halloran,Los Angeles Kings,2
2011,Dan O'Halloran,New Jersey Devils,1
2011,Chris Rooney,Los Angeles Kings,2
2011,Chris Rooney,New Jersey Devils,1
2011,Dan O'Rourke,Los Angeles Kings,2
2011,Dan O'Rourke,New Jersey Devils,1
2011,Brad Watson,Los Angeles Kings,4
2011,Brad Watson,New Jersey Devils,0
2011,Dan O'Halloran,Los Angeles Kings,4
2011,Dan O'Halloran,New Jersey Devils,0
2011,Chris Rooney,Los Angeles Kings,1
2011,Chris Rooney,New Jersey Devils,3
2011,Dan O'Rourke,Los Angeles Kings,1
2011,Dan O'Rourke,New Jersey Devils,3
2011,Brad Watson,Los Angeles Kings,1
2011,Brad Watson,New Jersey Devils,2
2011,Dan O'Halloran,Los Angeles Kings,1
2011,Dan O'Halloran,New Jersey Devils,2
2011,Chris Rooney,Los Angeles Kings,6
2011,Chris Rooney,New Jersey Devils,1
2011,Dan O'Rourke,Los Angeles Kings,6
2011,Dan O'Rourke,New Jersey Devils,1
2012,Kevin Pollock,New York Islanders,0
2012,Kevin Pollock,Pittsburgh Penguins,5
2012,Wes McCauley,New York Islanders,0
2012,Wes McCauley,Pittsburgh Penguins,5
2012,Chris Lee,New York Islanders,4
2012,Chris Lee,Pittsburgh Penguins,3
2012,Kelly Sutherland,New York Islanders,4
2012,Kelly Sutherland,Pittsburgh Penguins,3
2012,Brad Meier,New York Islanders,4
2012,Brad Meier,Pittsburgh Penguins,5
2012,Tim Peel,New York Islanders,4
2012,Tim Peel,Pittsburgh Penguins,5
2012,Dan O'Halloran,New York Islanders,6
2012,Dan O'Halloran,Pittsburgh Penguins,4
2012,Paul Devorski,New York Islanders,6
2012,Paul Devorski,Pittsburgh Penguins,4
2012,Dan O'Rourke,New York Islanders,0
2012,Dan O'Rourke,Pittsburgh Penguins,4
2012,Mike Leggo,New York Islanders,0
2012,Mike Leggo,Pittsburgh Penguins,4
2012,Chris Rooney,New York Islanders,3
2012,Chris Rooney,Pittsburgh Penguins,4
2012,Wes McCauley,New York Islanders,3
2012,Wes McCauley,Pittsburgh Penguins,4
2012,Dan O'Rourke,Montréal Canadiens,2
2012,Dan O'Rourke,Ottawa Senators,4
2012,Mike Leggo,Montréal Canadiens,2
2012,Mike Leggo,Ottawa Senators,4
2012,Kevin Pollock,Montréal Canadiens,3
2012,Kevin Pollock,Ottawa Senators,1
2012,Wes McCauley,Montréal Canadiens,3
2012,Wes McCauley,Ottawa Senators,1
2012,Dan O'Halloran,Montréal Canadiens,1
2012,Dan O'Halloran,Ottawa Senators,6
2012,Paul Devorski,Montréal Canadiens,1
2012,Paul Devorski,Ottawa Senators,6
2012,Brad Meier,Montréal Canadiens,2
2012,Brad Meier,Ottawa Senators,3
2012,Tim Peel,Montréal Canadiens,2
2012,Tim Peel,Ottawa Senators,3
2012,Chris Rooney,Montréal Canadiens,1
2012,Chris Rooney,Ottawa Senators,6
2012,Steve Kozari,Montréal Canadiens,1
2012,Steve Kozari,Ottawa Senators,6
2012,Chris Rooney,New York Rangers,1
2012,Chris Rooney,Washington Capitals,3
2012,Steve Kozari,New York Rangers,1
2012,Steve Kozari,Washington Capitals,3
2012,Eric Furlatt,New York Rangers,0
2012,Eric Furlatt,Washington Capitals,1
2012,Francois St-Laurent,New York Rangers,0
2012,Francois St-Laurent,Washington Capitals,1
2012,Dan O'Rourke,New York Rangers,4
2012,Dan O'Rourke,Washington Capitals,3
2012,Mike Leggo,New York Rangers,4
2012,Mike Leggo,Washington Capitals,3
2012,Brian Pochmara,New York Rangers,4
2012,Brian Pochmara,Washington Capitals,3
2012,Marc Joannette,New York Rangers,4
2012,Marc Joannette,Washington Capitals,3
2012,Brad Meier,New York Rangers,1
2012,Brad Meier,Washington Capitals,2
2012,Tim Peel,New York Rangers,1
2012,Tim Peel,Washington Capitals,2
2012,Brad Watson,New York Rangers,1
2012,Brad Watson,Washington Capitals,0
2012,Marc Joannette,New York Rangers,1
2012,Marc Joannette,Washington Capitals,0
2012,Chris Rooney,New York Rangers,5
2012,Chris Rooney,Washington Capitals,0
2012,Dan O'Rourke,New York Rangers,5
2012,Dan O'Rourke,Washington Capitals,0
2012,Chris Lee,Boston Bruins,4
2012,Chris Lee,Toronto Maple Leafs,1
2012,Kelly Sutherland,Boston Bruins,4
2012,Kelly Sutherland,Toronto Maple Leafs,1
2012,Dan O'Rourke,Boston Bruins,2
2012,Dan O'Rourke,Toronto Maple Leafs,4
2012,Mike Leggo,Boston Bruins,2
2012,Mike Leggo,Toronto Maple Leafs,4
2012,Chris Rooney,Boston Bruins,5
2012,Chris Rooney,Toronto Maple Leafs,2
2012,Steve Kozari,Boston Bruins,5
2012,Steve Kozari,Toronto Maple Leafs,2
2012,Eric Furlatt,Boston Bruins,4
2012,Eric Furlatt,Toronto Maple Leafs,3
2012,Francois St-Laurent,Boston Bruins,4
2012,Francois St-Laurent,Toronto Maple Leafs,3
2012,Dan O'Halloran,Boston Bruins,1
2012,Dan O'Halloran,Toronto Maple Leafs,2
2012,Paul Devorski,Boston Bruins,1
2012,Paul Devorski,Toronto Maple Leafs,2
2012,Brad Meier,Boston Bruins,1
2012,Brad Meier,Toronto Maple Leafs,2
2012,Dan O'Rourke,Boston Bruins,1
2012,Dan O'Rourke,Toronto Maple Leafs,2
2012,Brad Watson,Boston Bruins,5
2012,Brad Watson,Toronto Maple Leafs,4
2012,Dan O'Halloran,Boston Bruins,5
2012,Dan O'Halloran,Toronto Maple Leafs,4
2012,Brad Meier,Chicago Blackhawks,2
2012,Brad Meier,Minnesota Wild,1
2012,Tim Peel,Chicago Blackhawks,2
2012,Tim Peel,Minnesota Wild,1
2012,Brian Pochmara,Chicago Blackhawks,5
2012,Brian Pochmara,Minnesota Wild,2
2012,Marc Joannette,Chicago Blackhawks,5
2012,Marc Joannette,Minnesota Wild,2
2012,Brad Watson,Chicago Blackhawks,2
2012,Brad Watson,Minnesota Wild,3
2012,Tom Kowal,Chicago Blackhawks,2
2012,Tom Kowal,Minnesota Wild,3
2012,Greg Kimmerly,Chicago Blackhawks,3
2012,Greg Kimmerly,Minnesota Wild,0
2012,Stephen Walkom,Chicago Blackhawks,3
2012,Stephen Walkom,Minnesota Wild,0
2012,Chris Lee,Chicago Blackhawks,5
2012,Chris Lee,Minnesota Wild,1
2012,Kelly Sutherland,Chicago Blackhawks,5
2012,Kelly Sutherland,Minnesota Wild,1
2012,Brad Watson,Anaheim Ducks,3
2012,Brad Watson,Detroit Red Wings,1
2012,Tom Kowal,Anaheim Ducks,3
2012,Tom Kowal,Detroit Red Wings,1
2012,Greg Kimmerly,Anaheim Ducks,4
2012,Greg Kimmerly,Detroit Red Wings,5
2012,Stephen Walkom,Anaheim Ducks,4
2012,Stephen Walkom,Detroit Red Wings,5
2012,Chris Rooney,Anaheim Ducks,4
2012,Chris Rooney,Detroit Red Wings,0
2012,Steve Kozari,Anaheim Ducks,4
2012,Steve Kozari,Detroit Red Wings,0
2012,Eric Furlatt,Anaheim Ducks,2
2012,Eric Furlatt,Detroit Red Wings,3
2012,Francois St-Laurent,Anaheim Ducks,2
2012,Francois St-Laurent,Detroit Red Wings,3
2012,Kevin Pollock,Anaheim Ducks,3
2012,Kevin Pollock,Detroit Red Wings,2
2012,Wes McCauley,Anaheim Ducks,3
2012,Wes McCauley,Detroit Red Wings,2
2012,Brad Watson,Anaheim Ducks,3
2012,Brad Watson,Detroit Red Wings,4
2012,Marc Joannette,Anaheim Ducks,3
2012,Marc Joannette,Detroit Red Wings,4
2012,Eric Furlatt,Anaheim Ducks,2
2012,Eric Furlatt,Detroit Red Wings,3
2012,Stephen Walkom,Anaheim Ducks,2
2012,Stephen Walkom,Detroit Red Wings,3
2012,Eric Furlatt,San Jose Sharks,3
2012,Eric Furlatt,Vancouver Canucks,1
2012,Francois St-Laurent,San Jose Sharks,3
2012,Francois St-Laurent,Vancouver Canucks,1
2012,Brad Watson,San Jose Sharks,3
2012,Brad Watson,Vancouver Canucks,2
2012,Tom Kowal,San Jose Sharks,3
2012,Tom Kowal,Vancouver Canucks,2
2012,Brian Pochmara,San Jose Sharks,5
2012,Brian Pochmara,Vancouver Canucks,2
2012,Marc Joannette,San Jose Sharks,5
2012,Marc Joannette,Vancouver Canucks,2
2012,Chris Lee,San Jose Sharks,4
2012,Chris Lee,Vancouver Canucks,3
2012,Kelly Sutherland,San Jose Sharks,4
2012,Kelly Sutherland,Vancouver Canucks,3
2012,Brian Pochmara,Los Angeles Kings,1
2012,Brian Pochmara,St. Louis Blues,2
2012,Marc Joannette,Los Angeles Kings,1
2012,Marc Joannette,St. Louis Blues,2
2012,Dan O'Halloran,Los Angeles Kings,1
2012,Dan O'Halloran,St. Louis Blues,2
2012,Paul Devorski,Los Angeles Kings,1
2012,Paul Devorski,St. Louis Blues,2
2012,Greg Kimmerly,Los Angeles Kings,1
2012,Greg Kimmerly,St. Louis Blues,0
2012,Stephen Walkom,Los Angeles Kings,1
2012,Stephen Walkom,St. Louis Blues,0
2012,Kevin Pollock,Los Angeles Kings,4
2012,Kevin Pollock,St. Louis Blues,3
2012,Wes McCauley,Los Angeles Kings,4
2012,Wes McCauley,St. Louis Blues,3
2012,Brad Watson,Los Angeles Kings,3
2012,Brad Watson,St. Louis Blues,2
2012,Tom Kowal,Los Angeles Kings,3
2012,Tom Kowal,St. Louis Blues,2
2012,Eric Furlatt,Los Angeles Kings,2
2012,Eric Furlatt,St. Louis Blues,1
2012,Stephen Walkom,Los Angeles Kings,2
2012,Stephen Walkom,St. Louis Blues,1
2012,Marc Joannette,Ottawa Senators,1
2012,Marc Joannette,Pittsburgh Penguins,4
2012,Wes McCauley,Ottawa Senators,1
2012,Wes McCauley,Pittsburgh Penguins,4
2012,Chris Lee,Ottawa Senators,3
2012,Chris Lee,Pittsburgh Penguins,4
2012,Dan O'Halloran,Ottawa Senators,3
2012,Dan O'Halloran,Pittsburgh Penguins,4
2012,Eric Furlatt,Ottawa Senators,2
2012,Eric Furlatt,Pittsburgh Penguins,1
2012,Stephen Walkom,Ottawa Senators,2
2012,Stephen Walkom,Pittsburgh Penguins,1
2012,Brad Watson,Ottawa Senators,3
2012,Brad Watson,Pittsburgh Penguins,7
2012,Tom Kowal,Ottawa Senators,3
2012,Tom Kowal,Pittsburgh Penguins,7
2012,Dan O'Rourke,Ottawa Senators,2
2012,Dan O'Rourke,Pittsburgh Penguins,6
2012,Kevin Pollock,Ottawa Senators,2
2012,Kevin Pollock,Pittsburgh Penguins,6
2012,Brad Meier,Boston Bruins,3
2012,Brad Meier,New York Rangers,2
2012,Chris Rooney,Boston Bruins,3
2012,Chris Rooney,New York Rangers,2
2012,Chris Lee,Boston Bruins,5
2012,Chris Lee,New York Rangers,2
2012,Dan O'Halloran,Boston Bruins,5
2012,Dan O'Halloran,New York Rangers,2
2012,Dan O'Rourke,Boston Bruins,2
2012,Dan O'Rourke,New York Rangers,1
2012,Kevin Pollock,Boston Bruins,2
2012,Kevin Pollock,New York Rangers,1
2012,Eric Furlatt,Boston Bruins,3
2012,Eric Furlatt,New York Rangers,4
2012,Stephen Walkom,Boston Bruins,3
2012,Stephen Walkom,New York Rangers,4
2012,Brad Watson,Boston Bruins,3
2012,Brad Watson,New York Rangers,1
2012,Tom Kowal,Boston Bruins,3
2012,Tom Kowal,New York Rangers,1
2012,Dan O'Rourke,Chicago Blackhawks,4
2012,Dan O'Rourke,Detroit Red Wings,1
2012,Kevin Pollock,Chicago Blackhawks,4
2012,Kevin Pollock,Detroit Red Wings,1
2012,Brad Meier,Chicago Blackhawks,1
2012,Brad Meier,Detroit Red Wings,4
2012,Chris Rooney,Chicago Blackhawks,1
2012,Chris Rooney,Detroit Red Wings,4
2012,Brad Watson,Chicago Blackhawks,1
2012,Brad Watson,Detroit Red Wings,3
2012,Tom Kowal,Chicago Blackhawks,1
2012,Tom Kowal,Detroit Red Wings,3
2012,Marc Joannette,Chicago Blackhawks,0
2012,Marc Joannette,Detroit Red Wings,2
2012,Wes McCauley,Chicago Blackhawks,0
2012,Wes McCauley,Detroit Red Wings,2
2012,Eric Furlatt,Chicago Blackhawks,4
2012,Eric Furlatt,Detroit Red Wings,1
2012,Stephen Walkom,Chicago Blackhawks,4
2012,Stephen Walkom,Detroit Red Wings,1
2012,Chris Rooney,Chicago Blackhawks,4
2012,Chris Rooney,Detroit Red Wings,3
2012,Dan O'Halloran,Chicago Blackhawks,4
2012,Dan O'Halloran,Detroit Red Wings,3
2012,Dan O'Rourke,Chicago Blackhawks,2
2012,Dan O'Rourke,Detroit Red Wings,1
2012,Stephen Walkom,Chicago Blackhawks,2
2012,Stephen Walkom,Detroit Red Wings,1
2012,Eric Furlatt,Los Angeles Kings,2
2012,Eric Furlatt,San Jose Sharks,0
2012,Stephen Walkom,Los Angeles Kings,2
2012,Stephen Walkom,San Jose Sharks,0
2012,Brad Watson,Los Angeles Kings,4
2012,Brad Watson,San Jose Sharks,3
2012,Tom Kowal,Los Angeles Kings,4
2012,Tom Kowal,San Jose Sharks,3
2012,Marc Joannette,Los Angeles Kings,1
2012,Marc Joannette,San Jose Sharks,2
2012,Wes McCauley,Los Angeles Kings,1
2012,Wes McCauley,San Jose Sharks,2
2012,Brad Meier,Los Angeles Kings,1
2012,Brad Meier,San Jose Sharks,2
2012,Chris Rooney,Los Angeles Kings,1
2012,Chris Rooney,San Jose Sharks,2
2012,Chris Lee,Los Angeles Kings,3
2012,Chris Lee,San Jose Sharks,0
2012,Dan O'Halloran,Los Angeles Kings,3
2012,Dan O'Halloran,San Jose Sharks,0
2012,Dan O'Rourke,Los Angeles Kings,1
2012,Dan O'Rourke,San Jose Sharks,2
2012,Kevin Pollock,Los Angeles Kings,1
2012,Kevin Pollock,San Jose Sharks,2
2012,Brad Watson,Los Angeles Kings,2
2012,Brad Watson,San Jose Sharks,1
2012,Wes McCauley,Los Angeles Kings,2
2012,Wes McCauley,San Jose Sharks,1
2012,Brad Watson,Boston Bruins,3
2012,Brad Watson,Pittsburgh Penguins,0
2012,Chris Rooney,Boston Bruins,3
2012,Chris Rooney,Pittsburgh Penguins,0
2012,Dan O'Halloran,Boston Bruins,6
2012,Dan O'Halloran,Pittsburgh Penguins,1
2012,Wes McCauley,Boston Bruins,6
2012,Wes McCauley,Pittsburgh Penguins,1
2012,Dan O'Rourke,Boston Bruins,2
2012,Dan O'Rourke,Pittsburgh Penguins,1
2012,Marc Joannette,Boston Bruins,2
2012,Marc Joannette,Pittsburgh Penguins,1
2012,Eric Furlatt,Boston Bruins,1
2012,Eric Furlatt,Pittsburgh Penguins,0
2012,Stephen Walkom,Boston Bruins,1
2012,Stephen Walkom,Pittsburgh Penguins,0
2012,Dan O'Halloran,Chicago Blackhawks,2
2012,Dan O'Halloran,Los Angeles Kings,1
2012,Wes McCauley,Chicago Blackhawks,2
2012,Wes McCauley,Los Angeles Kings,1
2012,Dan O'Rourke,Chicago Blackhawks,4
2012,Dan O'Rourke,Los Angeles Kings,2
2012,Marc Joannette,Chicago Blackhawks,4
2012,Marc Joannette,Los Angeles Kings,2
2012,Eric Furlatt,Chicago Blackhawks,1
2012,Eric Furlatt,Los Angeles Kings,3
2012,Stephen Walkom,Chicago Blackhawks,1
2012,Stephen Walkom,Los Angeles Kings,3
2012,Brad Watson,Chicago Blackhawks,3
2012,Brad Watson,Los Angeles Kings,2
2012,Chris Rooney,Chicago Blackhawks,3
2012,Chris Rooney,Los Angeles Kings,2
