Year,Ref,Team,Actual Score
2001,Rob Shick,Philadelphia Flyers,0
2001,Don Koharski,Ottawa Senators,3
2001,Don Koharski,Philadelphia Flyers,0
2001,Mike Hasenfratz,Ottawa Senators,3
2001,Mike Hasenfratz,Philadelphia Flyers,0
2001,Bill McCreary,Ottawa Senators,3
2001,Bill McCreary,Philadelphia Flyers,0
2001,Rob Shick,Ottawa Senators,3
2001,Rob Shick,Philadelphia Flyers,0
2001,Dan O'Halloran,Ottawa Senators,2
2001,Dan O'Halloran,Philadelphia Flyers,1
2001,Kerry Fraser,Ottawa Senators,2
2001,Kerry Fraser,Philadelphia Flyers,1
2001,Michael McGeough,Carolina Hurricanes,2
2001,Michael McGeough,New Jersey Devils,1
2001,Rob Shick,Carolina Hurricanes,2
2001,Rob Shick,New Jersey Devils,1
2001,Brad Watson,Carolina Hurricanes,2
2001,Brad Watson,New Jersey Devils,1
2001,Rob Shick,Carolina Hurricanes,2
2001,Rob Shick,New Jersey Devils,1
2001,Bill McCreary,Carolina Hurricanes,0
2001,Bill McCreary,New Jersey Devils,4
2001,Dan Marouelli,Carolina Hurricanes,0
2001,Dan Marouelli,New Jersey Devils,4
2001,Dan Marouelli,Carolina Hurricanes,1
2001,Dan Marouelli,New Jersey Devils,3
2001,Dave Jackson,Carolina Hurricanes,1
2001,Dave Jackson,New Jersey Devils,3
2001,Dan O'Halloran,Carolina Hurricanes,3
2001,Dan O'Halloran,New Jersey Devils,2
2001,Kerry Fraser,Carolina Hurricanes,3
2001,Kerry Fraser,New Jersey Devils,2
2001,Don Van Massenhoven,Carolina Hurricanes,1
2001,Don Van Massenhoven,New Jersey Devils,0
2001,Mark Faucette,Carolina Hurricanes,1
2001,Mark Faucette,New Jersey Devils,0
2001,Dan Marouelli,New York Islanders,1
2001,Dan Marouelli,Toronto Maple Leafs,3
2001,Don Van Massenhoven,New York Islanders,1
2001,Don Van Massenhoven,Toronto Maple Leafs,3
2001,Dave Jackson,New York Islanders,0
2001,Dave Jackson,Toronto Maple Leafs,2
2001,Don Koharski,New York Islanders,0
2001,Don Koharski,Toronto Maple Leafs,2
2001,Bill McCreary,New York Islanders,6
2001,Bill McCreary,Toronto Maple Leafs,1
2001,Shane Heyer,New York Islanders,6
2001,Shane Heyer,Toronto Maple Leafs,1
2001,Brad Watson,New York Islanders,4
2001,Brad Watson,Toronto Maple Leafs,3
2001,Dan Marouelli,New York Islanders,4
2001,Dan Marouelli,Toronto Maple Leafs,3
2001,Kevin Pollock,New York Islanders,3
2001,Kevin Pollock,Toronto Maple Leafs,6
2001,Paul Devorski,New York Islanders,3
2001,Paul Devorski,Toronto Maple Leafs,6
2001,Kerry Fraser,New York Islanders,5
2001,Kerry Fraser,Toronto Maple Leafs,3
2001,Paul Devorski,New York Islanders,5
2001,Paul Devorski,Toronto Maple Leafs,3
2001,Don Koharski,New York Islanders,2
2001,Don Koharski,Toronto Maple Leafs,4
2001,Stephen Walkom,New York Islanders,2
2001,Stephen Walkom,Toronto Maple Leafs,4
2001,Dave Jackson,Detroit Red Wings,3
2001,Dave Jackson,Vancouver Canucks,4
2001,Don Koharski,Detroit Red Wings,3
2001,Don Koharski,Vancouver Canucks,4
2001,Don Koharski,Detroit Red Wings,2
2001,Don Koharski,Vancouver Canucks,5
2001,Mike Hasenfratz,Detroit Red Wings,2
2001,Mike Hasenfratz,Vancouver Canucks,5
2001,Marc Joannette,Detroit Red Wings,3
2001,Marc Joannette,Vancouver Canucks,1
2001,Stephen Walkom,Detroit Red Wings,3
2001,Stephen Walkom,Vancouver Canucks,1
2001,Mark Faucette,Detroit Red Wings,4
2001,Mark Faucette,Vancouver Canucks,2
2001,Stephen Walkom,Detroit Red Wings,4
2001,Stephen Walkom,Vancouver Canucks,2
2001,Brad Watson,Detroit Red Wings,4
2001,Brad Watson,Vancouver Canucks,0
2001,Dan Marouelli,Detroit Red Wings,4
2001,Dan Marouelli,Vancouver Canucks,0
2001,Bill McCreary,Detroit Red Wings,6
2001,Bill McCreary,Vancouver Canucks,4
2001,Michael McGeough,Detroit Red Wings,6
2001,Michael McGeough,Vancouver Canucks,4
2001,Kerry Fraser,Colorado Avalanche,4
2001,Kerry Fraser,Los Angeles Kings,3
2001,Stephane Auger,Colorado Avalanche,4
2001,Stephane Auger,Los Angeles Kings,3
2001,Dan O'Halloran,Colorado Avalanche,5
2001,Dan O'Halloran,Los Angeles Kings,3
2001,Kerry Fraser,Colorado Avalanche,5
2001,Kerry Fraser,Los Angeles Kings,3
2001,Dennis LaRue,Colorado Avalanche,1
2001,Dennis LaRue,Los Angeles Kings,3
2001,Don Van Massenhoven,Colorado Avalanche,1
2001,Don Van Massenhoven,Los Angeles Kings,3
2001,Don Van Massenhoven,Colorado Avalanche,1
2001,Don Van Massenhoven,Los Angeles Kings,0
2001,Michael McGeough,Colorado Avalanche,1
2001,Michael McGeough,Los Angeles Kings,0
2001,Mark Faucette,Colorado Avalanche,0
2001,Mark Faucette,Los Angeles Kings,1
2001,Stephen Walkom,Colorado Avalanche,0
2001,Stephen Walkom,Los Angeles Kings,1
2001,Dave Jackson,Colorado Avalanche,1
2001,Dave Jackson,Los Angeles Kings,3
2001,Stephen Walkom,Colorado Avalanche,1
2001,Stephen Walkom,Los Angeles Kings,3
2001,Bill McCreary,Colorado Avalanche,4
2001,Bill McCreary,Los Angeles Kings,0
2001,Michael McGeough,Colorado Avalanche,4
2001,Michael McGeough,Los Angeles Kings,0
2001,Stephen Walkom,Phoenix Coyotes,1
2001,Stephen Walkom,San Jose Sharks,2
2001,Tim Peel,Phoenix Coyotes,1
2001,Tim Peel,San Jose Sharks,2
2001,Mark Faucette,Phoenix Coyotes,3
2001,Mark Faucette,San Jose Sharks,1
2001,Stephen Walkom,Phoenix Coyotes,3
2001,Stephen Walkom,San Jose Sharks,1
2001,Paul Devorski,Phoenix Coyotes,1
2001,Paul Devorski,San Jose Sharks,4
2001,Stephane Auger,Phoenix Coyotes,1
2001,Stephane Auger,San Jose Sharks,4
2001,Kevin Pollock,Phoenix Coyotes,1
2001,Kevin Pollock,San Jose Sharks,2
2001,Paul Devorski,Phoenix Coyotes,1
2001,Paul Devorski,San Jose Sharks,2
2001,Dennis LaRue,Phoenix Coyotes,1
2001,Dennis LaRue,San Jose Sharks,4
2001,Rob Shick,Phoenix Coyotes,1
2001,Rob Shick,San Jose Sharks,4
2001,Kevin Pollock,Chicago Blackhawks,2
2001,Kevin Pollock,St. Louis Blues,1
2001,Paul Devorski,Chicago Blackhawks,2
2001,Paul Devorski,St. Louis Blues,1
2001,Dennis LaRue,Chicago Blackhawks,0
2001,Dennis LaRue,St. Louis Blues,2
2001,Paul Devorski,Chicago Blackhawks,0
2001,Paul Devorski,St. Louis Blues,2
2001,Dan O'Halloran,Chicago Blackhawks,0
2001,Dan O'Halloran,St. Louis Blues,4
2001,Kerry Fraser,Chicago Blackhawks,0
2001,Kerry Fraser,St. Louis Blues,4
2001,Kerry Fraser,Chicago Blackhawks,0
2001,Kerry Fraser,St. Louis Blues,1
2001,Tim Peel,Chicago Blackhawks,0
2001,Tim Peel,St. Louis Blues,1
2001,Don Van Massenhoven,Chicago Blackhawks,3
2001,Don Van Massenhoven,St. Louis Blues,5
2001,Michael McGeough,Chicago Blackhawks,3
2001,Michael McGeough,St. Louis Blues,5
2001,Kevin Pollock,Carolina Hurricanes,2
2001,Kevin Pollock,Montréal Canadiens,0
2001,Stephen Walkom,Carolina Hurricanes,2
2001,Stephen Walkom,Montréal Canadiens,0
2001,Michael McGeough,Carolina Hurricanes,1
2001,Michael McGeough,Montréal Canadiens,4
2001,Stephen Walkom,Carolina Hurricanes,1
2001,Stephen Walkom,Montréal Canadiens,4
2001,Don Koharski,Carolina Hurricanes,1
2001,Don Koharski,Montréal Canadiens,2
2001,Don Van Massenhoven,Carolina Hurricanes,1
2001,Don Van Massenhoven,Montréal Canadiens,2
2001,Dave Jackson,Carolina Hurricanes,4
2001,Dave Jackson,Montréal Canadiens,3
2001,Kerry Fraser,Carolina Hurricanes,4
2001,Kerry Fraser,Montréal Canadiens,3
2001,Brad Watson,Carolina Hurricanes,5
2001,Brad Watson,Montréal Canadiens,1
2001,Paul Devorski,Carolina Hurricanes,5
2001,Paul Devorski,Montréal Canadiens,1
2001,Kevin Pollock,Carolina Hurricanes,8
2001,Kevin Pollock,Montréal Canadiens,2
2001,Rob Shick,Carolina Hurricanes,8
2001,Rob Shick,Montréal Canadiens,2
2001,Dan Marouelli,Ottawa Senators,5
2001,Dan Marouelli,Toronto Maple Leafs,0
2001,Michael McGeough,Ottawa Senators,5
2001,Michael McGeough,Toronto Maple Leafs,0
2001,Bill McCreary,Ottawa Senators,2
2001,Bill McCreary,Toronto Maple Leafs,3
2001,Don Van Massenhoven,Ottawa Senators,2
2001,Don Van Massenhoven,Toronto Maple Leafs,3
2001,Brad Watson,Ottawa Senators,3
2001,Brad Watson,Toronto Maple Leafs,2
2001,Don Koharski,Ottawa Senators,3
2001,Don Koharski,Toronto Maple Leafs,2
2001,Kerry Fraser,Ottawa Senators,1
2001,Kerry Fraser,Toronto Maple Leafs,2
2001,Kevin Pollock,Ottawa Senators,1
2001,Kevin Pollock,Toronto Maple Leafs,2
2001,Rob Shick,Ottawa Senators,4
2001,Rob Shick,Toronto Maple Leafs,2
2001,Stephen Walkom,Ottawa Senators,4
2001,Stephen Walkom,Toronto Maple Leafs,2
2001,Bill McCreary,Ottawa Senators,3
2001,Bill McCreary,Toronto Maple Leafs,4
2001,Dave Jackson,Ottawa Senators,3
2001,Dave Jackson,Toronto Maple Leafs,4
2001,Bill McCreary,Ottawa Senators,0
2001,Bill McCreary,Toronto Maple Leafs,3
2001,Don Koharski,Ottawa Senators,0
2001,Don Koharski,Toronto Maple Leafs,3
2001,Dave Jackson,Detroit Red Wings,2
2001,Dave Jackson,St. Louis Blues,0
2001,Paul Devorski,Detroit Red Wings,2
2001,Paul Devorski,St. Louis Blues,0
2001,Kerry Fraser,Detroit Red Wings,3
2001,Kerry Fraser,St. Louis Blues,2
2001,Paul Devorski,Detroit Red Wings,3
2001,Paul Devorski,St. Louis Blues,2
2001,Michael McGeough,Detroit Red Wings,1
2001,Michael McGeough,St. Louis Blues,6
2001,Rob Shick,Detroit Red Wings,1
2001,Rob Shick,St. Louis Blues,6
2001,Bill McCreary,Detroit Red Wings,4
2001,Bill McCreary,St. Louis Blues,3
2001,Michael McGeough,Detroit Red Wings,4
2001,Michael McGeough,St. Louis Blues,3
2001,Dan Marouelli,Detroit Red Wings,4
2001,Dan Marouelli,St. Louis Blues,0
2001,Kevin Pollock,Detroit Red Wings,4
2001,Kevin Pollock,St. Louis Blues,0
2001,Bill McCreary,Colorado Avalanche,3
2001,Bill McCreary,San Jose Sharks,6
2001,Rob Shick,Colorado Avalanche,3
2001,Rob Shick,San Jose Sharks,6
2001,Dan Marouelli,Colorado Avalanche,8
2001,Dan Marouelli,San Jose Sharks,2
2001,Dennis LaRue,Colorado Avalanche,8
2001,Dennis LaRue,San Jose Sharks,2
2001,Dan Marouelli,Colorado Avalanche,4
2001,Dan Marouelli,San Jose Sharks,6
2001,Dan O'Halloran,Colorado Avalanche,4
2001,Dan O'Halloran,San Jose Sharks,6
2001,Dennis LaRue,Colorado Avalanche,4
2001,Dennis LaRue,San Jose Sharks,1
2001,Paul Devorski,Colorado Avalanche,4
2001,Paul Devorski,San Jose Sharks,1
2001,Don Koharski,Colorado Avalanche,3
2001,Don Koharski,San Jose Sharks,5
2001,Don Van Massenhoven,Colorado Avalanche,3
2001,Don Van Massenhoven,San Jose Sharks,5
2001,Don Van Massenhoven,Colorado Avalanche,2
2001,Don Van Massenhoven,San Jose Sharks,1
2001,Kerry Fraser,Colorado Avalanche,2
2001,Kerry Fraser,San Jose Sharks,1
2001,Kerry Fraser,Colorado Avalanche,1
2001,Kerry Fraser,San Jose Sharks,0
2001,Stephen Walkom,Colorado Avalanche,1
2001,Stephen Walkom,San Jose Sharks,0
2001,Dan Marouelli,Carolina Hurricanes,1
2001,Dan Marouelli,Toronto Maple Leafs,2
2001,Rob Shick,Carolina Hurricanes,1
2001,Rob Shick,Toronto Maple Leafs,2
2001,Kevin Pollock,Carolina Hurricanes,2
2001,Kevin Pollock,Toronto Maple Leafs,1
2001,Paul Devorski,Carolina Hurricanes,2
2001,Paul Devorski,Toronto Maple Leafs,1
2001,Don Koharski,Carolina Hurricanes,2
2001,Don Koharski,Toronto Maple Leafs,1
2001,Michael McGeough,Carolina Hurricanes,2
2001,Michael McGeough,Toronto Maple Leafs,1
2001,Bill McCreary,Carolina Hurricanes,3
2001,Bill McCreary,Toronto Maple Leafs,0
2001,Stephen Walkom,Carolina Hurricanes,3
2001,Stephen Walkom,Toronto Maple Leafs,0
2001,Kerry Fraser,Carolina Hurricanes,0
2001,Kerry Fraser,Toronto Maple Leafs,1
2001,Rob Shick,Carolina Hurricanes,0
2001,Rob Shick,Toronto Maple Leafs,1
2001,Dan Marouelli,Carolina Hurricanes,2
2001,Dan Marouelli,Toronto Maple Leafs,1
2001,Paul Devorski,Carolina Hurricanes,2
2001,Paul Devorski,Toronto Maple Leafs,1
2001,Don Koharski,Colorado Avalanche,3
2001,Don Koharski,Detroit Red Wings,5
2001,Michael McGeough,Colorado Avalanche,3
2001,Michael McGeough,Detroit Red Wings,5
2001,Bill McCreary,Colorado Avalanche,4
2001,Bill McCreary,Detroit Red Wings,3
2001,Stephen Walkom,Colorado Avalanche,4
2001,Stephen Walkom,Detroit Red Wings,3
2001,Kerry Fraser,Colorado Avalanche,1
2001,Kerry Fraser,Detroit Red Wings,2
2001,Rob Shick,Colorado Avalanche,1
2001,Rob Shick,Detroit Red Wings,2
2001,Dan Marouelli,Colorado Avalanche,3
2001,Dan Marouelli,Detroit Red Wings,2
2001,Paul Devorski,Colorado Avalanche,3
2001,Paul Devorski,Detroit Red Wings,2
2001,Don Koharski,Colorado Avalanche,2
2001,Don Koharski,Detroit Red Wings,1
2001,Kevin Pollock,Colorado Avalanche,2
2001,Kevin Pollock,Detroit Red Wings,1
2001,Kerry Fraser,Colorado Avalanche,0
2001,Kerry Fraser,Detroit Red Wings,2
2001,Stephen Walkom,Colorado Avalanche,0
2001,Stephen Walkom,Detroit Red Wings,2
2001,Bill McCreary,Colorado Avalanche,0
2001,Bill McCreary,Detroit Red Wings,7
2001,Don Koharski,Colorado Avalanche,0
2001,Don Koharski,Detroit Red Wings,7
2001,Bill McCreary,Carolina Hurricanes,3
2001,Bill McCreary,Detroit Red Wings,2
2001,Stephen Walkom,Carolina Hurricanes,3
2001,Stephen Walkom,Detroit Red Wings,2
2001,Don Koharski,Carolina Hurricanes,1
2001,Don Koharski,Detroit Red Wings,3
2001,Paul Devorski,Carolina Hurricanes,1
2001,Paul Devorski,Detroit Red Wings,3
2001,Bill McCreary,Carolina Hurricanes,2
2001,Bill McCreary,Detroit Red Wings,3
2001,Stephen Walkom,Carolina Hurricanes,2
2001,Stephen Walkom,Detroit Red Wings,3
2001,Don Koharski,Carolina Hurricanes,0
2001,Don Koharski,Detroit Red Wings,3
2001,Paul Devorski,Carolina Hurricanes,0
2001,Paul Devorski,Detroit Red Wings,3
2001,Bill McCreary,Carolina Hurricanes,1
2001,Bill McCreary,Detroit Red Wings,3
2001,Stephen Walkom,Carolina Hurricanes,1
2001,Stephen Walkom,Detroit Red Wings,3
2002,Bill McCreary,New York Islanders,3
2002,Bill McCreary,Ottawa Senators,0
2002,Marc Joannette,New York Islanders,3
2002,Marc Joannette,Ottawa Senators,0
2002,Michael McGeough,New York Islanders,0
2002,Michael McGeough,Ottawa Senators,3
2002,Paul Devorski,New York Islanders,0
2002,Paul Devorski,Ottawa Senators,3
2002,Chris Rooney,New York Islanders,2
2002,Chris Rooney,Ottawa Senators,3
2002,Kerry Fraser,New York Islanders,2
2002,Kerry Fraser,Ottawa Senators,3
2002,Bill McCreary,New York Islanders,1
2002,Bill McCreary,Ottawa Senators,3
2002,Dennis LaRue,New York Islanders,1
2002,Dennis LaRue,Ottawa Senators,3
2002,Dan Marouelli,New York Islanders,1
2002,Dan Marouelli,Ottawa Senators,4
2002,Kelly Sutherland,New York Islanders,1
2002,Kelly Sutherland,Ottawa Senators,4
2002,Kelly Sutherland,Boston Bruins,1
2002,Kelly Sutherland,New Jersey Devils,2
2002,Kerry Fraser,Boston Bruins,1
2002,Kerry Fraser,New Jersey Devils,2
2002,Brad Watson,Boston Bruins,2
2002,Brad Watson,New Jersey Devils,4
2002,Kevin Pollock,Boston Bruins,2
2002,Kevin Pollock,New Jersey Devils,4
2002,Bill McCreary,Boston Bruins,0
2002,Bill McCreary,New Jersey Devils,3
2002,Marc Joannette,Boston Bruins,0
2002,Marc Joannette,New Jersey Devils,3
2002,Dan O'Halloran,Boston Bruins,5
2002,Dan O'Halloran,New Jersey Devils,1
2002,Kerry Fraser,Boston Bruins,5
2002,Kerry Fraser,New Jersey Devils,1
2002,Don Koharski,Boston Bruins,0
2002,Don Koharski,New Jersey Devils,3
2002,Paul Devorski,Boston Bruins,0
2002,Paul Devorski,New Jersey Devils,3
2002,Dan O'Halloran,Tampa Bay Lightning,0
2002,Dan O'Halloran,Washington Capitals,3
2002,Don Van Massenhoven,Tampa Bay Lightning,0
2002,Don Van Massenhoven,Washington Capitals,3
2002,Kelly Sutherland,Tampa Bay Lightning,3
2002,Kelly Sutherland,Washington Capitals,6
2002,Kerry Fraser,Tampa Bay Lightning,3
2002,Kerry Fraser,Washington Capitals,6
2002,Bill McCreary,Tampa Bay Lightning,4
2002,Bill McCreary,Washington Capitals,3
2002,Dennis LaRue,Tampa Bay Lightning,4
2002,Dennis LaRue,Washington Capitals,3
2002,Paul Devorski,Tampa Bay Lightning,3
2002,Paul Devorski,Washington Capitals,1
2002,Tim Peel,Tampa Bay Lightning,3
2002,Tim Peel,Washington Capitals,1
2002,Brad Watson,Tampa Bay Lightning,2
2002,Brad Watson,Washington Capitals,1
2002,Dave Jackson,Tampa Bay Lightning,2
2002,Dave Jackson,Washington Capitals,1
2002,Paul Devorski,Tampa Bay Lightning,2
2002,Paul Devorski,Washington Capitals,1
2002,Rob Shick,Tampa Bay Lightning,2
2002,Rob Shick,Washington Capitals,1
2002,Stephane Auger,Philadelphia Flyers,3
2002,Stephane Auger,Toronto Maple Leafs,5
2002,Stephen Walkom,Philadelphia Flyers,3
2002,Stephen Walkom,Toronto Maple Leafs,5
2002,Bill McCreary,Philadelphia Flyers,4
2002,Bill McCreary,Toronto Maple Leafs,1
2002,Marc Joannette,Philadelphia Flyers,4
2002,Marc Joannette,Toronto Maple Leafs,1
2002,Kevin Pollock,Philadelphia Flyers,3
2002,Kevin Pollock,Toronto Maple Leafs,4
2002,Paul Devorski,Philadelphia Flyers,3
2002,Paul Devorski,Toronto Maple Leafs,4
2002,Don Koharski,Philadelphia Flyers,3
2002,Don Koharski,Toronto Maple Leafs,2
2002,Stephen Walkom,Philadelphia Flyers,3
2002,Stephen Walkom,Toronto Maple Leafs,2
2002,Don Koharski,Philadelphia Flyers,4
2002,Don Koharski,Toronto Maple Leafs,1
2002,Stephen Walkom,Philadelphia Flyers,4
2002,Stephen Walkom,Toronto Maple Leafs,1
2002,Dan Marouelli,Philadelphia Flyers,1
2002,Dan Marouelli,Toronto Maple Leafs,2
2002,Paul Devorski,Philadelphia Flyers,1
2002,Paul Devorski,Toronto Maple Leafs,2
2002,Dan Marouelli,Philadelphia Flyers,6
2002,Dan Marouelli,Toronto Maple Leafs,1
2002,Don Koharski,Philadelphia Flyers,6
2002,Don Koharski,Toronto Maple Leafs,1
2002,Don Koharski,Dallas Stars,1
2002,Don Koharski,Edmonton Oilers,2
2002,Tim Peel,Dallas Stars,1
2002,Tim Peel,Edmonton Oilers,2
2002,Dennis LaRue,Dallas Stars,6
2002,Dennis LaRue,Edmonton Oilers,1
2002,Don Van Massenhoven,Dallas Stars,6
2002,Don Van Massenhoven,Edmonton Oilers,1
2002,Dan Marouelli,Dallas Stars,2
2002,Dan Marouelli,Edmonton Oilers,3
2002,Dean Warren,Dallas Stars,2
2002,Dean Warren,Edmonton Oilers,3
2002,Brad Meier,Dallas Stars,3
2002,Brad Meier,Edmonton Oilers,1
2002,Dan Marouelli,Dallas Stars,3
2002,Dan Marouelli,Edmonton Oilers,1
2002,Brad Watson,Dallas Stars,5
2002,Brad Watson,Edmonton Oilers,2
2002,Michael McGeough,Dallas Stars,5
2002,Michael McGeough,Edmonton Oilers,2
2002,Kerry Fraser,Dallas Stars,3
2002,Kerry Fraser,Edmonton Oilers,2
2002,Kevin Pollock,Dallas Stars,3
2002,Kevin Pollock,Edmonton Oilers,2
2002,Brad Watson,Anaheim Ducks,2
2002,Brad Watson,Detroit Red Wings,1
2002,Kevin Pollock,Anaheim Ducks,2
2002,Kevin Pollock,Detroit Red Wings,1
2002,Eric Furlatt,Anaheim Ducks,3
2002,Eric Furlatt,Detroit Red Wings,2
2002,Stephen Walkom,Anaheim Ducks,3
2002,Stephen Walkom,Detroit Red Wings,2
2002,Brad Watson,Anaheim Ducks,2
2002,Brad Watson,Detroit Red Wings,1
2002,Don Van Massenhoven,Anaheim Ducks,2
2002,Don Van Massenhoven,Detroit Red Wings,1
2002,Dave Jackson,Anaheim Ducks,3
2002,Dave Jackson,Detroit Red Wings,2
2002,Rob Shick,Anaheim Ducks,3
2002,Rob Shick,Detroit Red Wings,2
2002,Michael McGeough,Colorado Avalanche,2
2002,Michael McGeough,Minnesota Wild,4
2002,Paul Devorski,Colorado Avalanche,2
2002,Paul Devorski,Minnesota Wild,4
2002,Dave Jackson,Colorado Avalanche,3
2002,Dave Jackson,Minnesota Wild,2
2002,Don Koharski,Colorado Avalanche,3
2002,Don Koharski,Minnesota Wild,2
2002,Rob Shick,Colorado Avalanche,3
2002,Rob Shick,Minnesota Wild,0
2002,Stephen Walkom,Colorado Avalanche,3
2002,Stephen Walkom,Minnesota Wild,0
2002,Kevin Pollock,Colorado Avalanche,3
2002,Kevin Pollock,Minnesota Wild,1
2002,Michael McGeough,Colorado Avalanche,3
2002,Michael McGeough,Minnesota Wild,1
2002,Bill McCreary,Colorado Avalanche,2
2002,Bill McCreary,Minnesota Wild,3
2002,Don Van Massenhoven,Colorado Avalanche,2
2002,Don Van Massenhoven,Minnesota Wild,3
2002,Kerry Fraser,Colorado Avalanche,2
2002,Kerry Fraser,Minnesota Wild,3
2002,Kevin Pollock,Colorado Avalanche,2
2002,Kevin Pollock,Minnesota Wild,3
2002,Brad Watson,Colorado Avalanche,2
2002,Brad Watson,Minnesota Wild,3
2002,Kerry Fraser,Colorado Avalanche,2
2002,Kerry Fraser,Minnesota Wild,3
2002,Dan Marouelli,St. Louis Blues,6
2002,Dan Marouelli,Vancouver Canucks,0
2002,Dean Warren,St. Louis Blues,6
2002,Dean Warren,Vancouver Canucks,0
2002,Dan Marouelli,St. Louis Blues,1
2002,Dan Marouelli,Vancouver Canucks,2
2002,Rob Shick,St. Louis Blues,1
2002,Rob Shick,Vancouver Canucks,2
2002,Don Koharski,St. Louis Blues,3
2002,Don Koharski,Vancouver Canucks,1
2002,Stephane Auger,St. Louis Blues,3
2002,Stephane Auger,Vancouver Canucks,1
2002,Don Van Massenhoven,St. Louis Blues,4
2002,Don Van Massenhoven,Vancouver Canucks,1
2002,Marc Joannette,St. Louis Blues,4
2002,Marc Joannette,Vancouver Canucks,1
2002,Kerry Fraser,St. Louis Blues,3
2002,Kerry Fraser,Vancouver Canucks,5
2002,Kevin Pollock,St. Louis Blues,3
2002,Kevin Pollock,Vancouver Canucks,5
2002,Bill McCreary,St. Louis Blues,3
2002,Bill McCreary,Vancouver Canucks,4
2002,Brad Watson,St. Louis Blues,3
2002,Brad Watson,Vancouver Canucks,4
2002,Bill McCreary,St. Louis Blues,1
2002,Bill McCreary,Vancouver Canucks,4
2002,Stephen Walkom,St. Louis Blues,1
2002,Stephen Walkom,Vancouver Canucks,4
2002,Bill McCreary,Ottawa Senators,4
2002,Bill McCreary,Philadelphia Flyers,2
2002,Kevin Pollock,Ottawa Senators,4
2002,Kevin Pollock,Philadelphia Flyers,2
2002,Paul Devorski,Ottawa Senators,0
2002,Paul Devorski,Philadelphia Flyers,2
2002,Stephen Walkom,Ottawa Senators,0
2002,Stephen Walkom,Philadelphia Flyers,2
2002,Don Van Massenhoven,Ottawa Senators,3
2002,Don Van Massenhoven,Philadelphia Flyers,2
2002,Stephen Walkom,Ottawa Senators,3
2002,Stephen Walkom,Philadelphia Flyers,2
2002,Brad Watson,Ottawa Senators,0
2002,Brad Watson,Philadelphia Flyers,1
2002,Kerry Fraser,Ottawa Senators,0
2002,Kerry Fraser,Philadelphia Flyers,1
2002,Dan Marouelli,Ottawa Senators,5
2002,Dan Marouelli,Philadelphia Flyers,2
2002,Don Koharski,Ottawa Senators,5
2002,Don Koharski,Philadelphia Flyers,2
2002,Bill McCreary,Ottawa Senators,5
2002,Bill McCreary,Philadelphia Flyers,1
2002,Kevin Pollock,Ottawa Senators,5
2002,Kevin Pollock,Philadelphia Flyers,1
2002,Don Koharski,New Jersey Devils,3
2002,Don Koharski,Tampa Bay Lightning,0
2002,Stephane Auger,New Jersey Devils,3
2002,Stephane Auger,Tampa Bay Lightning,0
2002,Don Van Massenhoven,New Jersey Devils,3
2002,Don Van Massenhoven,Tampa Bay Lightning,2
2002,Kerry Fraser,New Jersey Devils,3
2002,Kerry Fraser,Tampa Bay Lightning,2
2002,Dan Marouelli,New Jersey Devils,3
2002,Dan Marouelli,Tampa Bay Lightning,4
2002,Marc Joannette,New Jersey Devils,3
2002,Marc Joannette,Tampa Bay Lightning,4
2002,Kevin Pollock,New Jersey Devils,3
2002,Kevin Pollock,Tampa Bay Lightning,1
2002,Paul Devorski,New Jersey Devils,3
